userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,61.72628402709961) (51,61.409942626953125)* (1073,61.080013275146484) (187,60.8080940246582) (59,60.28465270996094)* (157,60.01789093017578) (1098,59.44164276123047) (599,59.4344596862793) (511,59.320465087890625) (1464,59.24199676513672) (227,59.05555725097656) (715,59.03497314453125) (1122,59.002037048339844) (900,58.998680114746094) (1833,58.9981689453125) (159,58.96393585205078) (172,58.934898376464844) (1014,58.8427619934082) (4308,58.699668884277344) (61,58.680938720703125)*
435: (1191,58.282100677490234) (5065,57.483985900878906) (2850,57.480194091796875)* (1188,57.420074462890625)* (816,57.382598876953125) (1678,57.34636688232422) (45,57.23033905029297) (2210,57.146331787109375) (7776,57.120811462402344) (1179,57.0079460144043) (4173,56.825687408447266) (4103,56.81300354003906) (3362,56.728275299072266) (9936,56.726871490478516) (757,56.71553421020508) (3769,56.71391677856445) (2824,56.67926788330078) (1195,56.57332229614258)* (6008,56.55487823486328) (3812,56.43700408935547)
436: (227,57.74555969238281) (734,56.93142318725586)* (959,56.852020263671875) (192,56.8028564453125) (1519,56.29206848144531) (868,56.27891540527344)* (599,56.265560150146484) (163,56.20580291748047) (3466,56.16124725341797) (202,56.06177520751953) (65,56.06129455566406) (65,56.06129455566406) (2786,56.037559509277344) (154,55.98365783691406) (1414,55.93292236328125) (221,55.91773223876953) (4620,55.86505889892578) (712,55.84497833251953) (2444,55.80422592163086) (1772,55.797149658203125)
437: (295,56.34978485107422) (306,55.10672378540039) (89,55.1063232421875)* (300,55.08024597167969) (299,55.039642333984375) (161,55.006980895996094) (701,54.97976303100586) (292,54.960914611816406) (484,54.825340270996094) (660,54.8125) (349,54.774051666259766) (327,54.73442077636719) (641,54.68898391723633) (157,54.57891845703125) (907,54.56892395019531) (913,54.54698944091797) (1444,54.430694580078125) (468,54.372779846191406) (465,54.29939270019531) (67,54.296234130859375)
438: (1253,62.833778381347656) (1066,62.23811340332031) (11,61.4350700378418) (1293,61.097564697265625) (1297,60.66278076171875) (30,60.04884338378906) (1292,59.941978454589844) (1255,59.908180236816406) (11094,59.863529205322266) (32,59.801979064941406)* (34,59.747459411621094) (9,59.74592971801758)* (1256,59.63904571533203) (1295,59.634605407714844) (10628,59.62071228027344) (1334,59.46063232421875) (31,59.42937088012695) (14294,59.335933685302734) (5581,59.24114990234375) (36,59.19651412963867)
439: (2252,60.75879669189453)* (2247,60.756343841552734) (2916,60.32663345336914)* (6621,60.127769470214844) (2236,60.0806770324707) (2226,60.059017181396484) (2924,59.661319732666016) (6636,59.4532585144043) (3227,59.31273651123047) (3317,59.134033203125) (9388,58.93830108642578) (1611,58.55635070800781) (1614,58.51792526245117) (7766,58.50233459472656) (11559,58.46407699584961) (2919,58.331207275390625) (11565,58.2996711730957) (2909,58.226318359375) (6629,58.14958572387695) (11566,58.04200744628906)
440: (632,62.01069259643555) (154,61.49138641357422) (748,61.33238983154297)* (418,60.98329544067383) (1418,60.933799743652344) (3707,60.84339904785156) (2542,60.75614929199219) (2605,60.56907272338867) (444,60.51513671875) (107,60.498008728027344)* (629,60.444454193115234) (1950,60.36177062988281) (622,60.3367805480957) (416,60.231441497802734) (1731,60.22584533691406) (1163,60.1120719909668) (2402,60.071075439453125) (6048,60.03921127319336) (2281,60.02614974975586) (162,60.0190544128418)
441: (154,59.612056732177734) (1098,58.93560028076172) (173,58.82474136352539) (81,58.468528747558594) (238,58.40578079223633)* (53,58.26386260986328) (53,58.26386260986328) (441,58.24076843261719) (159,58.180908203125) (1075,58.144386291503906) (70,58.08108901977539) (190,58.05617141723633) (203,57.92770004272461) (969,57.81662368774414) (418,57.811805725097656) (229,57.72682571411133)* (56,57.657989501953125) (56,57.657989501953125) (1090,57.63323211669922) (429,57.62488555908203)
442: (1028,63.86559295654297) (1885,63.20552444458008) (4308,62.48701477050781) (1066,62.26591491699219) (1001,62.0363883972168)* (67,61.87918472290039) (67,61.87918472290039) (1062,61.83636474609375) (51,61.8181266784668) (1004,61.80754089355469) (1024,61.64732360839844) (100,61.53379440307617) (1000,61.428829193115234) (1071,61.3841552734375) (997,61.35790252685547) (59,61.34783172607422) (1087,61.34622573852539) (539,61.34126281738281) (3768,61.30608367919922) (55,61.30276870727539)
443: (599,63.220558166503906) (227,63.05207824707031)* (959,63.04356384277344) (2459,62.95488739013672) (4649,62.816383361816406) (592,62.81419372558594) (1178,62.73893737792969) (975,62.71744155883789) (986,62.68141174316406) (881,62.674964904785156) (910,62.645851135253906) (245,62.51234436035156) (735,62.41098403930664) (1412,62.34478759765625) (1123,62.33721923828125) (1150,62.31071090698242) (857,62.29743957519531) (562,62.175235748291016) (5660,62.15770721435547) (1130,62.15715026855469)
444: (1253,59.95417785644531) (1255,58.31888961791992) (1256,57.93849182128906) (2026,57.75077819824219) (1288,57.35663986206055) (1277,57.33431625366211) (11110,57.26410675048828) (19,57.12751388549805) (1291,57.0659065246582) (11094,56.98761749267578) (1284,56.887046813964844) (13819,56.77073287963867) (6658,56.68422317504883) (11089,56.67950439453125) (4271,56.66998291015625) (3809,56.54618835449219) (11106,56.414283752441406) (1238,56.37197494506836) (11103,56.35830307006836) (4970,56.32052230834961)
446: (72,61.844482421875)* (72,61.844482421875)* (511,59.802040100097656)* (715,59.248619079589844) (81,59.13458251953125) (1073,59.0769157409668) (193,59.070960998535156) (172,58.90801239013672)* (1122,58.87643814086914) (959,58.79995346069336) (851,58.616966247558594) (429,58.459251403808594) (1014,58.42841720581055)* (993,58.38063049316406) (2469,58.32501983642578) (986,58.290122985839844) (997,58.21630859375) (441,58.17812728881836)* (203,58.149147033691406) (533,58.10208511352539)
447: (13033,59.009620666503906) (14670,58.7193489074707) (6588,58.57517623901367) (1849,58.202335357666016) (10363,58.12828063964844) (7259,57.874778747558594) (3158,57.73206329345703) (2146,57.55568313598633) (4726,57.26515197753906) (13813,57.114288330078125) (17969,57.09764099121094) (6004,57.06111526489258) (1627,57.04519271850586) (2671,57.03887939453125) (16742,57.02294921875) (17970,57.0058479309082) (266,56.9859619140625) (17965,56.96924591064453) (10333,56.93639373779297) (7493,56.93272018432617)
449: (841,66.44247436523438) (1358,66.14139556884766) (188,65.07361602783203)* (1360,65.00459289550781) (1110,64.93925476074219)* (918,64.81462860107422) (1119,64.73748779296875) (4675,64.60179138183594) (1411,64.56230163574219) (1343,64.56048583984375) (506,64.45511627197266)* (949,64.44505310058594) (959,64.35842895507812) (1274,64.28450012207031) (607,64.20479583740234) (152,64.10791015625) (370,64.00251007080078)* (3444,63.92573547363281) (3470,63.88058090209961) (3445,63.792503356933594)
450: (2624,61.3837890625) (3481,61.25066375732422) (607,61.20092010498047) (3417,61.07832336425781) (1110,61.04014587402344) (868,61.020606994628906) (2493,60.926353454589844) (1119,60.86079025268555) (920,60.83814239501953)* (735,60.54010772705078) (5297,60.411380767822266) (1639,60.37665939331055) (3405,60.37527084350586) (2475,60.36053466796875) (1425,60.34062957763672) (1413,60.31578063964844) (1358,60.27599334716797) (1131,60.23588562011719) (1134,59.975006103515625) (3788,59.900997161865234)
451: (333,60.429656982421875)* (89,60.3459358215332)* (461,60.09668731689453)* (528,59.56458282470703)* (302,59.560184478759766) (318,59.05796813964844) (293,58.961185455322266) (55,58.93854522705078) (291,58.88376998901367) (298,58.86616134643555) (701,58.81450271606445)* (1034,58.79273986816406) (352,58.74896240234375) (67,58.71685028076172) (67,58.71685028076172) (523,58.62114715576172) (531,58.59922409057617) (1037,58.571537017822266) (1032,58.381317138671875) (386,58.139190673828125)
452: (77,64.18168640136719) (77,64.18168640136719) (1076,63.88916015625) (3921,63.79710388183594) (2031,63.72611999511719) (193,63.64570236206055) (993,63.64540100097656) (253,63.61457443237305) (1479,63.535621643066406) (601,63.382049560546875) (1892,63.24505615234375) (99,63.035362243652344) (180,62.929725646972656) (72,62.752384185791016)* (72,62.752384185791016)* (2183,62.745811462402344) (1000,62.602149963378906) (3920,62.55451202392578) (157,62.55205535888672) (905,62.53758239746094)
453: (207,60.8599853515625) (173,60.68962860107422)* (424,60.62151336669922) (203,60.50230407714844) (599,60.49550247192383) (429,60.36848449707031)* (1515,60.18897247314453) (228,60.15724563598633) (511,60.11277770996094)* (436,60.10816955566406)* (3739,60.02699279785156) (234,59.90468215942383) (868,59.72223663330078) (221,59.63128662109375) (709,59.60778045654297) (2938,59.56499481201172) (857,59.56372833251953) (182,59.53558349609375) (735,59.522857666015625) (2531,59.490379333496094)
454: (2486,61.51293182373047) (19,61.46403121948242) (5913,61.38189697265625) (5358,61.1294059753418) (10596,60.99683380126953) (1083,60.93838882446289) (1878,60.885799407958984) (6962,60.60340118408203) (1205,60.602840423583984) (1230,60.50957489013672) (3886,60.47089385986328) (875,60.399139404296875) (2037,60.388648986816406) (1277,60.36713790893555) (1256,60.347591400146484) (11186,60.29830551147461) (631,60.287471771240234)* (11094,60.26318359375) (11489,60.10780334472656) (32,60.01766586303711)
455: (233,65.55776977539062)* (1131,65.22630310058594) (72,65.20298767089844) (72,65.20298767089844) (867,64.82061004638672) (1295,64.7988510131836) (8910,64.67709350585938) (1203,64.6125259399414)* (1104,64.60707092285156) (370,64.54098510742188) (159,64.4905014038086) (56,64.43855285644531) (56,64.43855285644531) (875,64.34432983398438) (1707,64.30876922607422) (173,64.08631896972656) (7,64.07331085205078) (441,64.01766204833984) (631,63.99149703979492) (81,63.925994873046875)*
456: (7252,62.715145111083984) (3376,62.17589569091797) (3392,61.51679229736328)* (7249,61.36878204345703) (4324,61.21759033203125) (1809,61.09025192260742) (11217,60.739559173583984) (9282,60.7315673828125) (6123,60.6607780456543) (8724,60.60325622558594) (926,60.424808502197266) (6120,60.4017448425293) (2986,60.255126953125) (283,60.217384338378906) (6483,60.049903869628906) (708,59.99878692626953) (1855,59.976993560791016) (3127,59.966896057128906) (4087,59.94379806518555) (3927,59.86269760131836)
457: (917,62.22174835205078) (2838,61.36028289794922) (928,61.26237487792969) (1338,60.86188507080078) (956,60.45493698120117) (707,60.414031982421875) (1249,60.39244079589844) (946,60.372352600097656)* (922,60.31427764892578) (2342,60.30260467529297) (710,60.228519439697266) (724,60.1854133605957) (706,60.1601448059082) (3470,60.05799102783203) (726,60.03028106689453) (1372,59.879249572753906) (2343,59.82420349121094)* (954,59.767181396484375) (1350,59.763511657714844) (936,59.746036529541016)
458: (190,63.21179962158203)* (377,62.623870849609375) (230,62.008968353271484) (959,61.85615539550781)* (173,61.631378173828125) (7,61.551055908203125) (1375,61.48091125488281) (533,61.42359161376953) (1104,61.420589447021484) (538,61.39527130126953) (234,61.386383056640625) (475,61.38362121582031) (220,61.31484603881836) (198,61.23689651489258) (289,61.21624755859375) (89,61.19148254394531) (228,61.151268005371094) (159,60.960235595703125) (166,60.85531997680664) (1118,60.74557876586914)
459: (954,60.94529724121094) (841,60.731197357177734) (922,60.0708122253418) (1339,60.01161193847656) (928,59.886375427246094) (1338,59.85816955566406) (4691,59.811668395996094) (1281,59.73500442504883) (2790,59.6582145690918) (3244,59.588340759277344) (2961,59.58617401123047) (2342,59.579612731933594) (1531,59.50028991699219) (732,59.481361389160156) (1527,59.45811462402344) (1914,59.389488220214844) (953,59.37923812866211) (2838,59.36133575439453) (724,59.35126495361328)* (957,59.32976531982422)
460: (1790,58.37347412109375) (4316,57.9788703918457) (2605,57.95500183105469) (57,57.948974609375) (2616,57.88841247558594) (52,57.42253875732422) (52,57.42253875732422) (4113,57.346343994140625) (2716,57.237159729003906) (8670,57.229331970214844) (3164,57.18505096435547) (12288,57.1131591796875) (610,56.97857666015625) (6581,56.978275299072266) (617,56.933467864990234) (70,56.933074951171875) (2668,56.84034729003906) (227,56.83136749267578) (5605,56.67372131347656) (162,56.65848159790039)
461: (389,57.717803955078125) (7157,57.515533447265625) (3466,57.387168884277344) (3992,57.237186431884766) (155,56.97858428955078) (987,56.95405197143555) (2616,56.91090774536133) (69,56.87339782714844) (69,56.87339782714844) (727,56.67759704589844) (910,56.63367462158203) (1694,56.62153244018555) (885,56.57374572753906) (63,56.494564056396484) (63,56.494564056396484) (8670,56.459022521972656) (1427,56.447662353515625) (900,56.39391326904297) (1001,56.25589370727539) (3119,56.2241096496582)
462: (609,59.49974822998047) (197,59.3079948425293) (205,58.55344772338867) (2265,58.46582794189453) (615,58.4176139831543) (212,58.341949462890625) (235,58.2166862487793) (1242,58.160400390625) (554,57.919517517089844) (735,57.8916015625) (222,57.87432861328125) (433,57.80255889892578) (163,57.762149810791016) (3458,57.73509979248047) (9825,57.68946075439453) (1504,57.67405319213867) (863,57.583709716796875) (1732,57.574920654296875) (1901,57.54505157470703) (2475,57.541011810302734)
463: (4928,63.92039489746094) (3877,63.497615814208984) (6056,63.44434356689453) (250,63.37001037597656) (592,63.053382873535156) (72,63.02177429199219) (72,63.02177429199219) (2040,63.010196685791016) (2459,62.83957290649414) (986,62.788055419921875) (3019,62.780723571777344) (2465,62.70539855957031) (2338,62.60722351074219) (963,62.558624267578125) (4548,62.46239471435547) (227,62.455963134765625) (7130,62.40205383300781) (3863,62.39637756347656) (4437,62.371273040771484) (2339,62.342811584472656)
464: (1515,56.407527923583984) (1048,56.27998733520508) (3797,56.244144439697266) (5429,55.880287170410156) (1239,55.85810852050781) (154,55.79304504394531) (7663,55.718605041503906) (428,55.71272277832031) (425,55.681053161621094) (3744,55.673152923583984) (12165,55.644161224365234) (421,55.545406341552734) (1766,55.508079528808594) (439,55.48828125) (1400,55.48174285888672) (716,55.4440803527832)* (10427,55.40385437011719) (190,55.379371643066406) (432,55.35935974121094) (227,55.35711669921875)
465: (154,57.570335388183594)* (229,56.59532165527344)* (173,56.55186462402344) (1090,56.510398864746094)* (182,56.146244049072266) (1400,56.124794006347656)* (217,56.00703048706055) (210,55.94764709472656) (432,55.879661560058594) (227,55.82344436645508) (225,55.65418243408203) (689,55.48759460449219) (1632,55.4467658996582) (221,55.43755340576172) (1048,55.419132232666016) (1098,55.40411376953125) (703,55.40399932861328) (159,55.374515533447266) (1106,55.33675003051758) (418,55.30921936035156)
466: (55,64.71470642089844) (157,63.88414001464844) (701,63.848968505859375) (486,63.39693069458008) (498,63.39582061767578) (291,63.28996276855469) (903,63.196502685546875) (790,63.12443923950195) (340,63.009239196777344) (299,62.95683288574219) (802,62.9560661315918) (257,62.941375732421875) (930,62.919063568115234)* (344,62.90888977050781) (523,62.830078125) (256,62.79912567138672) (293,62.77827453613281) (301,62.77421951293945) (377,62.758819580078125) (318,62.715049743652344)
467: (8452,58.685333251953125) (8816,57.57939147949219) (15666,57.33863067626953) (15670,57.28520965576172) (15674,57.25468063354492) (1907,57.23509216308594) (15677,57.21220779418945) (15668,57.187110900878906) (15683,57.15045166015625) (8110,57.14427947998047) (15672,57.105010986328125) (2048,57.094852447509766) (15686,57.07209777832031) (15663,57.023719787597656) (15681,56.986473083496094) (14395,56.97861099243164) (15678,56.9561767578125) (15664,56.91460418701172) (2033,56.82466125488281) (15680,56.76624298095703)
468: (5787,61.50221252441406) (1427,61.27415466308594) (8594,61.26993179321289) (2071,61.22676467895508) (575,61.221153259277344) (227,61.193153381347656) (987,61.150665283203125) (610,61.072906494140625) (511,61.070289611816406) (67,61.06128692626953) (67,61.06128692626953) (578,60.992225646972656) (3065,60.983001708984375) (192,60.874290466308594) (4620,60.856300354003906) (1122,60.77479553222656) (1833,60.719818115234375) (2419,60.677452087402344) (1244,60.64584732055664) (735,60.60456085205078)
469: (198,62.23210906982422) (188,62.109100341796875)* (920,62.09122848510742) (152,61.92889404296875) (917,61.79673767089844)* (1131,61.77179718017578) (517,61.62151336669922) (2006,61.44626235961914) (163,61.40775680541992)* (2836,61.099815368652344) (234,60.94416809082031) (918,60.8724479675293) (1104,60.83392333984375) (1412,60.8318977355957) (1710,60.82737731933594) (190,60.78611755371094) (953,60.707496643066406) (978,60.66802978515625) (1044,60.65460205078125) (2446,60.62745666503906)
