userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,32.04536819458008) (175,31.976829528808594) (51,31.805654525756836)* (157,31.769336700439453) (1836,31.647449493408203) (193,31.518014907836914) (1394,31.508024215698242) (1009,31.30048179626465) (993,31.26662826538086) (1795,31.23754119873047) (511,31.23424530029297) (187,31.209806442260742) (1156,30.946598052978516) (1122,30.911243438720703) (1098,30.80465316772461) (155,30.78659439086914) (1395,30.76462745666504) (722,30.73705291748047) (3501,30.72675323486328) (70,30.61557960510254)*
393: (718,31.42337989807129) (709,30.94733428955078) (2121,30.482053756713867) (1513,30.235061645507812) (1244,30.2009334564209) (3333,30.008304595947266) (857,29.927030563354492) (230,29.768295288085938) (898,29.633073806762695) (1160,29.609317779541016) (2788,29.57471466064453) (1814,29.464262008666992) (716,29.45465850830078) (220,29.45077896118164) (706,29.345949172973633) (599,29.263477325439453) (868,29.217041015625) (3065,29.162569046020508)* (428,29.15348243713379) (1249,29.020164489746094)
394: (8713,29.896873474121094) (932,29.29762840270996) (438,29.2635555267334) (1553,29.02318000793457) (1241,28.99376678466797) (7330,28.97821044921875) (439,28.774858474731445) (240,28.637460708618164) (1755,28.348939895629883) (220,28.264978408813477) (355,28.21150016784668) (714,28.04720115661621) (6120,27.89823341369629) (447,27.872657775878906) (11005,27.829614639282227) (11006,27.813095092773438) (11001,27.8061466217041) (11002,27.805213928222656) (366,27.774738311767578) (10806,27.764543533325195)
395: (1547,29.641983032226562)* (2744,28.63372230529785) (2384,28.522611618041992) (2169,28.31328010559082) (3717,28.177186965942383) (9961,28.14241600036621) (1979,27.882579803466797) (7639,27.661399841308594) (6130,27.59653663635254) (489,27.54488754272461) (846,27.32854461669922)* (815,27.257850646972656)* (1540,27.223119735717773) (1873,27.218149185180664) (707,27.21044158935547) (1650,27.14022445678711) (510,27.089492797851562) (923,27.065744400024414) (3637,26.897912979125977) (1104,26.885948181152344)*
396: (77,31.13249969482422) (77,31.13249969482422) (187,30.833765029907227) (51,30.236202239990234) (1079,29.99979019165039) (1156,29.975357055664062) (157,29.36062240600586) (5256,29.186052322387695) (986,29.16699981689453) (529,29.098594665527344) (3966,29.059837341308594) (75,28.908781051635742) (75,28.908781051635742) (3992,28.898372650146484) (601,28.88076400756836) (63,28.771177291870117) (63,28.771177291870117) (1001,28.72426414489746) (155,28.639965057373047) (175,28.63606071472168)
397: (72,35.181251525878906)* (72,35.181251525878906)* (5079,34.32918930053711) (1083,33.93159484863281) (39,33.866607666015625) (515,33.81610870361328) (1069,33.8159065246582) (36,33.64366912841797) (187,33.51713943481445) (51,33.505924224853516)* (1534,33.33195877075195) (1714,33.30759811401367) (59,33.24319076538086) (487,33.20136642456055) (2014,33.189476013183594) (450,33.157527923583984) (159,33.13164520263672) (1298,32.719505310058594) (193,32.67531967163086) (173,32.665252685546875)
398: (429,33.77896499633789) (436,33.57300567626953) (418,33.31531524658203) (159,33.038761138916016) (190,32.851043701171875) (65,32.824607849121094) (65,32.824607849121094) (533,32.773170471191406)* (1090,32.757049560546875) (424,32.67925262451172) (207,32.63768768310547)* (715,32.52967071533203) (173,32.52106857299805) (88,32.315452575683594)* (234,32.190250396728516) (229,32.174285888671875) (447,32.159759521484375) (226,32.14350509643555)* (199,32.130104064941406)* (615,32.125240325927734)
399: (466,28.900745391845703)* (544,28.55848503112793) (295,28.550168991088867)* (386,28.5428466796875) (306,28.43414878845215) (543,28.303794860839844) (325,28.203401565551758) (349,28.06161117553711) (523,27.944488525390625) (680,27.8404541015625) (679,27.7698917388916) (528,27.627836227416992) (293,27.596628189086914) (161,27.545391082763672) (1034,27.351404190063477) (704,27.334129333496094) (4814,27.2683162689209) (328,27.239988327026367) (323,27.193906784057617) (3397,27.140270233154297)
400: (790,29.791183471679688) (288,29.50628089904785)* (466,29.24455451965332)* (972,29.172916412353516)* (679,29.102075576782227) (802,29.064470291137695) (298,28.8724365234375) (525,28.694717407226562) (543,28.66648292541504) (524,28.318830490112305) (2025,28.253435134887695) (1452,28.243595123291016) (704,28.225383758544922)* (542,28.184186935424805) (299,28.176843643188477)* (2543,28.162477493286133) (903,28.115737915039062) (1673,28.080760955810547) (680,28.06475830078125) (318,28.003950119018555)*
401: (1041,33.24950408935547)* (1672,33.03947067260742) (6120,32.22420120239258) (4823,32.108158111572266) (542,32.04718017578125) (708,32.03437042236328) (6792,32.0235481262207) (1045,31.95653533935547) (1044,31.91605567932129) (5630,31.839052200317383) (537,31.83722686767578)* (4716,31.819721221923828) (840,31.747089385986328) (209,31.55301856994629) (499,31.48971939086914) (1246,31.426197052001953) (11935,31.332202911376953) (982,31.306997299194336) (3200,31.306711196899414) (6795,31.2976016998291)
402: (724,35.019405364990234)* (1372,34.32924270629883)* (176,33.42774963378906) (2342,33.055938720703125) (2834,32.97397994995117) (868,32.86689376831055)* (2787,32.756317138671875) (952,32.56086349487305) (710,32.25628662109375) (1803,32.046443939208984) (1415,31.942033767700195) (2838,31.924427032470703) (198,31.91991424560547) (928,31.833707809448242) (3774,31.75592803955078) (3470,31.744325637817383) (2784,31.67755126953125) (1351,31.63813018798828)* (1338,31.599306106567383) (1426,31.581974029541016)
403: (1673,31.614452362060547) (1034,31.552507400512695) (972,30.418970108032227) (3367,29.696260452270508) (487,29.545682907104492)* (3187,29.310514450073242) (7706,29.26506805419922) (680,29.132061004638672)* (7,29.116422653198242) (3735,28.919015884399414) (333,28.885862350463867) (1807,28.885282516479492) (1704,28.837312698364258) (5934,28.77417755126953) (6527,28.70380401611328) (679,28.638458251953125) (486,28.506906509399414) (1246,28.450912475585938) (7464,28.418079376220703) (544,28.393362045288086)
404: (412,30.94568634033203)* (2352,30.412925720214844) (4262,30.0988826751709) (501,29.971446990966797) (1866,29.67318344116211) (4189,29.506977081298828) (499,29.49916648864746) (498,29.307830810546875) (3398,29.271705627441406) (497,29.214305877685547) (1246,29.136369705200195) (537,29.097793579101562) (1091,29.089323043823242) (5315,29.068252563476562) (2840,28.905719757080078) (840,28.90460968017578) (198,28.738346099853516) (383,28.58067512512207)* (540,28.529390335083008) (2206,28.480636596679688)
405: (4566,28.731111526489258)* (332,28.457040786743164) (1457,28.30999755859375) (308,28.16851043701172) (907,28.01896858215332) (913,27.993494033813477)* (328,27.98284149169922) (306,27.619142532348633) (301,27.60111427307129) (331,27.547365188598633)* (330,27.541189193725586) (309,27.459522247314453) (320,27.387237548828125) (294,27.343992233276367) (468,27.306913375854492) (1613,27.25996208190918) (322,27.17885398864746)* (292,27.104114532470703)* (701,26.958730697631836) (525,26.946584701538086)*
406: (920,30.430818557739258)* (4675,30.396169662475586)* (2013,30.307777404785156) (3418,30.22928810119629) (188,29.920442581176758)* (3810,29.86119270324707) (1134,29.7896671295166) (607,29.72197151184082) (1425,29.704307556152344)* (1343,29.658355712890625) (1110,29.63747787475586)* (3417,29.507339477539062) (1726,29.34822654724121) (1131,29.08655548095703) (5303,28.908897399902344) (3420,28.81396484375) (2965,28.676237106323242) (4605,28.584125518798828) (4124,28.572444915771484) (7055,28.516887664794922)
407: (2535,32.259857177734375) (56,32.064910888671875) (56,32.064910888671875) (757,31.51243019104004) (1970,31.1516056060791) (1964,30.997772216796875) (629,30.900144577026367) (1098,30.892589569091797) (603,30.858383178710938) (1504,30.823192596435547) (440,30.777145385742188) (107,30.66358757019043) (748,30.46395492553711) (1950,30.44268035888672) (2416,30.296777725219727) (11783,30.168167114257812) (2289,30.13368797302246) (1827,30.117517471313477) (3299,30.088409423828125) (1738,30.066001892089844)
408: (208,30.658761978149414) (1048,30.285079956054688) (4115,30.113136291503906) (716,29.975067138671875) (2821,29.7812442779541) (1520,29.76565170288086) (3400,29.654727935791016) (3475,29.604991912841797) (229,29.601228713989258) (424,29.57699966430664) (1515,29.561925888061523) (428,29.546531677246094) (203,29.465511322021484) (1988,29.39139175415039) (88,29.328886032104492) (533,29.176057815551758)* (432,29.049646377563477) (2123,29.040544509887695) (1977,29.033584594726562)* (1991,29.024574279785156)
409: (475,30.674678802490234) (331,29.61328887939453)* (907,29.201988220214844) (2179,29.201860427856445) (377,28.656219482421875) (220,28.474084854125977) (1249,28.46591567993164)* (289,28.434242248535156) (65,28.401016235351562) (65,28.401016235351562) (234,28.39419174194336) (300,28.381656646728516) (306,28.364498138427734) (333,28.36038589477539) (288,28.315229415893555) (538,28.30972671508789) (329,28.24260711669922) (67,28.23904800415039)* (67,28.23904800415039)* (302,28.188549041748047)*
410: (693,30.30596923828125) (2665,30.278778076171875) (7831,29.580137252807617) (2839,29.33360481262207) (4436,29.24200439453125) (5253,28.916534423828125) (1193,28.779817581176758) (2619,28.74861717224121) (1246,28.676658630371094) (691,28.58918571472168)* (8242,28.574514389038086) (4773,28.560874938964844) (682,28.518444061279297) (498,28.439720153808594) (1183,28.41590118408203)* (1185,28.343669891357422) (2617,28.22380256652832) (481,28.02753448486328) (4559,28.024831771850586) (704,27.99471664428711)
411: (278,30.68915367126465)* (2247,29.9970703125)* (9384,29.198537826538086) (2222,29.161705017089844) (6621,29.152414321899414)* (3317,28.781145095825195) (9677,28.661333084106445) (475,28.558076858520508)* (7766,28.26812171936035) (1989,28.16621208190918) (2905,28.134138107299805) (6631,27.992399215698242)* (547,27.963380813598633) (331,27.960060119628906)* (276,27.90007972717285) (2738,27.7960205078125) (2923,27.54819107055664) (9679,27.469499588012695) (1981,27.338117599487305) (10050,27.29966163635254)
412: (261,34.01005554199219) (714,33.14187240600586) (1775,32.80653762817383) (1771,32.5342903137207) (246,32.452632904052734) (5453,32.32067108154297) (5416,32.192420959472656) (3741,32.06845474243164) (3204,31.99919319152832) (1755,31.798255920410156) (289,31.446514129638672) (283,31.406641006469727) (1934,31.393112182617188) (340,31.228429794311523) (4819,31.22753143310547) (646,31.17050552368164) (256,31.15766143798828) (1556,31.112125396728516) (301,31.090137481689453) (705,30.971784591674805)
413: (89,33.36512756347656) (701,33.039466857910156)* (289,32.99959182739258) (302,32.879085540771484)* (300,32.76321029663086) (329,32.670921325683594)* (538,32.42011260986328) (257,32.33303451538086) (355,32.266849517822266) (1934,32.169639587402344) (1556,31.868545532226562) (333,31.859268188476562) (161,31.80042839050293) (97,31.663312911987305) (298,31.609712600708008)* (328,31.604028701782227) (2176,31.601707458496094) (544,31.58763313293457) (285,31.51089096069336) (349,31.445552825927734)
414: (300,31.1983699798584)* (701,30.911304473876953)* (461,30.714780807495117)* (288,30.634033203125)* (89,30.590547561645508) (802,30.57635498046875) (295,30.473203659057617)* (292,30.359970092773438)* (344,30.234832763671875) (790,29.805856704711914) (291,29.68398094177246) (1428,29.6046142578125) (680,29.472166061401367) (299,29.397714614868164) (523,29.39468765258789) (161,29.381711959838867) (318,29.277042388916016) (704,29.254566192626953) (3332,29.126628875732422) (528,29.088953018188477)
415: (89,31.85525131225586)* (679,31.537742614746094)* (288,31.490209579467773)* (295,31.327999114990234) (523,30.993444442749023)* (1243,30.64946937561035) (544,30.394311904907227) (461,30.277141571044922) (293,30.232715606689453) (1934,30.20486831665039) (349,30.149490356445312) (299,30.081132888793945) (790,30.055591583251953) (344,29.909133911132812) (340,29.882719039916992) (325,29.683168411254883) (802,29.350194931030273) (543,29.221834182739258) (352,29.19246482849121)* (310,29.1234188079834)
416: (9783,30.134929656982422) (1743,29.66241455078125) (5069,29.211116790771484) (755,28.315685272216797) (1491,28.05059242248535) (81,27.888153076171875) (1700,27.87657356262207) (1418,27.835397720336914) (2375,27.789031982421875) (238,27.779678344726562) (2775,27.590185165405273)* (4852,27.5313663482666) (9540,27.50636100769043) (748,27.471689224243164)* (4285,27.388601303100586) (1131,27.356855392456055) (4045,27.342512130737305) (1710,27.322132110595703) (4316,27.26751708984375) (632,27.20065689086914)
417: (67,32.058692932128906)* (67,32.058692932128906)* (1934,31.82392120361328) (97,31.807064056396484) (292,31.524293899536133)* (310,31.3885555267334) (525,31.24362564086914) (288,31.229888916015625)* (71,30.946619033813477) (71,30.946619033813477) (679,30.900278091430664) (485,30.867935180664062) (689,30.8463134765625) (300,30.822649002075195)* (316,30.709522247314453) (903,30.614187240600586) (257,30.5797061920166)* (293,30.401517868041992) (697,30.305458068847656) (523,30.212324142456055)
418: (898,31.767772674560547)* (217,31.323780059814453)* (1159,31.19134521484375) (199,30.96732521057129) (2584,30.762508392333984) (1632,30.678691864013672) (3258,30.385820388793945)* (222,30.35207176208496) (622,30.334630966186523)* (1242,30.264892578125) (434,30.223894119262695) (2424,30.210737228393555) (416,30.162601470947266) (1239,30.14860725402832)* (425,30.1378116607666) (5926,29.8039608001709) (210,29.786569595336914) (437,29.751113891601562) (989,29.669445037841797) (195,29.635690689086914)
419: (328,28.775909423828125) (1457,28.736373901367188) (1444,28.58477020263672) (317,28.509300231933594)* (6567,28.338314056396484) (330,28.245323181152344) (332,28.15872573852539)* (2179,28.14488983154297) (312,27.88216209411621) (294,27.679241180419922) (1613,27.551565170288086) (329,27.511274337768555) (484,27.432910919189453) (6501,27.350976943969727) (2990,27.243215560913086) (4983,27.19549560546875) (310,27.055749893188477) (4024,26.869152069091797) (296,26.848918914794922) (301,26.787559509277344)
420: (2031,29.577857971191406) (1000,28.86031723022461) (157,28.766605377197266) (9745,28.41613006591797) (77,28.227140426635742) (77,28.227140426635742) (283,28.121686935424805) (253,27.933435440063477) (265,27.861309051513672) (2523,27.711889266967773) (187,27.562902450561523) (2183,27.421804428100586) (193,27.344621658325195) (2076,27.303510665893555) (5458,27.284282684326172) (5775,27.28166961669922) (1081,27.24601173400879) (1001,27.234731674194336) (15926,27.127771377563477) (316,27.078784942626953)
421: (349,29.986976623535156)* (288,29.198890686035156)* (257,29.183799743652344)* (67,29.026248931884766)* (67,29.026248931884766)* (525,28.933835983276367)* (55,28.89302635192871)* (328,28.449949264526367) (318,28.421098709106445) (523,28.36922836303711) (301,28.300952911376953)* (294,28.125703811645508) (317,27.99855613708496) (465,27.77680015563965) (332,27.691003799438477) (309,27.69098663330078) (466,27.665246963500977)* (285,27.533655166625977) (485,27.486726760864258) (1052,27.452518463134766)
423: (77,34.75418472290039) (77,34.75418472290039) (1079,34.00389099121094) (1076,33.716773986816406) (1810,32.81288146972656) (1000,32.72568130493164) (100,32.66016387939453) (2031,32.64764404296875) (994,32.60508728027344) (157,32.598724365234375) (2936,32.29822540283203) (99,32.28904724121094)* (999,32.15679931640625) (68,32.02962875366211)* (68,32.02962875366211)* (1892,32.00320053100586) (1014,31.972864151000977) (1001,31.917980194091797)* (2027,31.646121978759766) (959,31.558700561523438)*
424: (198,33.3106575012207)* (918,32.77597427368164) (923,32.67618179321289) (1044,32.65096664428711) (978,32.54310989379883) (710,32.51194763183594) (503,32.4262580871582) (1131,32.09850311279297) (370,31.785058975219727) (188,31.47794532775879) (1249,31.47669219970703) (377,31.46257209777832) (953,31.456403732299805) (2379,31.449369430541992) (1132,31.396806716918945) (1099,31.38615608215332) (512,31.34347152709961) (1358,31.303550720214844)* (2370,31.273733139038086) (504,31.181184768676758)
