userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (70,11.027851104736328)* (238,10.108229637145996) (1001,9.866653442382812) (1098,9.48542594909668) (1394,9.27556324005127) (159,9.233038902282715) (1464,9.1077299118042) (511,8.796530723571777) (187,8.655597686767578) (1122,8.624711036682129) (51,8.614142417907715)* (157,8.204042434692383) (1073,7.901272773742676) (599,7.803216457366943) (4316,7.7607316970825195) (154,7.729551315307617) (1156,7.631448268890381) (193,7.575323104858398) (155,7.550449848175049) (57,7.534350395202637)*
419: (317,7.681313991546631)* (301,7.569296360015869) (332,7.452061653137207)* (328,7.36409854888916) (484,7.250925540924072) (485,7.199599266052246) (322,7.077436447143555) (294,7.027194499969482) (310,6.951247215270996) (292,6.842590808868408) (302,6.471307754516602) (701,6.4373955726623535) (330,6.194969177246094) (545,6.19173526763916) (312,6.1843390464782715) (2220,6.015013694763184) (329,5.99279260635376) (525,5.923629283905029) (1936,5.864792823791504) (296,5.862463474273682)
420: (575,9.655984878540039) (157,9.137146949768066) (258,9.070558547973633) (1244,8.883622169494629) (1469,8.827993392944336) (5787,8.765645980834961) (69,8.666121482849121) (69,8.666121482849121) (283,8.355267524719238) (340,8.28369140625)* (265,8.154634475708008) (270,8.150978088378906) (251,8.008095741271973) (77,7.9404497146606445) (77,7.9404497146606445) (261,7.880025863647461) (256,7.795374870300293) (1467,7.6369404792785645) (1465,7.526060581207275) (3311,7.4810614585876465)
421: (349,8.579412460327148)* (257,8.352494239807129)* (301,8.169748306274414)* (288,7.945672512054443)* (294,7.631570816040039) (55,7.333881378173828)* (285,7.218816757202148) (525,7.079405307769775)* (67,6.989013671875)* (67,6.989013671875)* (466,6.514998912811279)* (318,6.478830337524414) (328,6.438392639160156) (455,6.2439470291137695) (1052,6.2366156578063965) (465,5.981983661651611) (309,5.952219486236572) (523,5.940608024597168) (538,5.934466361999512) (296,5.913559913635254)
423: (159,9.962459564208984) (1122,9.818107604980469) (1001,9.537552833557129)* (511,9.267386436462402)* (99,9.153047561645508)* (157,8.685718536376953) (77,8.449657440185547) (77,8.449657440185547) (1892,8.42375373840332) (1014,8.315773010253906) (3302,8.103096961975098) (993,7.97194242477417)* (599,7.866734504699707) (2444,7.66182804107666) (2469,7.543888092041016) (734,7.363421440124512) (959,7.348916053771973)* (715,7.346343040466309) (1019,7.275917053222656) (851,7.233116149902344)
424: (930,9.949224472045898)* (188,8.734309196472168) (936,8.641494750976562) (198,8.626826286315918)* (506,8.574740409851074) (918,8.303502082824707) (955,8.29604434967041) (504,8.254627227783203) (1131,8.042377471923828) (503,8.04126262664795) (1118,7.965503692626953) (1249,7.791193008422852) (518,7.731107711791992) (234,7.6286797523498535) (1339,7.582919597625732) (812,7.557587623596191) (706,7.512360572814941) (923,7.486115455627441) (726,7.425218105316162) (953,7.395556926727295)
425: (289,8.318506240844727)* (679,7.055306434631348) (291,6.7799835205078125)* (349,6.754851341247559)* (681,6.721525192260742)* (1032,6.69463586807251) (498,6.318931579589844)* (531,6.292741775512695) (458,6.260265827178955) (324,6.234413146972656) (352,6.121255397796631) (680,6.108416557312012)* (908,6.102685451507568) (328,6.0400896072387695)* (543,6.033024787902832) (538,5.974106788635254) (321,5.943367004394531) (1047,5.878331184387207) (790,5.8215012550354) (523,5.812063694000244)
426: (2605,10.239660263061523)* (4113,10.007722854614258) (632,9.953861236572266)* (53,9.911399841308594)* (53,9.911399841308594)* (162,9.84627914428711)* (52,9.257829666137695) (52,9.257829666137695) (1747,8.95718002319336)* (6582,8.918055534362793) (755,8.917532920837402) (154,8.830544471740723) (1790,8.758833885192871) (7382,8.667787551879883) (57,8.654102325439453) (5927,8.652915000915527) (11049,8.437225341796875) (4734,8.339446067810059) (744,8.317626953125) (1098,8.171871185302734)
427: (230,9.032008171081543) (4262,9.030983924865723)* (412,8.845431327819824)* (1378,8.726441383361816) (403,8.656533241271973) (3341,8.444321632385254) (209,8.427894592285156) (1197,8.331779479980469) (536,8.327669143676758) (537,7.9918646812438965) (538,7.783194541931152) (1091,7.553033351898193) (1186,7.547048091888428) (1866,7.41217041015625) (190,7.248499393463135) (4432,7.201822280883789) (6461,7.172736167907715) (3373,7.150644779205322) (492,7.110197067260742) (3398,7.042666912078857)
428: (1001,9.504137992858887)* (193,8.815751075744629) (187,8.778785705566406)* (2027,8.378835678100586) (997,8.324933052062988)* (159,8.222704887390137)* (68,8.184170722961426) (68,8.184170722961426) (3768,8.096105575561523) (1895,7.99989128112793) (99,7.973945617675781) (157,7.711836338043213)* (993,7.5064520835876465)* (59,7.450666427612305)* (1886,7.375646591186523) (3201,7.357094764709473) (98,7.345912933349609) (4308,7.241003036499023) (1073,7.197179317474365) (877,7.120408058166504)
430: (1001,9.501967430114746) (187,9.100959777832031) (76,8.984841346740723) (76,8.984841346740723) (159,8.944955825805664) (193,8.825944900512695)* (1892,8.804134368896484) (1014,8.619711875915527) (997,8.331977844238281)* (72,8.261896133422852)* (72,8.261896133422852)* (1019,8.186954498291016) (1895,8.105816841125488) (3768,8.03077507019043) (1013,7.811965465545654) (68,7.6976847648620605)* (68,7.6976847648620605)* (998,7.56182861328125) (2559,7.528207778930664) (3281,7.506828308105469)
431: (234,9.101142883300781) (198,8.88749885559082) (190,8.820093154907227)* (706,8.549625396728516) (1249,8.369384765625)* (533,8.242687225341797)* (209,8.130346298217773) (377,7.921976089477539)* (227,7.736558437347412)* (1406,7.573076248168945) (486,7.514352798461914) (2346,7.422756195068359)* (1672,7.290224552154541) (498,6.963022708892822) (488,6.924337387084961) (1186,6.763070106506348) (1044,6.714638710021973) (536,6.678271770477295) (1513,6.526447296142578) (497,6.464101314544678)
432: (209,11.008736610412598) (230,10.184001922607422) (412,10.033723831176758) (1672,10.02348804473877)* (488,9.513381004333496) (198,9.17818832397461) (498,8.938508033752441)* (378,8.822470664978027) (481,8.707387924194336) (499,8.687601089477539) (1180,8.628677368164062) (1246,8.560262680053711) (1406,8.488887786865234) (1044,8.329408645629883) (492,8.08525562286377) (234,7.9575958251953125) (510,7.847238063812256) (1046,7.827447891235352) (1179,7.778260707855225) (830,7.757133960723877)
433: (843,8.30484676361084) (710,7.765811443328857) (954,7.670187950134277) (2143,7.57065486907959) (2379,7.278095722198486) (2360,7.144708633422852) (841,7.109219074249268) (821,7.025354385375977) (846,6.982702732086182) (918,6.978209495544434) (2372,6.850900650024414) (707,6.84372615814209) (956,6.805316925048828) (2765,6.734081745147705) (917,6.674465179443359) (1274,6.648777484893799) (12,6.481791973114014)* (3637,6.449877738952637) (2363,6.41235876083374) (503,6.400077819824219)*
434: (206,11.023508071899414)* (197,10.131205558776855) (2475,9.768050193786621) (859,9.5300874710083) (1709,9.384740829467773) (7155,8.69694709777832) (154,8.583338737487793) (235,8.58055591583252) (205,8.576578140258789) (3707,8.536337852478027) (1957,8.43045711517334) (1958,8.419108390808105) (1242,8.384370803833008) (4058,8.350397109985352) (5434,8.316064834594727)* (2542,8.306866645812988) (5549,8.226119041442871) (1164,8.09309196472168) (3440,8.007305145263672) (9206,8.005183219909668)
435: (2210,9.145405769348145) (3362,9.127721786499023) (1195,9.041502952575684)* (1116,8.96268081665039) (816,8.942909240722656) (1196,8.847726821899414) (823,8.366814613342285) (2576,8.180845260620117) (2850,8.051538467407227)* (4103,8.04092788696289) (512,7.9044342041015625) (5966,7.902830123901367) (830,7.89233922958374) (805,7.888658046722412) (2429,7.702027797698975) (815,7.67227840423584) (4947,7.652035713195801) (810,7.641595840454102) (1557,7.603516578674316) (1858,7.467620372772217)
436: (227,9.509476661682129) (734,8.719303131103516)* (190,8.61683464050293) (65,7.919426918029785) (65,7.919426918029785) (959,7.7202324867248535) (159,7.580845832824707) (599,7.338332653045654) (868,7.290461540222168)* (229,7.2776288986206055) (203,7.15657901763916) (221,7.13846492767334) (154,7.106515884399414) (182,7.099758625030518) (986,7.0701799392700195) (975,6.995683193206787) (733,6.809961318969727) (1416,6.806406021118164) (1414,6.614794731140137) (157,6.494943618774414)
437: (386,8.329582214355469)* (544,7.56567907333374)* (300,7.477878570556641) (344,7.314977169036865) (89,7.217272758483887)* (3483,7.215832710266113) (679,7.159728527069092) (972,7.090145587921143) (638,7.052411079406738) (1021,7.019898891448975) (333,7.008735656738281)* (1059,6.977401256561279) (291,6.914056301116943) (3493,6.762282371520996) (681,6.758983612060547) (292,6.717460632324219) (3572,6.708709239959717) (2094,6.677596569061279) (3499,6.6481852531433105) (318,6.619912147521973)
438: (30,8.875810623168945) (1066,8.709994316101074) (2,8.5369873046875) (1298,8.479928970336914) (487,8.401155471801758) (32,8.30350399017334)* (9,8.255993843078613)* (1292,8.223760604858398) (515,8.015893936157227) (1297,7.9802045822143555) (3289,7.811466217041016) (1295,7.733475685119629) (36,7.6907243728637695) (1083,7.687722206115723) (4876,7.662609100341797)* (11,7.646670341491699) (4874,7.643143177032471) (72,7.604816436767578) (72,7.604816436767578) (1707,7.588626384735107)
439: (249,9.660611152648926) (331,9.588085174560547) (2247,9.513810157775879) (3227,9.216626167297363) (2916,9.195578575134277)* (1972,8.80447006225586) (547,8.792707443237305) (2226,8.509210586547852) (1620,8.5068998336792) (1614,8.238100051879883) (2252,8.20081901550293)* (3317,8.19174575805664) (1611,8.16150188446045) (2924,8.118170738220215) (6621,8.085679054260254) (330,7.917989253997803) (11401,7.839160442352295) (2909,7.838216304779053) (617,7.828446388244629) (3357,7.796376705169678)
440: (418,10.2388916015625) (199,9.235366821289062) (416,9.159248352050781) (2542,9.123987197875977) (154,9.087218284606934) (629,9.0208101272583) (3259,8.65496826171875) (197,8.593278884887695) (1633,8.552742958068848)* (1954,8.523072242736816) (632,8.503993034362793) (2139,8.481916427612305) (206,8.459108352661133) (622,8.454957008361816) (3411,8.413557052612305) (433,8.384584426879883) (5549,8.27670955657959) (4058,8.25549030303955)* (196,8.19162368774414) (1164,8.154211044311523)
441: (154,9.607906341552734) (159,9.096513748168945) (88,8.908503532409668) (969,8.301897048950195) (173,8.1410493850708) (56,8.09473705291748) (56,8.09473705291748) (190,8.061752319335938) (238,8.052040100097656)* (70,7.90079402923584) (441,7.652490139007568) (229,7.633208274841309)* (206,7.620859622955322) (1090,7.455002307891846) (182,7.099418640136719) (227,6.96992826461792) (199,6.963882923126221) (429,6.914418697357178) (1075,6.904818058013916) (432,6.877020835876465)
442: (1001,7.482060432434082)* (51,7.317108154296875) (3988,7.2949628829956055) (9869,7.1732378005981445) (99,7.142528533935547) (877,7.115329265594482)* (157,6.6532487869262695) (1014,6.650374412536621)* (159,6.639935493469238) (4308,6.596138954162598) (3570,6.309992790222168) (5000,6.266172885894775) (67,6.24692440032959) (67,6.24692440032959) (89,6.234236717224121) (190,6.203117370605469) (3919,6.086668491363525) (511,6.056154727935791) (153,5.879937171936035) (972,5.874744892120361)
443: (2312,9.177984237670898)* (1412,9.058318138122559) (1726,8.884733200073242) (607,8.882848739624023) (162,8.772096633911133) (717,8.659749031066895) (734,8.517728805541992) (3620,8.453170776367188) (215,8.379768371582031) (920,8.328313827514648)* (2853,8.196565628051758) (1425,8.178506851196289) (1415,8.1397123336792) (1813,7.9662909507751465) (186,7.945025444030762) (1468,7.898117542266846) (3308,7.7717719078063965) (4620,7.742234706878662) (959,7.741545677185059) (2469,7.704451560974121)
444: (1292,9.615266799926758) (10719,9.02367115020752) (5718,8.973845481872559) (1270,8.927717208862305) (41,8.709224700927734) (1303,8.630252838134766) (3551,8.546920776367188) (9144,8.500261306762695) (11956,8.474844932556152) (10,8.44825553894043) (11,8.431987762451172) (2033,8.293647766113281) (31,8.18936538696289) (4965,8.174383163452148) (6873,8.163941383361816) (1914,8.113325119018555) (1220,8.074079513549805) (13882,8.017836570739746) (2028,8.01417350769043) (3861,7.726362705230713)
446: (72,10.733328819274902)* (72,10.733328819274902)* (511,9.636993408203125)* (1122,8.95198917388916) (851,8.752763748168945) (715,8.416059494018555) (193,8.326916694641113) (429,8.050878524780273) (959,7.864556312561035) (172,7.847718715667725)* (70,7.669541358947754) (157,7.55897331237793) (2531,7.555553436279297) (1075,7.449234962463379) (65,7.289287567138672) (65,7.289287567138672) (1073,7.284903049468994) (203,7.150765419006348) (238,7.121507167816162) (1098,7.119182586669922)
447: (52,9.199313163757324) (52,9.199313163757324) (81,9.084344863891602) (10719,8.828262329101562) (238,8.584026336669922)* (3863,8.15283489227295) (53,8.123248100280762) (53,8.123248100280762) (1098,8.02581787109375) (603,8.018895149230957) (70,7.97836971282959) (3861,7.923862457275391) (57,7.807056903839111) (4734,7.653104782104492) (4113,7.651562213897705) (1731,7.583163261413574) (1226,7.553452491760254) (4230,7.480365753173828) (1824,7.330867767333984) (63,7.186464309692383)
449: (918,9.208824157714844) (1358,8.88704776763916) (959,8.719510078430176) (841,8.518472671508789) (843,8.498771667480469) (1131,8.473614692687988) (188,8.27133846282959)* (1360,8.18132209777832) (949,8.06637191772461) (1274,7.966902256011963) (1249,7.9501800537109375) (234,7.8947367668151855) (1119,7.770837783813477) (868,7.730149269104004)* (152,7.607378959655762) (1110,7.507273197174072)* (2013,7.433225631713867) (710,7.3773088455200195) (1132,7.272089958190918) (607,7.242951393127441)
450: (1131,8.933038711547852) (1110,8.458539962768555) (607,8.451688766479492) (920,8.329252243041992)* (1118,7.958223342895508) (707,7.7129387855529785) (1119,7.697275638580322) (3481,7.4984130859375) (3620,7.474903106689453) (1425,7.326826095581055) (1643,7.323573589324951) (1639,7.282673358917236) (868,7.2469587326049805) (5175,7.213261127471924) (212,7.145608901977539) (614,7.012260913848877) (734,7.0032429695129395) (235,6.870694637298584) (2006,6.822065353393555)* (712,6.818487644195557)
451: (333,8.7530517578125)* (461,8.581283569335938)* (89,7.881484031677246)* (528,7.747380256652832)* (302,7.651041507720947) (1032,7.452144145965576) (701,7.451123237609863)* (531,6.889694690704346) (1042,6.8868327140808105) (1037,6.746771812438965) (797,6.583892822265625) (1034,6.570859909057617) (538,6.534167766571045) (646,6.464213848114014) (1246,6.33794641494751) (318,6.2823052406311035) (298,6.225600242614746) (543,6.099112510681152) (1456,6.090051174163818) (1458,6.067914962768555)*
452: (193,10.23432731628418) (77,10.005273818969727) (77,10.005273818969727) (1122,9.941550254821777) (187,9.184419631958008)* (3302,9.123466491699219) (99,8.978211402893066) (157,8.928449630737305) (1892,8.857744216918945) (180,8.794206619262695) (96,8.59919548034668) (1244,8.36331844329834) (601,8.34116268157959) (69,8.313037872314453) (69,8.313037872314453) (72,8.274994850158691)* (72,8.274994850158691)* (1076,8.259739875793457) (993,8.183871269226074) (2031,8.08880615234375)
453: (234,8.24443244934082) (857,8.055002212524414) (173,7.666982650756836)* (429,7.530430316925049)* (220,7.377270221710205) (424,7.350415229797363) (982,7.170105934143066) (1513,7.157477378845215) (207,7.073083400726318) (203,7.019713878631592) (716,6.91650915145874) (228,6.868546485900879) (3739,6.834760665893555) (436,6.7012763023376465)* (599,6.581293106079102) (226,6.572139263153076) (709,6.442051887512207) (511,6.431184768676758)* (1376,6.226864814758301) (420,6.206886291503906)
454: (1083,9.399064064025879) (72,9.289134979248047) (72,9.289134979248047) (631,9.258403778076172)* (8910,9.251404762268066) (4316,9.243036270141602) (867,9.212372779846191)* (159,9.205033302307129) (3285,9.065051078796387) (1709,9.03368091583252) (1217,8.989449501037598) (1062,8.892704963684082) (1886,8.825393676757812) (603,8.678703308105469) (441,8.655927658081055) (8904,8.577682495117188) (1222,8.531800270080566) (1085,8.478836059570312) (1075,8.266645431518555) (59,8.20968246459961)
455: (233,10.36981201171875)* (159,9.46133804321289) (238,9.051236152648926)* (1075,8.941117286682129) (72,8.930841445922852) (72,8.930841445922852) (512,8.45720100402832)* (487,8.297797203063965) (173,8.290282249450684) (10859,8.237398147583008) (1062,8.083991050720215)* (861,7.794605731964111) (1131,7.785158634185791) (867,7.728940963745117) (3289,7.70411491394043) (441,7.696215629577637) (70,7.6304779052734375) (1203,7.528902053833008)* (2369,7.476886749267578)* (1083,7.3479509353637695)
456: (3392,7.511806488037109)* (4474,7.445960521697998)* (300,7.392580032348633) (498,7.283251762390137) (289,6.987688064575195) (4484,6.983292579650879) (3173,6.944337368011475)* (679,6.772850036621094) (464,6.766279220581055) (1047,6.75261116027832) (2986,6.6241350173950195) (1241,6.540779113769531) (1447,6.5187835693359375) (4708,6.490359783172607) (6483,6.489814281463623) (2985,6.472485542297363) (2989,6.430550575256348) (2983,6.397902965545654) (1673,6.397547721862793) (5594,6.397521495819092)*
