userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,19.14917755126953) (187,17.879959106445312) (1073,17.69434356689453) (51,17.44790267944336)* (238,16.99650001525879) (1014,16.93637466430664) (157,16.921934127807617) (1394,16.867881774902344) (1098,16.862279891967773) (1156,16.79456329345703) (3992,16.552627563476562) (3501,16.521425247192383) (1795,16.505102157592773) (70,16.474353790283203)* (511,16.19260597229004) (877,15.860902786254883) (993,15.845769882202148) (1713,15.836653709411621) (1836,15.747299194335938) (155,15.697300910949707)
410: (2839,18.28632354736328) (2665,18.025962829589844) (4837,17.064836502075195) (470,16.9654483795166) (1680,16.876598358154297) (4434,16.669065475463867) (3369,16.61037826538086) (4375,16.501211166381836) (7832,16.400388717651367) (481,16.355077743530273) (412,16.349111557006836) (693,16.321025848388672) (3338,16.292327880859375) (10924,16.22183609008789) (10923,15.933144569396973) (10920,15.878447532653809) (10922,15.877035140991211) (10921,15.806530952453613) (2840,15.79084300994873) (5949,15.783626556396484)
411: (278,21.917827606201172)* (2247,21.02223014831543)* (3317,20.035184860229492) (331,19.72002601623535)* (2905,19.533409118652344) (475,18.809173583984375)* (2923,18.749834060668945) (317,18.366010665893555) (276,18.324792861938477) (5988,18.082651138305664) (2698,18.046009063720703) (3227,17.98150062561035)* (1636,17.928625106811523) (6226,17.8593807220459) (545,17.806800842285156) (327,17.763479232788086) (2919,17.700878143310547)* (6384,17.553342819213867) (468,17.54117774963379) (2907,17.51215171813965)
412: (1464,18.931793212890625) (258,18.18931770324707) (889,17.979700088500977) (5416,17.801198959350586) (3741,17.499691009521484) (1755,17.46601104736328) (714,17.245878219604492) (261,17.027374267578125) (6777,16.949567794799805) (246,16.868547439575195) (1556,16.86484146118164) (1775,16.830156326293945) (1934,16.77941131591797) (302,16.67132568359375) (65,16.635211944580078) (65,16.635211944580078) (180,16.590892791748047) (289,16.57529067993164) (4941,16.40190887451172) (1243,16.37255096435547)
413: (302,18.539962768554688)* (89,18.48311424255371) (701,18.263465881347656)* (289,18.088571548461914) (300,17.680988311767578) (257,17.519805908203125) (333,17.261945724487305) (1934,16.963943481445312) (329,16.72829818725586)* (349,16.5694637298584) (475,16.480138778686523) (299,16.465822219848633) (298,16.372356414794922)* (97,16.05844497680664) (455,16.039321899414062) (538,16.02088165283203) (285,16.014646530151367) (344,15.912893295288086)* (544,15.881457328796387) (907,15.788036346435547)
414: (461,17.380874633789062)* (300,17.00177001953125)* (344,16.954999923706055) (288,16.885496139526367)* (89,16.560199737548828) (701,16.459531784057617)* (292,16.40089225769043)* (295,16.013731002807617)* (321,15.935681343078613) (680,15.691017150878906) (291,15.629009246826172) (458,15.423001289367676) (523,15.412858963012695) (681,15.320194244384766) (318,15.29489517211914) (802,15.151846885681152) (704,15.125301361083984) (299,15.059529304504395) (528,14.975358009338379) (161,14.87087345123291)
415: (679,16.150243759155273)* (89,16.044269561767578)* (523,15.922703742980957)* (288,15.914724349975586)* (295,15.538216590881348) (461,15.426259994506836) (544,15.276643753051758) (299,15.234637260437012) (344,15.110990524291992) (349,14.873613357543945) (325,14.782551765441895) (293,14.43800163269043) (2025,14.290886878967285) (352,14.170799255371094)* (790,14.167035102844238) (310,14.098119735717773) (543,13.847118377685547) (1032,13.673588752746582) (340,13.66540241241455) (646,13.64879035949707)*
416: (755,16.28517723083496) (763,16.160688400268555) (977,15.796262741088867) (1131,15.557385444641113) (767,15.422321319580078) (10008,15.117220878601074) (8333,14.921382904052734) (2676,14.56374740600586) (2605,14.501039505004883) (748,14.484432220458984)* (744,14.440567970275879) (1735,14.295022010803223) (12334,14.28399658203125) (154,14.183563232421875) (8043,14.17016887664795) (4997,14.15021800994873) (5966,14.092153549194336)* (1226,13.996454238891602) (1965,13.972026824951172) (1222,13.84853458404541)
417: (67,17.248971939086914)* (67,17.248971939086914)* (292,16.949737548828125)* (288,16.496440887451172)* (310,16.449613571166992) (300,16.33712387084961)* (679,16.152507781982422) (525,16.06678009033203) (257,16.064226150512695)* (1934,15.895490646362305) (157,15.551360130310059)* (352,15.537325859069824) (535,15.469328880310059) (466,15.144407272338867) (523,14.924371719360352) (903,14.837672233581543) (689,14.787240982055664) (2521,14.786890029907227) (97,14.783084869384766) (265,14.660985946655273)
418: (217,15.590629577636719)* (199,15.216719627380371) (3110,15.0801362991333) (3461,14.919689178466797) (223,14.912500381469727) (3081,14.876354217529297) (3754,14.835746765136719) (1242,14.803241729736328) (2627,14.72142219543457) (2277,14.54144287109375) (898,14.474908828735352)* (3258,14.344823837280273)* (228,14.33891487121582) (683,14.288073539733887) (437,14.248618125915527) (1632,14.202588081359863) (4435,14.16290283203125) (227,14.156593322753906) (1375,14.104362487792969) (222,14.05155086517334)
419: (317,18.298059463500977)* (485,18.054746627807617) (1449,17.844650268554688) (312,17.785362243652344) (332,17.264368057250977)* (543,17.146739959716797) (1613,16.793012619018555) (328,16.712583541870117) (292,16.665164947509766) (2990,16.653234481811523) (301,16.553369522094727) (310,16.497835159301758) (1037,16.33173370361328) (67,16.32927703857422) (67,16.32927703857422) (701,16.295917510986328) (1942,16.158241271972656) (55,16.128067016601562) (6562,16.020708084106445) (475,15.965094566345215)
420: (258,17.77646255493164) (157,17.30686378479004) (3311,16.267593383789062) (265,16.004207611083984) (2031,15.971687316894531) (340,15.898761749267578)* (2067,15.678153991699219) (1469,14.922567367553711) (12351,14.874098777770996) (2176,14.736532211303711) (9656,14.608460426330566) (951,14.55157470703125) (3560,14.551130294799805) (9657,14.546623229980469) (9653,14.542337417602539) (1473,14.540916442871094) (2054,14.53495979309082) (192,14.525132179260254) (12129,14.507136344909668) (1476,14.494281768798828)
421: (349,15.067044258117676)* (257,14.768180847167969)* (288,14.556678771972656)* (67,14.425976753234863)* (67,14.425976753234863)* (525,14.157588005065918)* (294,14.15358829498291) (301,14.074444770812988)* (332,13.70216178894043) (455,13.700332641601562) (309,13.697103500366211) (55,13.691244125366211)* (523,13.636680603027344) (285,13.443458557128906) (466,13.44155502319336)* (318,13.355088233947754) (465,13.282071113586426) (475,13.257637977600098)* (544,13.142956733703613) (317,13.09182357788086)
423: (1001,21.202634811401367)* (905,20.320573806762695) (99,19.838804244995117)* (3201,19.19906234741211) (511,19.14369010925293)* (599,19.093137741088867) (1014,18.860464096069336) (100,18.783918380737305) (172,18.753339767456055) (1081,18.7268123626709) (61,18.395965576171875) (993,18.385971069335938)* (253,18.375133514404297) (959,18.192638397216797)* (1892,18.191062927246094) (159,18.150182723999023) (3832,17.92608642578125)* (998,17.725114822387695) (2031,17.50418472290039) (77,17.452911376953125)
424: (198,19.63588523864746)* (978,19.46011734008789) (918,19.331138610839844) (930,19.04579734802246)* (726,19.03977394104004) (1358,18.872520446777344)* (923,18.664283752441406) (2379,18.524799346923828) (504,18.503490447998047) (506,18.230300903320312) (953,18.205646514892578) (188,18.12504768371582) (1132,18.045188903808594) (1131,18.00421714782715) (1360,17.90363121032715) (503,17.836585998535156) (1369,17.731487274169922) (370,17.712234497070312) (181,17.634967803955078)* (710,17.603849411010742)
425: (289,15.754843711853027)* (523,14.900575637817383) (679,14.893253326416016) (543,14.821211814880371) (349,14.69918441772461)* (458,14.565141677856445) (291,13.982953071594238)* (681,13.976264953613281)* (531,13.941300392150879) (680,13.916401863098145)* (1453,13.889578819274902) (475,13.834152221679688) (4814,13.832383155822754) (321,13.823692321777344) (498,13.808327674865723)* (67,13.786197662353516) (67,13.786197662353516) (908,13.66945743560791) (1042,13.65215015411377) (1032,13.593496322631836)
426: (2605,21.617431640625)* (4113,19.991907119750977) (755,19.600666046142578) (744,19.51740264892578) (1736,19.365036010742188)* (1747,19.27623176574707)* (53,18.8161678314209)* (53,18.8161678314209)* (57,18.77566909790039) (237,18.420211791992188) (2668,18.38119888305664) (1222,18.3347110748291) (5927,18.250682830810547) (6582,18.12765121459961) (1739,18.063560485839844) (454,17.98870086669922) (616,17.832910537719727) (1098,17.630373001098633) (767,17.621952056884766) (2673,17.58266830444336)
427: (2608,17.790206909179688)* (808,17.536645889282227) (1378,17.5107479095459) (538,17.328487396240234) (1046,17.324594497680664) (217,17.303319931030273) (2661,17.285558700561523) (412,17.27984619140625)* (403,17.22528839111328) (2580,17.219650268554688) (4262,17.19928741455078)* (6298,17.186721801757812) (228,17.0698184967041) (507,17.066753387451172) (223,16.98764419555664) (1193,16.978591918945312) (2840,16.960994720458984) (2850,16.703065872192383) (1105,16.573888778686523) (498,16.530010223388672)
428: (1001,18.943845748901367)* (997,18.356592178344727)* (61,17.600788116455078) (187,17.52621078491211)* (2027,17.318716049194336) (3201,17.195528030395508) (59,17.15989112854004)* (993,16.76628303527832)* (1073,16.705244064331055) (99,16.56084442138672) (193,16.53126335144043) (1895,16.284547805786133) (1013,16.215768814086914) (2029,16.148239135742188) (2938,15.797768592834473) (98,15.702764511108398) (874,15.458477020263672) (1000,15.382526397705078) (1879,15.371560096740723) (599,15.330709457397461)
430: (1001,19.715892791748047) (997,18.669641494750977)* (1004,18.569747924804688) (61,18.44879150390625) (187,18.237403869628906) (998,18.22290802001953) (1014,18.008419036865234) (1013,17.91046905517578) (2029,17.873184204101562) (1892,17.722129821777344) (1895,17.662492752075195) (193,17.614229202270508)* (85,17.554954528808594) (72,17.14002799987793)* (72,17.14002799987793)* (91,16.947126388549805) (994,16.786518096923828) (599,16.77622413635254)* (159,16.577232360839844) (1027,16.472549438476562)
431: (706,20.57493019104004) (234,20.372604370117188) (198,20.26698112487793) (1249,20.10057258605957)* (227,20.059406280517578)* (533,19.651660919189453)* (2346,19.63388442993164)* (190,19.173608779907227)* (209,18.894001007080078) (1406,18.84880828857422) (1672,18.775129318237305) (538,18.755573272705078) (1513,18.734888076782227) (498,18.641624450683594) (1412,18.51633071899414) (1246,18.423948287963867) (377,18.286582946777344)* (540,18.267194747924805) (1974,17.958255767822266) (486,17.863351821899414)
432: (230,17.93818473815918) (209,17.63750648498535) (1672,17.463409423828125)* (488,17.3148250579834) (412,17.290363311767578) (1406,16.8957576751709) (498,16.72879981994629)* (1180,16.408296585083008) (198,16.39208221435547) (481,16.11394500732422) (1246,16.07428550720215) (1182,16.05119514465332) (1046,16.015933990478516) (830,15.923735618591309) (1185,15.835052490234375) (982,15.746082305908203) (1044,15.670855522155762) (234,15.596912384033203) (966,15.531720161437988) (840,15.445307731628418)
433: (6257,18.969743728637695) (2143,16.938547134399414) (2835,16.493806838989258) (1066,16.30339241027832) (2379,16.30296516418457) (2961,16.251455307006836) (503,16.077350616455078)* (487,15.930431365966797) (14892,15.821830749511719) (1547,15.663426399230957) (834,15.656721115112305) (9,15.607391357421875) (3416,15.572956085205078) (1914,15.567790985107422) (1214,15.511588096618652) (34,15.456345558166504) (3806,15.372318267822266) (978,15.36861801147461) (7113,15.360888481140137) (504,15.333372116088867)
434: (206,19.141563415527344)* (4069,18.61481475830078) (197,18.075115203857422) (1404,17.52487564086914) (859,17.344728469848633) (3707,17.300182342529297) (2493,17.27638816833496) (154,17.22793197631836) (1709,17.184354782104492) (864,16.948083877563477) (615,16.87618064880371) (2475,16.817264556884766) (2281,16.769399642944336) (436,16.65826988220215) (88,16.658117294311523) (1957,16.645862579345703) (630,16.631271362304688) (441,16.610090255737305) (858,16.572622299194336) (1976,16.336624145507812)
435: (2850,19.602418899536133)* (5966,18.533321380615234) (805,18.264522552490234) (808,18.014333724975586) (2429,18.000246047973633) (2210,17.936384201049805) (1195,17.924131393432617)* (816,17.81659698486328) (830,17.65328598022461) (815,17.556528091430664) (823,17.268754959106445) (2576,17.195907592773438) (1188,16.999664306640625)* (818,16.909059524536133) (2203,16.850000381469727) (2959,16.461814880371094) (1196,16.438493728637695) (850,16.413921356201172) (1179,16.387096405029297) (814,16.382078170776367)
436: (227,17.855976104736328) (190,17.398963928222656) (220,16.992231369018555) (159,16.803442001342773) (65,16.7890625) (65,16.7890625) (599,16.565889358520508) (173,16.41429901123047) (234,16.410701751708984) (203,16.402301788330078) (229,16.374544143676758) (221,16.1522159576416) (959,16.07938003540039) (851,16.05516815185547) (3071,15.890785217285156) (154,15.864295959472656) (868,15.824126243591309)* (986,15.756821632385254) (171,15.703104972839355) (2029,15.6740140914917)
437: (972,17.425617218017578) (786,16.120107650756836) (292,15.982475280761719) (265,15.960439682006836) (325,15.93990421295166)* (291,15.818096160888672) (333,15.796943664550781)* (318,15.757822036743164) (3572,15.684541702270508) (378,15.637804985046387) (386,15.613313674926758)* (161,15.521617889404297) (686,15.410694122314453) (89,15.379730224609375)* (300,15.375754356384277) (323,15.32665729522705) (9750,15.26312255859375) (349,15.011041641235352) (344,15.002437591552734) (297,14.99708366394043)
438: (32,20.838747024536133)* (1297,20.626853942871094) (1332,20.286073684692383)* (1296,20.189083099365234) (1292,20.051244735717773) (1295,20.0362491607666) (1066,19.793930053710938) (9,19.614761352539062)* (1326,19.298830032348633) (31,19.202585220336914) (515,18.88702964782715) (34,18.693248748779297) (1294,18.531780242919922) (2,18.511661529541016) (1321,18.441471099853516) (30,18.36852264404297) (14294,18.32457160949707) (1320,18.22319793701172) (1253,18.14476776123047) (4872,17.97595977783203)
439: (3317,21.09194564819336) (2247,20.83145523071289) (2226,19.947221755981445) (330,19.27907943725586) (4344,19.03660774230957) (1402,19.002267837524414)* (2916,18.921072006225586)* (547,18.824460983276367) (6288,18.709762573242188) (331,18.644193649291992) (468,18.570341110229492) (327,18.258743286132812) (9384,18.053203582763672) (5988,18.00114631652832) (4586,17.98834800720215) (13303,17.823062896728516) (2919,17.80767059326172) (8182,17.801244735717773) (15923,17.584270477294922) (15102,17.502614974975586)
440: (4079,19.757965087890625) (3707,19.48221778869629) (154,19.456558227539062) (199,19.330965042114258) (418,19.302701950073242) (206,18.981603622436523) (3685,18.77552604675293) (748,18.731407165527344)* (629,18.72002601623535) (632,18.713115692138672) (3411,18.637727737426758) (434,18.48292350769043) (622,18.421972274780273) (1958,18.364978790283203) (5549,18.3568172454834) (197,18.180665969848633) (416,18.113794326782227) (1976,18.08702850341797) (433,17.971986770629883) (7665,17.960613250732422)
441: (154,20.207035064697266) (56,19.860755920410156) (56,19.860755920410156) (88,19.645336151123047) (190,18.883405685424805) (757,18.79795265197754) (70,18.39024543762207) (81,18.2435302734375) (238,18.166881561279297)* (229,17.914093017578125)* (1098,17.859113693237305) (703,17.823518753051758) (748,17.77550506591797) (207,17.760854721069336) (1090,17.752099990844727) (969,17.742124557495117) (1099,17.739675521850586) (227,17.669010162353516) (173,17.6418399810791) (418,17.594018936157227)
442: (1001,17.560556411743164)* (51,16.92182731628418) (1081,16.42230796813965) (905,16.081253051757812) (253,16.05574607849121) (91,15.754457473754883) (4705,15.65931510925293) (77,15.620012283325195)* (77,15.620012283325195)* (155,15.585344314575195) (910,15.417085647583008) (100,15.290952682495117) (67,15.26706314086914) (67,15.26706314086914) (1004,15.252777099609375) (3466,15.211935997009277) (96,15.207382202148438) (1892,15.142417907714844) (86,15.105415344238281) (157,15.097116470336914)
