userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,50.174537658691406) (51,49.95536804199219)* (1014,49.106544494628906) (187,49.09053039550781) (997,48.900047302246094) (59,48.88568115234375)* (4308,48.70415496826172) (998,48.684844970703125) (1073,48.46005630493164) (1892,48.42245101928711) (61,48.31501007080078)* (1013,48.30491256713867) (193,48.29257583618164) (877,48.16304016113281) (993,48.14425277709961) (1713,48.136940002441406) (1019,48.09062194824219) (3201,48.00580596923828) (511,47.96918487548828) (91,47.937923431396484)*
421: (288,50.89701843261719)* (67,50.76510238647461)* (67,50.76510238647461)* (55,50.28263854980469)* (466,49.92774963378906)* (257,49.85048294067383)* (349,49.782440185546875)* (328,49.58515930175781) (544,49.55302047729492) (525,49.54604721069336)* (679,49.5335807800293) (161,49.354061126708984) (972,49.33988952636719) (475,49.3241081237793)* (301,49.210025787353516)* (318,49.18927764892578) (523,49.167877197265625) (378,49.13676071166992)* (344,49.112525939941406) (498,49.089027404785156)
423: (1001,49.32975387573242)* (99,49.100738525390625)* (1014,48.81113815307617) (1892,48.779544830322266) (998,48.620330810546875) (993,48.57706069946289)* (77,48.46384811401367) (77,48.46384811401367) (511,48.366397857666016)* (61,48.08949279785156) (877,48.028953552246094) (59,47.7872200012207) (1019,47.717952728271484) (601,47.71623611450195) (1122,47.67694854736328) (999,47.650455474853516) (1079,47.64284133911133) (100,47.63707733154297) (91,47.60612106323242) (599,47.60548782348633)
424: (503,51.58885955810547) (198,51.52294158935547)* (953,51.22773742675781) (370,51.127906799316406) (918,51.10487747192383) (923,51.04591369628906) (936,51.02082061767578) (506,50.92816925048828) (1710,50.893768310546875) (188,50.889808654785156) (1044,50.85068130493164) (234,50.789730072021484) (1131,50.76938247680664) (930,50.71154022216797)* (7,50.67460632324219) (504,50.650390625) (854,50.55581283569336) (1249,50.52068328857422) (954,50.46427536010742) (1358,50.42066955566406)*
425: (289,50.48727035522461)* (679,49.42967987060547) (67,49.31865310668945) (67,49.31865310668945) (498,49.289772033691406)* (790,49.165184020996094) (458,49.099693298339844) (523,49.01527786254883) (349,48.99300765991211)* (291,48.98073959350586)* (328,48.95780944824219)* (680,48.9090576171875)* (1032,48.88541793823242) (542,48.84667205810547) (329,48.817115783691406) (298,48.81393814086914) (681,48.807403564453125)* (1034,48.789791107177734)* (352,48.67900848388672) (293,48.673072814941406)
426: (2605,54.48759841918945)* (1745,53.36322021484375) (2668,53.32587432861328) (757,53.26226806640625) (154,53.1800422668457) (1747,53.1732177734375)* (53,53.04280471801758)* (53,53.04280471801758)* (616,53.034698486328125) (1098,52.99931716918945) (3411,52.98344802856445) (3707,52.78327941894531) (744,52.77854537963867) (1752,52.72865295410156) (756,52.69691848754883)* (6582,52.688758850097656) (1983,52.683555603027344) (2667,52.64724349975586) (1965,52.60249328613281) (162,52.58406448364258)*
427: (412,51.25796127319336)* (4385,50.481990814208984) (217,50.4802131652832) (498,50.47716522216797) (2608,50.395652770996094)* (1187,50.34629821777344) (2850,50.34482192993164) (207,50.306644439697266) (1100,50.23841857910156)* (1197,50.20692825317383) (779,50.124576568603516) (687,50.117897033691406) (190,50.10824203491211) (209,50.08704376220703) (230,50.04446792602539) (1185,50.01746368408203) (808,49.979923248291016) (4196,49.92462921142578) (228,49.91728210449219) (1046,49.910037994384766)
428: (1001,47.239234924316406)* (61,46.73945999145508) (993,46.731380462646484)* (99,46.65800857543945) (1013,46.36418151855469) (997,46.334407806396484)* (3201,46.28679656982422) (91,46.0326042175293) (187,45.953773498535156)* (79,45.8545036315918) (59,45.80183029174805)* (1895,45.741207122802734) (4308,45.73955154418945) (874,45.67594528198242) (98,45.62601089477539) (193,45.61973190307617) (68,45.47385787963867) (68,45.47385787963867) (2027,45.45417785644531) (6784,45.416446685791016)
430: (1001,46.98603820800781) (998,46.299503326416016) (61,46.29194641113281) (1892,46.05381774902344) (187,45.98292922973633) (72,45.95405578613281)* (72,45.95405578613281)* (1014,45.93568801879883) (997,45.82068634033203)* (511,45.79753112792969)* (193,45.69429397583008)* (874,45.609375)* (1013,45.58528137207031) (76,45.57765197753906) (76,45.57765197753906) (599,45.541343688964844)* (77,45.38543701171875) (77,45.38543701171875) (1464,45.354034423828125) (85,45.33818054199219)
431: (706,50.1243896484375) (234,50.066368103027344) (1249,50.06485366821289)* (190,50.03215789794922)* (498,49.74394607543945) (1513,49.69961929321289) (377,49.694068908691406)* (227,49.51716232299805)* (1412,49.33040237426758) (2346,49.25796127319336)* (198,49.228755950927734) (1672,49.2173957824707) (209,49.200321197509766) (533,49.14069747924805)* (486,49.109535217285156) (1246,49.02058410644531) (959,48.960731506347656)* (1044,48.80015563964844) (7,48.72602081298828) (378,48.69248962402344)
432: (230,53.361915588378906) (498,53.3365592956543)* (412,52.9887580871582) (209,52.9654655456543) (1672,52.933162689208984)* (1246,52.46662902832031) (472,52.419395446777344) (488,52.154422760009766) (1180,52.116268157958984) (966,52.030113220214844) (1854,52.02384948730469) (499,52.012168884277344) (687,51.885215759277344) (982,51.84394836425781) (1046,51.7940788269043) (1182,51.747108459472656) (1406,51.73481750488281) (481,51.72633361816406) (1044,51.667320251464844) (403,51.600406646728516)
433: (503,52.05767822265625)* (1263,51.951881408691406) (954,51.881736755371094) (6129,51.85150146484375) (2961,51.759220123291016) (807,51.618934631347656) (917,51.509666442871094) (953,51.476959228515625) (1339,51.24695587158203) (841,51.17135238647461) (835,51.09944152832031) (1913,51.094337463378906) (2765,51.055267333984375) (4319,50.968605041503906) (5041,50.968238830566406) (936,50.96683883666992) (9511,50.879703521728516) (707,50.85834884643555) (1338,50.85237121582031) (957,50.82497024536133)
434: (418,52.923545837402344) (197,52.913482666015625) (1504,52.730377197265625) (154,52.48279571533203) (632,52.37063980102539) (6151,52.35367202758789) (1709,52.24540710449219) (429,52.2259635925293) (1888,52.20457458496094) (610,52.198917388916016) (206,52.152732849121094)* (615,52.151771545410156) (1747,52.13106155395508) (205,52.095542907714844) (1418,52.05963897705078) (196,52.013458251953125) (858,52.00590133666992) (2542,51.97991943359375) (609,51.959877014160156) (5549,51.95083999633789)
435: (4181,44.99854278564453) (3812,44.98759460449219) (1188,44.9603385925293)* (1191,44.796226501464844) (2210,44.656944274902344) (6008,44.61399841308594) (6027,44.60758972167969) (5068,44.5877685546875) (1401,44.5574951171875) (3807,44.469276428222656) (2200,44.4597282409668) (5067,44.39581298828125) (12964,44.366634368896484) (5070,44.311744689941406) (2192,44.23662567138672) (4387,44.236541748046875) (2429,44.22269058227539) (2204,44.07780838012695) (816,44.05500030517578) (2196,44.053077697753906)
436: (227,47.834190368652344) (190,47.30432891845703) (159,47.036582946777344) (599,47.01338195800781) (65,46.97180938720703) (65,46.97180938720703) (229,46.84513473510742) (182,46.6940803527832) (99,46.65651321411133)* (959,46.605289459228516) (1090,46.592105865478516) (439,46.511959075927734) (187,46.49116516113281) (207,46.47801971435547) (203,46.47373962402344) (221,46.430381774902344) (868,46.33721923828125)* (1414,46.335445404052734) (716,46.28761291503906) (220,46.28284454345703)
437: (89,61.12553405761719)* (295,61.111778259277344) (300,61.04214096069336) (333,60.86185073852539)* (292,60.78339385986328) (161,60.56855010986328) (2179,60.52771759033203) (4558,60.51649475097656) (67,60.512699127197266) (67,60.512699127197266) (291,60.493995666503906) (475,60.346675872802734) (701,60.30164337158203) (306,60.25498580932617) (344,60.211524963378906) (378,60.17117691040039) (907,60.105743408203125) (2440,60.0942497253418) (479,60.076133728027344) (157,60.059120178222656)
438: (11,48.45096969604492) (1253,48.33234405517578) (1069,47.86636734008789) (1066,47.84011459350586) (1299,47.540775299072266)* (2,47.53327560424805) (1295,47.38606643676758) (30,47.382408142089844) (1297,47.36119079589844) (9,47.16432571411133)* (1300,47.051517486572266) (31,47.00115966796875) (16,46.90208435058594) (5581,46.83595275878906) (4876,46.8199462890625)* (36,46.815635681152344) (4872,46.805484771728516) (3087,46.78443908691406) (34,46.74766159057617) (1292,46.715633392333984)
439: (2252,49.7537841796875)* (2101,49.61621856689453) (397,49.185733795166016) (3863,48.996578216552734) (9585,48.85972213745117) (2104,48.82491683959961) (2236,48.63874053955078) (2086,48.62571334838867) (11401,48.563480377197266) (5332,48.53940200805664) (3227,48.53822326660156) (1020,48.49763488769531) (1923,48.47441482543945) (2115,48.46034622192383) (2247,48.437129974365234) (1952,48.414127349853516) (3317,48.37997055053711) (3573,48.37825393676758) (2500,48.29053497314453) (379,48.27657699584961)
440: (418,48.99146270751953) (2542,48.45948791503906) (629,48.29170608520508) (1732,48.28396224975586) (632,48.18433380126953) (416,48.10416793823242) (154,48.0496826171875) (2281,47.909934997558594) (196,47.857200622558594) (1504,47.805206298828125) (199,47.788997650146484) (1747,47.72632598876953) (2139,47.670982360839844) (622,47.60264205932617) (3694,47.58115005493164) (444,47.57886505126953) (5549,47.50555419921875) (195,47.47459411621094) (2541,47.47358322143555) (3707,47.421566009521484)
441: (154,49.80033874511719) (159,49.28910446166992) (81,49.21776580810547) (441,49.20212936401367) (429,49.11561584472656) (56,49.08558654785156) (56,49.08558654785156) (173,49.02965545654297) (190,49.0261116027832) (1098,48.96283721923828) (238,48.779781341552734)* (1075,48.66416549682617) (70,48.65793991088867) (418,48.633750915527344) (229,48.60482406616211)* (203,48.59790802001953) (757,48.55608367919922) (53,48.522491455078125) (53,48.522491455078125) (1376,48.49504089355469)
442: (1001,51.70931625366211)* (51,51.49562454223633) (63,51.35329818725586) (63,51.35329818725586) (877,51.25655746459961)* (157,50.89765930175781) (175,50.78422546386719) (1014,50.63288497924805)* (67,50.36286926269531) (67,50.36286926269531) (2044,50.3372802734375) (511,50.300750732421875) (77,50.299285888671875)* (77,50.299285888671875)* (722,50.26715850830078) (1793,50.22759246826172) (155,50.19898223876953) (3863,49.99610900878906) (1795,49.94453811645508) (75,49.912269592285156)*
443: (1083,52.061927795410156) (3431,52.008548736572266) (1412,51.923404693603516) (1413,51.77894592285156) (1703,51.760032653808594) (3481,51.62077713012695) (992,51.595130920410156) (3896,51.585716247558594) (2312,51.53337860107422)* (959,51.50439453125) (4123,51.48606872558594) (4675,51.47956085205078) (852,51.430824279785156) (2490,51.39347839355469) (599,51.3510627746582) (1878,51.28538513183594) (3993,51.23209762573242) (874,51.196659088134766) (607,51.17679214477539) (8291,51.15557098388672)
444: (1293,50.579952239990234) (1253,50.185874938964844) (9783,49.84326171875) (3417,49.82741928100586) (1203,49.79439163208008) (1285,49.754669189453125) (6648,49.69050979614258) (11107,49.585853576660156) (6667,49.455955505371094) (1222,49.44935607910156) (876,49.32022476196289) (6277,49.30135726928711) (1205,49.289817810058594) (4970,49.230831146240234) (2758,49.22148895263672) (2684,49.219322204589844) (2472,49.15311813354492) (12508,49.103458404541016) (6871,49.00789260864258) (11191,49.001953125)
446: (72,46.39067459106445)* (72,46.39067459106445)* (511,45.041378021240234)* (193,44.8005485534668) (1014,44.62662887573242)* (997,44.41590118408203) (172,44.368045806884766)* (533,44.261802673339844) (70,44.25076675415039) (1122,44.085914611816406) (998,44.05076599121094) (30,44.050201416015625) (429,43.91785430908203) (993,43.91415786743164) (203,43.91291046142578) (229,43.855106353759766) (851,43.8393440246582) (77,43.79836654663086) (77,43.79836654663086) (65,43.714561462402344)
447: (6004,52.995059967041016) (11520,52.56011199951172) (2309,52.08491134643555) (744,51.86210250854492) (2668,51.78946304321289) (2298,51.605873107910156) (748,51.52707290649414) (2670,51.520164489746094) (15086,51.520164489746094) (5492,51.50955581665039) (1969,51.500545501708984) (11206,51.49754333496094) (11205,51.431732177734375) (2161,51.39500427246094) (2667,51.36041259765625) (2673,51.33310317993164) (616,51.305328369140625) (1745,51.29285430908203) (6585,51.26008605957031) (2688,51.21704864501953)
449: (841,53.33405685424805) (1358,53.209495544433594) (188,52.904090881347656)* (506,52.7495231628418)* (918,52.73275375366211) (1110,52.72782897949219)* (949,52.68955993652344) (1360,52.553009033203125) (3940,52.33812713623047) (854,52.2830924987793) (1119,52.230167388916016) (370,52.18135070800781)* (1343,52.179710388183594) (152,52.13665771484375) (843,52.05622863769531) (4675,52.05606460571289) (959,52.044307708740234) (1703,52.04265213012695) (1131,51.99929428100586) (607,51.984458923339844)
450: (1110,53.18181610107422) (1119,52.94023895263672) (607,52.686492919921875) (854,52.67422103881836)* (707,52.6257438659668) (3431,52.551212310791016) (1131,52.519569396972656) (868,52.49818420410156) (920,52.468727111816406)* (1703,52.4665412902832) (2624,52.434547424316406) (3481,52.40355682373047) (1639,52.34919738769531) (3444,52.122467041015625) (3438,52.07018280029297) (201,52.06890869140625) (1358,52.00156021118164) (841,51.93104553222656) (234,51.89874267578125) (2493,51.865089416503906)
451: (333,49.62270736694336)* (461,49.56602478027344)* (89,49.45328140258789)* (302,48.74245071411133) (1034,48.67803955078125) (701,48.666282653808594)* (528,48.378318786621094)* (298,48.31794738769531) (542,48.2919921875) (790,48.28672409057617) (1032,48.275001525878906) (318,48.097694396972656) (1455,48.093467712402344) (1037,48.085044860839844) (1045,48.067222595214844) (1042,48.037635803222656) (55,47.94316864013672) (1456,47.939414978027344) (531,47.89066696166992) (293,47.87800598144531)
452: (157,49.33396530151367) (180,49.23445510864258) (99,49.0461311340332) (192,48.983985900878906) (77,48.95960998535156) (77,48.95960998535156) (187,48.95203399658203)* (193,48.91252136230469) (1244,48.83502960205078) (1802,48.7536735534668) (601,48.6748046875) (2183,48.527217864990234) (1892,48.492069244384766) (1122,48.436927795410156) (253,48.40742492675781) (72,48.36786651611328)* (72,48.36786651611328)* (3921,48.342498779296875) (96,48.301483154296875) (2031,48.29207992553711)
453: (424,44.19963073730469) (228,44.091957092285156) (511,44.08097839355469)* (203,43.89321517944336) (429,43.7775993347168)* (207,43.622039794921875) (599,43.574012756347656) (716,43.473602294921875) (182,43.4385986328125) (439,43.410682678222656) (173,43.29436492919922)* (221,43.19454574584961) (1375,43.182518005371094) (425,43.02001953125) (709,42.9089469909668) (1424,42.90044403076172) (436,42.86758041381836)* (99,42.837459564208984)* (1515,42.721717834472656) (3739,42.692359924316406)
454: (9783,49.1858024597168) (515,49.047855377197266) (1285,49.025962829589844) (3417,48.96529006958008) (4600,48.89704895019531) (875,48.89164733886719) (370,48.87035369873047) (1083,48.50920486450195) (864,48.4918098449707)* (3432,48.46168899536133) (6648,48.41730499267578) (1205,48.41185760498047) (506,48.35483932495117) (1295,48.35308074951172) (4871,48.31425476074219) (1131,48.30939483642578) (233,48.26923370361328) (19,48.24376678466797) (162,48.232688903808594) (2474,48.19192886352539)
455: (233,47.32546615600586)* (72,46.59756851196289) (72,46.59756851196289) (154,46.486698150634766) (1099,46.3576545715332) (1075,46.32497787475586) (56,46.21648025512695) (56,46.21648025512695) (238,46.18346405029297)* (1131,46.126529693603516) (173,46.098270416259766) (441,45.985347747802734) (174,45.95292663574219) (512,45.944801330566406)* (159,45.91530990600586) (6847,45.86555099487305) (1203,45.81297302246094)* (2,45.773590087890625) (757,45.70949935913086) (1104,45.683902740478516)
456: (3392,48.72593688964844)* (2987,48.585716247558594) (2986,48.25551223754883) (4087,48.22520065307617) (6123,48.119956970214844) (1241,47.98075866699219) (2983,47.90890884399414) (6121,47.82759475708008) (6480,47.80067825317383) (5594,47.71676254272461)* (5772,47.54792785644531) (708,47.513912200927734) (3395,47.49970245361328) (4474,47.45163345336914)* (9153,47.45122528076172) (3393,47.431758880615234) (2545,47.39482879638672) (542,47.390342712402344)* (8732,47.33355712890625) (10459,47.322505950927734)
