userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,53.743186950683594) (51,53.6226921081543)* (187,52.742835998535156) (1014,52.682289123535156) (1073,52.478580474853516) (59,52.15489196777344)* (193,52.08202362060547) (3768,52.08128356933594) (511,52.05740737915039) (1013,51.96367645263672) (1019,51.921756744384766) (599,51.904022216796875) (993,51.81451416015625) (998,51.702423095703125) (1885,51.68733596801758) (1892,51.66470718383789) (3201,51.65154266357422) (1098,51.6512336730957) (997,51.5468635559082) (61,51.48124694824219)*
357: (1075,54.82489013671875) (757,54.4565544128418) (81,54.21664810180664) (64,54.032379150390625) (64,54.032379150390625) (84,53.953514099121094)* (238,53.757118225097656) (418,53.710330963134766) (7324,53.64130401611328) (53,53.56242752075195) (53,53.56242752075195) (1062,53.47278594970703) (3109,53.47106170654297) (70,53.428009033203125) (703,53.32261657714844)* (432,53.31938171386719) (1398,53.31113815307617) (1986,53.286468505859375) (1738,53.26924514770508) (173,53.228721618652344)
358: (154,56.837257385253906) (2605,56.81547546386719)* (748,56.36130142211914) (238,56.32954406738281)* (2818,56.076995849609375) (174,56.050537109375) (418,56.045188903808594)* (56,56.024658203125)* (56,56.024658203125)* (107,56.019004821777344) (162,55.88581848144531)* (1700,55.87388610839844) (757,55.793212890625) (4027,55.709205627441406) (5806,55.703033447265625) (3164,55.636234283447266) (444,55.55260467529297) (5605,55.542236328125) (2676,55.515228271484375) (606,55.50379943847656)
359: (3768,53.293907165527344) (3920,53.292076110839844) (1014,53.290218353271484) (994,53.28022384643555) (1019,52.929962158203125) (193,52.810489654541016) (91,52.685150146484375) (2936,52.60027313232422)* (1885,52.562408447265625) (1004,52.45631408691406) (1079,52.371910095214844) (1892,52.34375) (997,52.313011169433594) (999,52.17576599121094) (68,52.050209045410156)* (68,52.050209045410156)* (5833,52.0225830078125) (1008,52.020599365234375) (1900,51.933387756347656) (99,51.87679672241211)
360: (2298,53.715118408203125) (3863,53.0916633605957) (2312,53.01054000854492) (5358,53.00889587402344) (782,52.62974548339844) (4988,52.578155517578125) (2305,52.478736877441406) (2309,52.3087043762207) (5348,52.03434753417969) (13502,51.90887451171875) (12452,51.881080627441406) (3992,51.67826461791992) (1800,51.6722412109375) (8427,51.65869903564453) (2308,51.63908767700195) (4723,51.526832580566406) (10912,51.500244140625) (963,51.45655059814453) (2326,51.412078857421875) (174,51.35518264770508)
361: (288,52.51239776611328)* (157,52.367618560791016) (300,52.341365814208984) (701,52.28350067138672)* (333,52.065948486328125)* (306,52.024024963378906) (679,51.65100860595703) (466,51.41923522949219) (889,51.330352783203125) (2523,51.323699951171875) (455,51.205116271972656) (301,51.17529296875) (298,51.158836364746094) (461,51.14765930175781)* (310,51.069862365722656)* (544,50.977447509765625) (328,50.93351745605469) (329,50.85777282714844) (903,50.841552734375) (265,50.78710174560547)
362: (498,56.46274185180664)* (1672,55.985008239746094) (209,55.931884765625) (1046,55.78822326660156) (1186,55.72868347167969) (537,55.559410095214844) (982,55.5446662902832) (4262,55.2950325012207) (424,55.25798797607422) (439,55.251983642578125)* (1041,55.229774475097656) (3333,55.17323684692383) (220,55.16844177246094) (234,55.118045806884766) (932,55.107765197753906) (1045,55.083526611328125) (3398,55.069862365722656) (808,55.00117492675781) (6120,54.93805694580078)* (5226,54.93275451660156)
363: (198,56.455657958984375) (1091,55.994873046875) (517,55.94139862060547) (503,55.92335510253906) (488,55.878501892089844)* (209,55.85935974121094) (813,55.85130310058594) (537,55.84436798095703) (1116,55.74242401123047) (504,55.71354675292969) (1044,55.66082763671875) (1406,55.595252990722656) (2794,55.58946990966797) (377,55.50829315185547) (383,55.453102111816406) (412,55.43053436279297) (500,55.41676712036133) (1650,55.411476135253906) (1249,55.344417572021484) (843,55.32807159423828)
364: (227,60.76286697387695)* (1242,60.65583801269531) (4079,60.18777847290039) (735,59.93553161621094) (733,59.91468811035156) (222,59.72132110595703) (2629,59.699012756347656) (602,59.661773681640625) (8594,59.647003173828125) (1976,59.640838623046875) (863,59.57191467285156) (8109,59.536537170410156) (857,59.50086212158203) (2640,59.47890853881836) (3619,59.430294036865234) (9543,59.40081024169922) (2639,59.385650634765625) (567,59.383514404296875) (2633,59.370887756347656) (8649,59.34461212158203)
365: (1123,63.480323791503906) (610,63.42026138305664) (6764,62.88624954223633) (3505,62.76481628417969) (213,62.738624572753906) (266,62.66302490234375) (578,62.50530242919922) (1694,62.437591552734375) (7427,62.414283752441406) (2419,62.41106414794922) (592,62.329010009765625) (1175,62.24183654785156) (748,62.186946868896484) (7685,61.92909622192383) (11956,61.868804931640625) (1178,61.81304931640625) (1220,61.7752685546875) (13318,61.75334167480469) (12338,61.743202209472656) (10394,61.72738265991211)
366: (2542,60.74348449707031) (1504,60.48646926879883) (2473,60.36513900756836) (605,60.316925048828125) (1957,60.28067398071289) (964,60.27363967895508) (197,59.946231842041016) (1732,59.90528106689453) (441,59.89948272705078) (3447,59.843955993652344) (206,59.82060623168945) (632,59.78593063354492) (2493,59.782955169677734) (233,59.764991760253906) (977,59.72337341308594) (199,59.67646789550781) (226,59.594200134277344) (616,59.584041595458984)* (3411,59.531410217285156) (224,59.49339294433594)
367: (808,55.250450134277344) (1186,54.99182891845703) (230,54.83438491821289) (497,54.809181213378906) (2661,54.50505828857422) (1378,54.464271545410156) (1091,54.39567947387695) (1116,54.37196350097656) (537,54.288429260253906) (4375,54.13747024536133) (1380,54.11613464355469) (1650,54.08979034423828) (1046,54.064170837402344) (493,54.04180908203125) (4179,53.9593620300293) (377,53.95933532714844) (190,53.93610382080078) (486,53.9285774230957) (1672,53.81653594970703) (499,53.76781463623047)
368: (612,60.31902313232422) (441,60.06840515136719) (59,59.919437408447266) (1504,59.79365539550781) (154,59.7630615234375) (429,59.7026252746582) (2531,59.64141082763672) (1888,59.55674743652344) (615,59.528961181640625) (620,59.39791488647461) (2289,59.28881072998047) (433,59.27545928955078) (3884,59.25300216674805)* (862,59.195335388183594) (2938,59.11414337158203) (1167,59.10039520263672) (2542,59.06572723388672) (1062,59.064517974853516) (3290,59.046913146972656) (84,58.986968994140625)
369: (217,56.42129135131836)* (1239,55.94649887084961) (430,55.66790008544922) (898,55.61427688598633) (424,55.5285758972168)* (154,55.49734878540039) (428,55.34429168701172) (1400,55.31900405883789) (195,55.31595230102539)* (1048,55.29864501953125)* (604,55.27822494506836) (228,55.27655029296875) (1389,55.26034927368164) (199,55.222190856933594)* (227,55.20359802246094) (425,55.091346740722656) (190,55.05586624145508) (1390,55.053565979003906) (418,55.018463134765625) (1632,54.9738655090332)
370: (190,54.62434387207031) (229,54.461021423339844) (227,54.198272705078125) (228,53.85326385498047) (424,53.65032196044922) (511,53.6406135559082)* (230,53.62486267089844) (207,53.4229736328125) (159,53.41057205200195) (173,53.375091552734375)* (182,53.209983825683594) (166,53.16460418701172) (1090,53.124427795410156) (154,53.02782440185547)* (234,52.93852996826172) (377,52.837379455566406) (716,52.832149505615234) (220,52.79871368408203) (689,52.75196075439453) (498,52.70574951171875)
371: (181,51.13723373413086) (1295,51.05952453613281) (930,50.830284118652344) (1797,50.77861022949219) (506,50.712257385253906) (2747,50.50249481201172) (156,50.456478118896484) (175,50.44053268432617) (2735,50.39761734008789) (6267,50.326622009277344) (63,50.280189514160156) (63,50.280189514160156) (726,50.260372161865234) (187,50.22193145751953) (1711,50.12656021118164) (6056,50.058387756347656) (1300,50.02488327026367) (348,50.01554870605469) (1793,49.97132873535156) (3047,49.96921920776367)
372: (497,52.81647491455078) (377,52.228973388671875)* (486,52.006614685058594) (930,51.91127395629883) (1704,51.592506408691406) (489,51.44914245605469) (504,51.37408447265625) (1859,51.35852813720703) (1797,51.34410095214844) (726,51.32407760620117) (518,51.15156555175781) (1179,51.07371520996094) (1091,51.05165100097656) (198,51.00130844116211) (4179,50.88748550415039) (190,50.81273651123047) (1145,50.809539794921875) (405,50.78749084472656) (230,50.68537902832031) (472,50.681419372558594)
375: (300,53.829734802246094)* (292,53.819026947021484)* (55,53.80342102050781) (306,53.800045013427734)* (701,53.78715896606445) (333,53.580657958984375) (157,53.54913330078125) (298,53.38642120361328) (466,53.04230880737305) (257,53.017372131347656) (328,52.9210205078125) (903,52.916893005371094) (525,52.91339111328125) (291,52.893341064453125)* (301,52.80558395385742) (349,52.75971221923828) (310,52.61955261230469) (544,52.614105224609375) (461,52.55601119995117) (689,52.38877868652344)
376: (2746,55.66062927246094) (1369,55.50407409667969)* (918,55.18430709838867) (954,55.066097259521484) (1366,55.0291748046875) (2013,54.976444244384766) (1372,54.93144607543945) (957,54.797874450683594) (920,54.79240417480469) (928,54.7289924621582) (949,54.716949462890625) (2838,54.654640197753906) (506,54.555721282958984) (2787,54.52144241333008) (15,54.495094299316406) (732,54.43803787231445) (4605,54.43327331542969) (176,54.38657760620117) (936,54.37776565551758) (1353,54.35708236694336)
377: (707,57.87199401855469) (198,57.143760681152344) (843,57.08840560913086) (841,57.003143310546875)* (1044,56.824188232421875) (517,56.730613708496094) (1274,56.708919525146484) (920,56.54759216308594)* (234,56.456092834472656) (1249,56.354942321777344) (978,56.32489013671875) (1360,56.30003356933594) (2379,56.223453521728516) (706,56.179359436035156) (1974,56.1324462890625)* (1358,56.03348159790039) (954,55.813480377197266) (1369,55.71398162841797) (1104,55.6698112487793) (724,55.586387634277344)
378: (951,51.49274444580078)* (2343,50.84275436401367) (917,50.83330535888672) (511,50.74591827392578) (707,50.718994140625) (1415,50.663047790527344)* (378,50.58599090576172) (2444,50.49517822265625) (4130,50.46250915527344) (2183,50.32849884033203) (1122,50.306678771972656)* (1464,50.27851867675781) (190,50.26884460449219) (9347,50.26123809814453) (868,50.2569465637207) (192,50.22100830078125) (889,50.20235824584961) (89,50.192054748535156) (316,50.165771484375) (329,50.16093444824219)
380: (295,49.7419319152832)* (288,49.451194763183594)* (289,49.07096481323242)* (306,49.04289245605469) (701,48.79371643066406) (300,48.759803771972656) (55,48.743316650390625) (279,48.71178436279297) (302,48.688507080078125) (328,48.56915283203125) (484,48.33455276489258) (907,48.32002258300781) (333,48.30803298950195) (157,48.26675796508789) (310,48.183265686035156) (386,48.17113494873047) (327,48.09508514404297) (291,48.021060943603516)* (461,48.016387939453125) (322,47.89715576171875)
382: (276,58.66019821166992)* (278,57.67026901245117) (1614,57.41924285888672) (617,56.91317367553711) (2698,56.75041580200195)* (7900,56.64592361450195) (271,56.6064338684082) (2923,56.582496643066406)* (267,56.539737701416016) (1963,56.45404052734375) (3357,56.3978157043457) (619,56.34941101074219)* (9585,56.33097457885742) (2226,56.321998596191406) (3346,56.29320526123047) (3335,56.203304290771484) (11401,56.10362243652344) (6046,55.95863723754883) (1606,55.87760925292969) (1641,55.86493682861328)
383: (89,52.272735595703125) (228,52.09988021850586) (377,52.020233154296875) (207,51.975914001464844) (298,51.7807731628418) (689,51.780517578125) (227,51.700950622558594) (1375,51.63615036010742) (903,51.57841491699219) (300,51.57017517089844) (486,51.46477127075195) (475,51.44464111328125) (1400,51.401466369628906) (1246,51.359867095947266) (424,51.33871841430664) (173,51.291893005371094) (378,51.24293518066406) (67,51.22577667236328) (67,51.22577667236328) (1090,51.17156982421875)*
385: (333,49.862548828125)* (498,49.63955307006836)* (295,49.136775970458984) (289,49.096832275390625)* (298,48.99378967285156) (67,48.87672424316406) (67,48.87672424316406) (377,48.865440368652344)* (306,48.78297424316406)* (378,48.736671447753906) (701,48.68853759765625) (475,48.42627716064453) (538,48.38461685180664) (328,48.356414794921875) (55,48.3361930847168) (293,48.132537841796875) (190,48.12749099731445)* (903,48.093360900878906) (157,48.08032989501953) (209,48.004051208496094)
386: (220,59.82951736450195) (730,59.766048431396484) (1249,59.466156005859375) (250,59.462310791015625) (707,59.39761734008789)* (234,59.33230209350586) (5021,59.267086029052734) (227,59.12452697753906) (3670,59.08975601196289) (728,59.03260803222656) (198,58.95433044433594) (1406,58.95368957519531)* (1412,58.90316390991211) (1415,58.89755630493164) (917,58.8974494934082) (706,58.877586364746094) (945,58.85175323486328) (5236,58.76886749267578) (230,58.73792266845703)* (366,58.55076599121094)
387: (331,56.37174987792969) (288,55.81494140625)* (89,55.76771545410156) (9547,55.581092834472656) (527,55.5232048034668) (306,55.513553619384766) (1409,55.4581413269043)* (157,55.42945861816406)* (525,55.377891540527344) (1098,55.37086486816406) (697,55.364105224609375) (55,55.28882598876953) (701,55.25126647949219) (9905,55.25087356567383) (310,55.247459411621094) (295,55.24631118774414) (271,55.21647644042969) (298,55.213348388671875) (886,55.19266128540039) (2923,55.16950988769531)
388: (707,52.834625244140625) (7,52.66012954711914) (198,52.51731872558594) (506,52.438133239746094) (1797,52.42040252685547) (955,52.41291809082031)* (518,52.34943389892578)* (959,52.3056526184082) (380,52.29726791381836) (963,52.2585334777832) (917,52.197349548339844) (10046,52.162391662597656) (517,52.16001892089844) (72,52.13320541381836) (72,52.13320541381836) (936,51.97575378417969) (475,51.947078704833984) (957,51.87116622924805) (174,51.86763381958008) (157,51.855960845947266)
390: (295,53.20698165893555)* (157,52.720008850097656) (257,52.61688232421875)* (349,52.456851959228516) (461,52.20799255371094)* (544,51.87407684326172) (328,51.74700164794922)* (523,51.71691131591797)* (291,51.711212158203125) (913,51.69869613647461) (906,51.64299011230469) (525,51.61735534667969) (352,51.60112762451172) (318,51.548255920410156) (310,51.52525329589844) (325,51.491912841796875) (161,51.468048095703125) (320,51.39772033691406) (285,51.32872009277344) (293,51.27154541015625)
391: (5972,50.389915466308594) (7724,50.271026611328125) (2428,49.88616180419922) (495,49.86470413208008) (497,49.586299896240234) (498,49.57117462158203)* (2100,49.42035675048828) (1919,49.31153869628906) (768,49.226226806640625) (6008,49.09333038330078) (1863,49.09270477294922) (488,49.04301834106445)* (4177,48.98797607421875) (1091,48.97291564941406) (13377,48.94499206542969) (5963,48.92393112182617) (7776,48.910804748535156) (1179,48.898681640625) (1853,48.84545135498047) (493,48.802093505859375)*
392: (67,54.36774444580078)* (67,54.36774444580078)* (300,53.9764404296875) (298,53.931419372558594) (289,53.58769989013672)* (295,53.522979736328125) (288,53.51374816894531)* (701,53.396148681640625) (55,53.34161376953125) (538,53.06639099121094) (498,53.021568298339844)* (306,53.01331329345703) (97,52.83583068847656) (889,52.832847595214844) (291,52.819793701171875)* (714,52.81862258911133) (1243,52.81694793701172) (542,52.749229431152344) (466,52.69707489013672) (230,52.670047760009766)
393: (230,55.45414733886719) (424,55.31232452392578) (1513,55.0462760925293) (220,55.03132629394531) (226,54.99200439453125) (1246,54.88574981689453) (228,54.88202667236328) (982,54.81575012207031) (229,54.78551483154297) (412,54.783790588378906) (709,54.73173522949219) (533,54.64574432373047) (154,54.60850143432617) (706,54.58421325683594) (3200,54.40837478637695) (65,54.40137481689453)* (65,54.40137481689453)* (436,54.374778747558594) (498,54.32233428955078) (1206,54.221988677978516)
394: (1645,54.908321380615234) (7330,54.74165725708008) (4841,54.72649383544922) (5630,54.42292785644531) (6120,54.397666931152344) (2625,54.05610275268555) (7334,54.02503967285156) (1513,54.01611328125) (4850,53.944618225097656) (737,53.885108947753906) (932,53.874732971191406) (7337,53.871726989746094) (5450,53.84142303466797) (4828,53.833045959472656) (4823,53.79817199707031) (7084,53.79788589477539) (7093,53.73005294799805) (4469,53.66934585571289) (5452,53.62895202636719) (3383,53.58031463623047)
