userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,69.11055755615234) (1073,68.00506591796875) (51,67.45714569091797)* (3501,67.16667938232422) (1014,67.0721435546875) (187,66.75701141357422) (998,66.66470336914062) (157,66.63823699951172) (993,66.62583923339844) (3768,66.51156616210938) (1836,66.45092010498047) (238,66.26002502441406) (1713,66.2319564819336) (627,66.22425842285156) (1892,66.20221710205078) (59,66.17524719238281)* (877,66.13526153564453) (1013,66.11346435546875) (1098,66.10675811767578) (61,66.09306335449219)*
446: (72,69.35730743408203)* (72,69.35730743408203)* (511,66.71646881103516)* (65,66.00717163085938) (65,66.00717163085938) (229,65.96622467041016) (70,65.89395904541016) (715,65.88330841064453) (993,65.85618591308594) (238,65.81433868408203) (234,65.76679992675781)* (959,65.76091003417969) (182,65.66001892089844) (172,65.64871978759766)* (1098,65.64099884033203) (193,65.63243865966797) (203,65.61257934570312) (533,65.57989501953125) (81,65.55721282958984) (233,65.4399185180664)
447: (103,57.926849365234375) (748,56.474578857421875) (1222,56.262332916259766) (2289,56.05708694458008) (238,56.0036735534668)* (9585,55.97663116455078) (6159,55.91754150390625) (11520,55.88629150390625) (1098,55.724334716796875) (744,55.560462951660156) (1627,55.55723190307617) (1745,55.5536003112793) (1226,55.516876220703125) (2667,55.45465850830078) (1747,55.38911056518555) (162,55.36341094970703) (3411,55.27013397216797) (757,55.12272262573242) (2668,55.10684585571289) (749,54.96754455566406)
449: (841,72.94479370117188) (188,72.8519058227539)* (1358,72.77915954589844) (370,72.71372985839844)* (152,72.54429626464844) (959,72.442626953125) (918,72.36815643310547) (234,72.36783599853516) (928,72.35285186767578) (1343,72.23381042480469) (1119,72.14485931396484) (607,72.11979675292969) (949,72.02359008789062) (154,71.98001098632812) (2624,71.93597412109375) (861,71.84044647216797) (5299,71.84034729003906) (3481,71.77704620361328) (3264,71.76972961425781) (1131,71.69913482666016)
450: (920,71.08096313476562)* (1110,70.95902252197266) (1425,70.86741638183594) (607,70.8249282836914) (3481,70.7824478149414) (3788,70.74185943603516) (4787,70.31902313232422) (2624,70.2742691040039) (4790,69.8890380859375) (1413,69.87610626220703) (868,69.76915740966797) (1119,69.75862121582031) (5175,69.70214080810547) (3417,69.62179565429688) (2006,69.58425903320312)* (854,69.50856018066406)* (5297,69.45301055908203) (154,69.44849395751953) (1131,69.35340881347656) (1134,69.3125)
451: (89,68.73050689697266)* (461,68.28384399414062)* (333,68.23958587646484)* (302,67.49211883544922) (701,67.11073303222656)* (291,66.9848861694336) (67,66.83651733398438) (67,66.83651733398438) (528,66.74906158447266)* (318,66.68697357177734) (55,66.66920471191406) (525,66.60123443603516) (1037,66.57550811767578) (1034,66.55342864990234) (298,66.44221496582031) (531,66.30598449707031) (293,66.26839447021484) (352,66.24288177490234) (542,66.19889068603516) (797,66.16754150390625)
452: (193,68.16072845458984) (994,67.88896942138672) (187,67.841552734375)* (1079,67.4581527709961) (3281,67.30635833740234) (72,67.24494171142578)* (72,67.24494171142578)* (100,67.23751831054688)* (6784,67.19113159179688) (1013,67.13654327392578) (852,67.0596694946289) (905,67.05010986328125) (2031,67.01412963867188) (1883,66.95635223388672) (1479,66.93869018554688) (99,66.90760040283203) (61,66.88306427001953) (993,66.81690216064453) (8995,66.78202056884766) (1005,66.67654418945312)
453: (599,75.33711242675781) (2938,74.60101318359375) (429,74.58626556396484)* (424,74.2088851928711) (207,74.13775634765625) (735,74.13727569580078) (203,74.11981964111328) (3739,73.88362121582031) (511,73.87705993652344)* (2531,73.87012481689453) (716,73.7890625) (959,73.78015899658203) (1414,73.6619873046875) (857,73.66158294677734) (234,73.63452911376953) (868,73.62699890136719) (1513,73.60466003417969) (228,73.57087707519531) (163,73.54207611083984) (709,73.39014434814453)
454: (19,67.98074340820312) (1709,67.55387878417969) (1083,67.55345153808594) (1886,67.37972259521484) (2681,66.78561401367188) (6277,66.52628326416016) (72,66.18880462646484) (72,66.18880462646484) (3295,66.03730773925781) (2039,65.98431396484375) (1073,65.94522094726562) (2037,65.91938018798828) (11206,65.649169921875) (7343,65.59687805175781) (3417,65.54000091552734) (603,65.51342010498047) (1893,65.49568176269531) (1205,65.2966079711914) (10164,65.2439193725586) (5833,65.24232482910156)
455: (1099,64.713134765625) (72,64.5402603149414) (72,64.5402603149414) (233,64.26129150390625)* (238,64.00101470947266)* (1104,63.921390533447266) (512,63.49348068237305)* (757,63.2526969909668) (9,63.248619079589844) (56,63.132389068603516) (56,63.132389068603516) (1131,63.0933952331543) (4316,62.9063835144043) (173,62.89842224121094) (70,62.85514831542969) (154,62.847076416015625) (234,62.820011138916016) (777,62.54719161987305) (198,62.52602767944336) (2474,62.52460479736328)
456: (4087,60.000274658203125) (5772,59.68804168701172) (3392,59.42563247680664)* (4474,59.351844787597656)* (3073,59.344642639160156) (8380,59.092533111572266) (283,58.733856201171875) (10459,58.69281768798828) (1775,58.52490997314453) (8370,58.298648834228516) (4486,58.24502944946289) (3462,58.20962142944336) (1241,58.209373474121094) (4324,58.18851089477539) (6120,58.12174987792969) (2545,58.0941276550293) (8375,57.817386627197266) (3376,57.80902099609375) (10460,57.75110626220703) (708,57.7087287902832)
457: (928,70.34940338134766) (4135,69.93956756591797) (936,69.92432403564453) (4137,69.60819244384766) (963,69.41468811035156) (1338,69.01447296142578) (917,68.99087524414062) (4343,68.61951446533203) (8646,68.49049377441406) (4332,68.4597396850586) (3940,68.4098129272461) (2975,68.3679428100586) (2745,68.27906036376953) (4335,68.19620513916016) (726,68.19235229492188) (378,68.16951751708984) (2014,68.15774536132812) (2068,68.05818176269531) (1710,68.05538940429688) (4679,67.96634674072266)
458: (190,70.41862487792969)* (234,69.82362365722656) (377,69.77814483642578) (220,69.56932067871094) (89,69.26759338378906) (173,69.06810760498047) (7,69.05094146728516) (154,69.03892517089844) (1104,69.03710174560547) (198,68.95649719238281) (378,68.85747528076172)* (230,68.85649108886719) (228,68.7706298828125) (533,68.71218872070312) (475,68.52349090576172) (959,68.49275970458984)* (88,68.46068572998047) (982,68.36458587646484) (182,68.31282043457031) (1249,68.27578735351562)
459: (1338,67.75957489013672) (928,67.73712921142578) (954,67.67475128173828) (2038,67.11309051513672) (1913,66.96058654785156) (2970,66.88277435302734)* (2363,66.86666107177734) (2360,66.78890991210938) (841,66.62171936035156) (732,66.55957794189453) (843,66.45301055908203) (957,66.44120025634766) (2967,66.41974639892578) (2790,66.41683959960938) (1339,66.3646011352539) (1914,66.36418151855469) (1347,66.16385650634766) (9635,66.11308288574219) (1214,66.03547668457031) (1356,66.01811981201172)
460: (57,75.2213134765625) (7079,75.20944213867188) (606,75.11727905273438) (5605,74.85563659667969) (1226,74.81153869628906) (2605,74.22781372070312) (162,74.13705444335938) (3164,74.0382308959961) (70,73.85555267333984) (1705,73.7974624633789) (755,73.739013671875) (4113,73.58180236816406) (632,73.57051849365234) (64,73.48664855957031) (64,73.48664855957031) (4437,73.4687271118164) (1747,73.24161529541016) (750,73.23616027832031) (407,73.21609497070312) (13700,73.21231079101562)
461: (155,63.754154205322266) (1001,63.262657165527344) (3992,63.22282028198242) (190,63.127525329589844) (182,62.98049545288086) (63,62.95876693725586) (63,62.95876693725586) (154,62.69084167480469) (229,62.57292556762695) (1713,62.42865753173828) (187,62.417335510253906) (64,62.33302688598633) (64,62.33302688598633) (238,62.29872131347656) (69,62.28712844848633) (69,62.28712844848633) (81,62.12005615234375) (51,62.119503021240234) (173,62.00754165649414) (159,61.97207260131836)
462: (197,72.7931900024414) (212,72.6397705078125) (205,71.9327621459961) (554,71.93120574951172) (222,71.92024230957031) (1242,71.77536010742188) (609,71.70899200439453) (434,71.69278717041016) (1164,71.68301391601562) (433,71.60851287841797) (618,71.57060241699219)* (2265,71.55541229248047) (615,71.55474090576172) (163,71.54351043701172) (863,71.4537582397461) (429,71.37306213378906)* (630,71.17817687988281) (199,71.15847778320312) (709,71.09542846679688) (12599,71.02999114990234)
463: (2044,70.29078674316406) (727,70.10266876220703) (8853,69.11325073242188) (6056,68.07191467285156) (7256,67.83097076416016) (2339,67.8087158203125) (4126,67.77298736572266) (8290,67.74501037597656) (945,67.6106185913086) (15702,67.44861602783203) (3876,67.40807342529297) (2952,67.39093780517578) (6517,67.29747772216797) (4351,67.22771453857422) (15814,67.22145080566406) (2075,67.15998840332031) (1802,67.1589126586914) (1150,67.0546646118164) (2079,67.05323028564453) (1772,67.03572082519531)
464: (2600,59.375732421875) (7663,59.33346939086914) (2524,59.08306121826172) (1520,59.002410888671875) (1988,58.98268508911133) (11155,58.96059799194336) (716,58.882652282714844)* (1515,58.843868255615234) (2614,58.737735748291016) (17142,58.735294342041016) (1375,58.70673370361328) (190,58.66300964355469) (1512,58.63848114013672) (2128,58.44999694824219) (1048,58.413917541503906) (7744,58.38003158569336) (5439,58.375572204589844) (14359,58.33506774902344) (182,58.32059097290039) (443,58.309261322021484)
465: (1090,71.47362518310547)* (229,71.1469955444336)* (154,70.82685089111328)* (432,70.67768859863281) (1512,70.5020523071289) (2137,70.3392333984375) (1400,70.26346588134766)* (4089,70.15275573730469) (1106,70.13172149658203) (225,70.07869720458984) (173,70.00592803955078) (1048,69.92488098144531) (182,69.81519317626953) (210,69.74373626708984) (1988,69.60469818115234) (227,69.58472442626953) (716,69.56379699707031)* (217,69.35120391845703) (1632,69.34651184082031) (1155,69.25117492675781)
466: (55,72.00900268554688) (1114,71.74604797363281) (930,71.64852142333984)* (65,71.04146575927734) (65,71.04146575927734) (701,71.00318908691406) (498,70.86753845214844) (362,70.78389739990234) (161,70.76603698730469) (157,70.6861343383789) (689,70.54148864746094) (3124,70.534912109375) (802,70.48822784423828) (790,70.43804931640625) (291,70.43213653564453) (3074,70.37504577636719) (903,70.28878021240234) (486,70.28531646728516) (190,70.24271392822266) (301,70.20967864990234)
467: (270,57.95954513549805) (1758,57.226993560791016) (1756,56.960514068603516) (1553,56.40228271484375) (1762,56.29161071777344) (9707,56.15869140625) (1759,55.99085998535156) (9711,55.84407424926758) (5425,55.72723388671875) (9700,55.657554626464844) (1769,55.62070083618164) (1421,55.600215911865234) (1783,55.51304244995117) (9703,55.45587921142578) (7826,55.4074592590332) (9705,55.34299850463867) (9710,55.31742858886719) (9704,55.30186080932617) (261,55.2391242980957) (3386,55.15079879760742)
468: (575,69.63026428222656) (1469,69.47346496582031) (253,69.11398315429688) (572,68.97542572021484) (730,68.87544250488281) (734,68.87384796142578) (1740,68.83712768554688) (2893,68.73811340332031) (945,68.65335083007812) (511,68.62488555908203) (728,68.5921630859375) (1244,68.49340057373047) (1427,68.42045593261719) (1415,68.37725830078125) (2444,68.28450012207031) (9433,68.21830749511719) (227,68.21134948730469) (96,68.16034698486328) (3466,67.93415832519531) (1686,67.9233627319336)
469: (920,73.49234008789062) (190,72.63968658447266) (152,72.4344711303711) (65,72.4217758178711) (65,72.4217758178711) (154,72.27429962158203) (163,72.14510345458984)* (234,72.01581573486328) (1131,71.998779296875) (2006,71.94585418701172) (188,71.82839965820312)* (503,71.57452392578125) (233,71.55958557128906) (1104,71.53253936767578) (930,71.510986328125) (614,71.4585189819336) (220,71.44610595703125) (854,71.21995544433594) (1116,71.20841979980469) (1412,71.176513671875)
470: (289,77.97054290771484)* (679,77.3018569946289) (89,77.28327178955078)* (292,77.25782012939453)* (67,77.1412353515625)* (67,77.1412353515625)* (302,76.76412963867188)* (344,76.4571304321289)* (340,75.94546508789062) (525,75.94007110595703)* (349,75.78234100341797) (257,75.60485076904297)* (498,75.59603881835938) (299,75.52167510986328) (1243,75.49671173095703) (542,75.46062469482422) (157,75.34130859375)* (681,75.10812377929688) (455,74.96996307373047) (680,74.95121765136719)
471: (163,73.72373962402344)* (718,72.09014892578125)* (1206,71.97936248779297) (3444,71.78611755371094) (234,71.75975036621094) (1639,71.72544860839844) (630,71.6099853515625) (917,71.35321044921875) (226,71.2682876586914) (706,71.038818359375) (614,70.82273864746094) (154,70.77337646484375)* (220,70.75383758544922) (918,70.70111846923828) (1119,70.70013427734375) (1351,70.6968765258789) (1103,70.67549133300781) (859,70.64519500732422) (607,70.63614654541016) (56,70.63400268554688)
472: (300,72.20344543457031)* (289,71.34112548828125)* (292,71.0091552734375) (679,70.42976379394531) (344,70.29486846923828) (701,70.21858215332031) (302,70.15094757080078) (67,69.99262237548828)* (67,69.99262237548828)* (464,69.98413848876953) (544,69.9756088256836)* (704,69.95672607421875) (525,69.87361145019531) (903,69.52218627929688) (325,69.47675323486328) (1037,69.47335052490234) (291,69.46439361572266) (349,69.42141723632812) (1042,69.40656280517578) (298,69.39690399169922)
473: (3081,63.06205368041992) (1383,62.779632568359375) (374,62.52144241333008) (3206,62.29960632324219) (548,62.209869384765625) (307,62.07060623168945) (679,61.97822570800781) (67,61.80772399902344) (67,61.80772399902344) (55,61.78749084472656) (379,61.740745544433594) (1934,61.734580993652344) (292,61.623497009277344)* (4515,61.61460876464844) (4704,61.59925842285156) (333,61.581382751464844) (3497,61.57380294799805) (972,61.51683044433594) (904,61.5092887878418) (1243,61.50282287597656)
474: (529,57.24909210205078) (1012,57.066287994384766) (661,56.991798400878906) (1379,56.47414779663086) (72,56.45111083984375)* (72,56.45111083984375)* (1020,56.29743576049805) (1029,56.05643844604492) (64,55.962257385253906) (64,55.962257385253906) (1061,55.762882232666016) (2500,55.7527961730957) (1410,55.666343688964844) (1713,55.625816345214844) (5475,55.500553131103516) (4036,55.401824951171875) (306,55.37085723876953) (174,55.29658508300781) (8887,55.152427673339844) (5232,55.0876579284668)
475: (190,70.25533294677734) (65,70.16081237792969)* (65,70.16081237792969)* (228,70.12447357177734)* (1048,69.71136474609375)* (1377,69.5458984375) (154,69.39230346679688) (217,69.27934265136719) (221,69.10397338867188) (898,69.09337615966797) (683,69.07341766357422) (498,68.99624633789062) (982,68.98055267333984) (316,68.97730255126953) (1378,68.92263793945312) (3057,68.62085723876953) (230,68.55303955078125) (1511,68.4806137084961)* (166,68.44075012207031) (604,68.40350341796875)
476: (4025,65.40817260742188) (227,65.23014068603516)* (173,64.95252227783203)* (969,64.83091735839844)* (56,64.77284240722656) (56,64.77284240722656) (2587,64.61872100830078) (65,64.61458587646484) (65,64.61458587646484) (1376,64.59849548339844) (182,64.57356262207031) (511,64.5158462524414) (1099,64.45989227294922) (2610,64.42514038085938) (432,64.40052032470703)* (716,64.38806915283203) (420,64.36705017089844) (70,64.3652114868164) (159,64.35843658447266) (3767,64.35533905029297)
477: (89,71.00518798828125)* (67,70.43536376953125)* (67,70.43536376953125)* (466,70.08282470703125)* (302,69.63528442382812)* (679,69.3812255859375) (291,68.85955810546875) (310,68.6653060913086) (301,68.57450103759766) (344,68.52082061767578) (972,68.4371566772461) (544,68.37835693359375) (526,68.31086730957031)* (352,68.2192611694336) (325,68.18492889404297) (318,67.76331329345703) (498,67.7442626953125) (704,67.74253845214844) (528,67.71566772460938) (65,67.61551666259766)
478: (3746,66.72329711914062) (3333,66.49214172363281) (227,66.4241943359375) (4808,66.04927062988281) (383,65.72454071044922) (4792,65.72261047363281) (3745,65.51842498779297) (4800,65.4921646118164) (3743,65.49199676513672) (4791,65.47328186035156) (1046,65.46656799316406) (4837,65.39610290527344) (4218,65.38648223876953)* (12094,65.37211608886719) (3456,65.25297546386719) (4807,65.15888214111328) (3792,65.10520935058594) (1186,64.83625793457031) (917,64.77823638916016) (2276,64.75028228759766)
479: (288,68.55776977539062)* (292,68.00994873046875)* (157,67.59605407714844)* (328,67.4621353149414) (701,67.2420883178711)* (67,67.18439483642578)* (67,67.18439483642578)* (257,67.13304901123047)* (310,67.055908203125) (55,66.99784088134766)* (466,66.88225555419922)* (327,66.68396759033203) (329,66.67327117919922)* (907,66.65924072265625)* (161,66.64820861816406) (330,66.5277328491211)* (308,66.47649383544922) (317,66.26864624023438) (312,66.17960357666016) (525,66.1740493774414)
480: (100,66.62786102294922)* (994,66.01942443847656) (877,65.99224853515625) (5260,65.77235412597656) (1083,65.38375091552734) (2562,65.37537384033203) (874,65.27059173583984) (3281,65.27059173583984) (999,65.2695541381836)* (5258,65.22244262695312) (61,65.093505859375) (993,65.07353973388672)* (1892,64.97623443603516) (1885,64.85955810546875) (1073,64.80351257324219)* (2938,64.76087951660156) (91,64.74818420410156) (1079,64.72518157958984) (3920,64.63343048095703) (3451,64.45228576660156)
