userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,75.0465316772461) (3768,74.84757995605469) (1073,74.75566101074219) (51,74.49420928955078)* (3920,74.2337875366211) (1014,73.69796752929688) (1019,73.68535614013672) (1013,73.63550567626953) (998,73.54996490478516) (1836,73.5308609008789) (997,73.46241760253906) (187,73.40522766113281) (3501,73.39506530761719) (1885,73.39071655273438) (59,73.33796691894531)* (157,73.26742553710938) (1886,73.21783447265625) (4308,73.1673355102539) (91,73.10387420654297)* (61,73.01515197753906)*
361: (701,76.48834991455078)* (300,76.05525970458984) (2523,75.90653991699219) (301,75.89553833007812) (679,75.79307556152344) (333,75.78421783447266)* (288,75.75747680664062)* (306,75.56771850585938) (265,75.4273910522461) (310,75.42611694335938)* (466,75.33170318603516) (157,75.23896789550781) (329,74.9579849243164) (461,74.90595245361328)* (316,74.87212371826172) (311,74.74041748046875) (261,74.72874450683594) (455,74.72685241699219) (298,74.64898681640625) (903,74.625244140625)
362: (6120,72.93497467041016)* (439,72.49430084228516)* (498,72.4321060180664)* (1045,72.11859130859375) (209,72.06939697265625) (1672,72.03855895996094) (5630,71.9149398803711) (714,71.87898254394531)* (220,71.80619812011719) (982,71.4695053100586) (6132,71.46251678466797) (932,71.44305419921875) (424,71.42145538330078) (706,71.4064712524414) (377,71.35031127929688) (207,71.32500457763672) (1807,71.3071060180664) (3333,71.29747009277344) (234,71.277099609375) (542,71.24421691894531)
363: (500,72.74481201171875) (1145,72.74080657958984) (377,72.71498107910156) (517,72.62920379638672) (198,72.6083755493164) (209,72.56903076171875) (978,72.48467254638672) (412,72.44701385498047) (1044,72.42991638183594) (1180,72.27644348144531) (6120,72.2469482421875) (1650,72.23977661132812) (488,72.23880767822266)* (472,72.17195129394531) (2352,72.13167572021484) (1406,72.13131713867188) (2661,72.07389068603516) (540,72.07110595703125) (2794,72.03671264648438) (840,72.01319885253906)
364: (227,78.17711639404297)* (222,78.10979461669922) (1732,77.87812042236328) (197,77.81685638427734) (1957,77.75071716308594) (1944,77.69247436523438) (1976,77.65348815917969) (609,77.5759048461914) (859,77.49420928955078) (1504,77.38208770751953) (622,77.30860900878906) (602,77.26554107666016) (1207,77.16166687011719) (199,77.15953826904297) (206,77.14741516113281) (231,77.12077331542969) (4079,77.114990234375) (434,76.9404067993164) (429,76.91307067871094) (9545,76.90324401855469)
365: (756,65.7506103515625) (5911,64.84496307373047) (11592,64.61454010009766) (9342,64.49166107177734) (2668,64.44078063964844) (3886,64.43425750732422) (2030,64.38944244384766) (1222,64.18428802490234) (750,64.13490295410156) (2026,64.11607360839844) (2676,64.09854888916016) (10198,64.09284973144531) (748,64.02985382080078) (11896,64.01041412353516) (9339,63.91057586669922) (1418,63.90180969238281) (14932,63.87757110595703) (3280,63.765743255615234) (744,63.759735107421875) (113,63.7056884765625)
366: (441,79.18376922607422) (2542,78.69422149658203) (1504,78.38369750976562) (2828,77.95532989501953) (3364,77.80817413330078) (238,77.78858184814453) (197,77.7051773071289) (206,77.67390441894531) (6151,77.59099578857422) (2289,77.4913558959961) (2605,77.37443542480469) (1957,77.30325317382812) (233,77.21902465820312) (599,77.18405151367188) (629,77.1406021118164) (159,77.09835815429688) (227,77.04183197021484)* (858,76.94233703613281) (226,76.92619323730469) (3707,76.89970397949219)
367: (808,75.09317016601562) (230,74.8877182006836) (1186,74.79367065429688) (377,74.38070678710938) (779,74.19998931884766) (190,74.18011474609375) (5310,73.85672760009766) (1188,73.8034896850586) (486,73.77540588378906) (207,73.66107177734375)* (1866,73.65459442138672) (234,73.63194274902344) (198,73.57371520996094) (220,73.55511474609375) (4375,73.51976776123047) (1672,73.38497161865234) (1091,73.32096099853516) (229,73.30288696289062) (228,73.29481506347656) (1406,73.29183197021484)
368: (2139,68.13185119628906)* (6217,68.02196502685547)* (3884,67.72911834716797)* (604,67.51615142822266) (8864,67.02325439453125) (3259,66.91558074951172) (620,66.87378692626953) (4058,66.86442565917969) (1718,66.85293579101562) (81,66.81402587890625) (154,66.79053497314453) (4064,66.64737701416016) (433,66.55648040771484) (237,66.44945526123047) (429,66.42859649658203) (618,66.35393524169922) (8672,66.35023498535156) (1167,66.32926940917969) (7878,66.23348999023438) (13557,66.18816375732422)
369: (217,76.17723083496094)* (1389,75.40459442138672) (622,74.97798919677734) (898,74.79329681396484) (430,74.7283935546875) (604,74.60713195800781) (6217,74.41466522216797) (65,74.18949127197266) (65,74.18949127197266) (1632,74.17581176757812) (199,74.14979553222656)* (154,74.08075714111328) (228,74.07192993164062) (1375,73.98855590820312)* (2425,73.97098541259766) (223,73.91001892089844) (418,73.88663482666016) (1048,73.65518188476562)* (437,73.5763931274414) (425,73.54901123046875)
370: (190,76.49297332763672) (182,75.84644317626953) (229,75.36560821533203) (154,74.90636444091797)* (173,74.7669906616211)* (511,74.75559997558594)* (227,74.58849334716797) (316,74.48246765136719) (228,74.48214721679688) (1090,74.46135711669922) (159,74.42739868164062) (166,74.32195281982422) (4435,74.29410552978516) (1502,74.20753479003906) (1098,74.16593933105469) (1384,74.16127014160156) (969,74.04671478271484) (207,73.92577362060547) (184,73.88742065429688) (715,73.86043548583984)
371: (2,70.66061401367188) (380,70.2552490234375) (163,70.01437377929688) (7,70.00379180908203) (2747,69.92798614501953) (707,69.8586654663086) (1704,69.82172393798828) (234,69.72794342041016) (868,69.58123016357422) (726,69.50360107421875) (1249,69.34081268310547)* (1099,69.33265686035156) (2835,69.28852081298828) (1789,69.28720092773438) (3048,69.28636169433594) (2735,69.25313568115234) (63,69.2354965209961) (63,69.2354965209961) (176,69.19255065917969) (1072,69.16438293457031)*
372: (377,76.22208404541016)* (497,75.37220001220703) (486,75.34468078613281) (518,75.11210632324219) (510,74.9088134765625) (1797,74.89605712890625) (1704,74.88936614990234) (930,74.6639404296875) (230,74.57796478271484) (1859,74.574462890625) (198,74.56411743164062) (3240,74.41869354248047) (504,74.27928924560547) (489,74.2780532836914) (190,74.22293853759766) (1179,74.14505004882812) (2941,74.1317138671875) (722,74.08760833740234) (378,74.06700134277344) (405,73.99386596679688)
375: (300,77.68408203125)* (292,77.55928039550781)* (55,77.40365600585938) (333,77.40335083007812) (466,77.20347595214844) (701,76.78385162353516) (291,76.72454833984375)* (298,76.6419448852539) (306,76.60623168945312)* (157,76.56555938720703) (301,76.5146484375) (257,76.34200286865234) (972,76.14472198486328) (548,76.13695526123047) (328,76.06427764892578) (544,76.03492736816406) (532,76.0273208618164) (349,75.96121978759766) (526,75.93533325195312) (461,75.8799057006836)
376: (2033,83.5633773803711) (1369,83.42505645751953)* (2746,82.70033264160156) (954,82.49629211425781) (1353,82.19476318359375) (1103,82.13121795654297) (2838,82.0829086303711) (1366,82.00421905517578) (1372,81.79564666748047) (380,81.78119659423828) (868,81.76836395263672) (732,81.67244720458984) (2735,81.6506118774414) (1412,81.62175750732422) (2952,81.55207824707031) (176,81.4537353515625) (9550,81.41732788085938) (7044,81.4168472290039) (2013,81.35832214355469) (957,81.3302230834961)
377: (707,78.93038177490234) (841,78.52032470703125)* (843,78.28587341308594) (198,78.20419311523438) (1274,77.77323150634766) (920,77.62969970703125)* (846,77.35567474365234) (1358,77.31232452392578) (815,77.2557601928711) (1369,77.2348403930664) (978,77.21892547607422) (1351,76.96369934082031) (1360,76.90750885009766) (517,76.89325714111328) (383,76.83132934570312) (1206,76.8156509399414) (1104,76.81056213378906) (949,76.80260467529297) (234,76.79081726074219) (1974,76.57389068603516)*
378: (1415,77.5422592163086)* (951,77.35110473632812)* (2343,76.61627197265625) (732,76.43704986572266) (728,76.42864990234375) (1810,76.41336059570312) (2183,76.37411499023438) (1803,76.36126708984375) (511,76.33720397949219) (868,76.33688354492188) (1464,76.2752914428711) (2861,76.22869873046875) (4130,76.1812973022461) (2901,76.08477020263672) (192,75.94048309326172) (1122,75.91783905029297)* (77,75.86384582519531)* (77,75.86384582519531)* (9926,75.82300567626953) (562,75.75370025634766)*
380: (295,76.9030532836914)* (55,76.68962860107422) (289,76.59444427490234)* (701,76.3587417602539) (306,76.29877471923828) (251,76.23048400878906) (310,76.20234680175781) (484,75.93441772460938) (279,75.91289520263672) (301,75.8481674194336) (288,75.82842254638672)* (312,75.80477905273438) (4565,75.74607849121094) (320,75.7400894165039)* (3500,75.73214721679688) (1937,75.73045349121094)* (265,75.71923065185547) (1475,75.71249389648438) (907,75.66809844970703) (322,75.60319519042969)
382: (267,74.89934539794922) (1839,73.94084167480469)* (1826,73.89313507080078) (6046,73.66082000732422) (276,73.55916595458984)* (271,73.54464721679688) (617,73.36790466308594) (2924,73.1958999633789) (2921,73.14527130126953) (6626,72.94891357421875) (5645,72.94264221191406) (2931,72.78633117675781) (1613,72.736328125) (9585,72.44497680664062) (4723,72.43236541748047) (278,72.4302978515625) (2923,72.35125732421875)* (1641,72.20500183105469) (2905,72.14982604980469) (249,72.13680267333984)
383: (89,79.00386047363281) (486,78.21341705322266) (300,78.17998504638672) (689,78.1642837524414) (1375,78.15577697753906) (289,78.02611541748047) (377,77.87435913085938) (291,77.76309204101562) (67,77.66352844238281) (67,77.66352844238281) (1934,77.61942291259766) (378,77.58882904052734) (679,77.54901885986328) (316,77.54805755615234) (228,77.47859954833984) (302,77.40823364257812) (288,77.38922119140625) (1377,77.3729019165039) (344,77.34041595458984) (298,77.27418518066406)
385: (333,80.56610107421875)* (498,79.9599380493164)* (289,79.42446899414062)* (295,79.20674133300781) (701,78.6200180053711) (298,78.57955169677734) (306,78.52764129638672)* (67,78.49838256835938) (67,78.49838256835938) (378,78.38666534423828) (691,78.28346252441406) (293,78.2591323852539) (1934,78.08411407470703) (55,78.04170227050781) (475,78.01779174804688) (681,78.00049591064453)* (377,77.9632339477539)* (972,77.92378234863281) (538,77.90330505371094) (689,77.85641479492188)
386: (928,79.15425109863281) (1803,77.44508361816406) (917,77.4438247680664) (1425,77.18096923828125) (1415,77.17800903320312) (712,77.07347106933594) (730,76.78614807128906) (2787,76.69647216796875) (707,76.65754699707031)* (3472,76.58183288574219) (728,76.49235534667969) (2842,76.4161605834961) (4165,76.36503601074219) (1249,76.32899475097656) (227,76.31149291992188) (868,76.30403137207031) (380,76.21043395996094) (2343,76.19355773925781) (951,76.15288543701172) (1412,76.11906433105469)
387: (331,78.33406066894531) (1613,77.63716888427734)* (527,77.44364166259766) (8071,77.38445281982422) (239,77.23771667480469) (310,77.11322021484375) (2923,76.95040130615234) (6226,76.8834457397461) (901,76.68687438964844) (89,76.68304443359375) (314,76.56698608398438) (1934,76.5412826538086) (547,76.43407440185547) (1941,76.41300201416016) (3488,76.38756561279297) (1936,76.38372802734375) (9902,76.36962890625) (3317,76.36502075195312) (285,76.30615997314453) (295,76.2650146484375)
388: (1066,78.74402618408203) (174,78.69527435302734) (955,78.2585220336914)* (5073,78.03620910644531) (7,77.94786834716797) (529,77.9263916015625) (63,77.69367218017578) (63,77.69367218017578) (518,77.68921661376953)* (1797,77.593994140625) (72,77.54411315917969) (72,77.54411315917969) (1114,77.38178253173828) (1099,77.31666564941406) (968,77.26248931884766) (506,77.0934066772461) (707,76.9501953125) (407,76.88985443115234)* (1029,76.86840057373047) (475,76.8578109741211)
390: (295,76.40869140625)* (257,75.34931182861328)* (352,75.11393737792969) (349,74.95401000976562) (328,74.92943572998047)* (525,74.51253509521484) (285,74.50077819824219) (329,74.4935302734375) (1037,74.41153717041016)* (157,74.34892272949219) (161,74.06483459472656) (310,73.99111938476562) (317,73.95284271240234)* (531,73.89436340332031) (386,73.85568237304688)* (301,73.83238983154297) (461,73.82516479492188)* (535,73.80912780761719) (913,73.78152465820312) (318,73.76948547363281)
391: (1188,70.68604278564453) (2204,70.17642974853516) (10582,69.50090026855469) (8881,69.40021514892578) (9788,69.3730697631836) (5129,69.34693145751953) (814,69.28382873535156) (4173,69.28136444091797) (495,69.25807189941406) (7724,69.12801361083984) (5963,69.08403015136719) (5939,69.0741195678711) (17633,69.05847930908203) (12386,69.05732727050781) (500,69.02818298339844) (4375,69.0201644897461) (14444,68.98432922363281) (2203,68.9712142944336) (371,68.96327209472656) (2426,68.9387435913086)
392: (67,74.68282318115234)* (67,74.68282318115234)* (289,74.50112915039062)* (300,74.45907592773438) (291,74.26907348632812)* (344,74.21443176269531)* (701,74.21157836914062) (1556,74.06803131103516) (683,74.0258560180664) (55,73.96448516845703) (2176,73.8941421508789) (1243,73.84683990478516) (2523,73.81636810302734) (355,73.78273010253906) (298,73.7754898071289) (184,73.74404907226562) (261,73.72703552246094) (288,73.69782257080078)* (295,73.69511413574219) (498,73.68528747558594)*
393: (533,77.6150131225586) (220,77.57354736328125) (65,77.45084381103516)* (65,77.45084381103516)* (982,77.15393829345703) (1048,77.14102935791016) (706,77.09618377685547) (230,77.08264923095703) (228,76.83048248291016) (229,76.80322265625) (868,76.77517700195312) (1249,76.72319030761719) (1244,76.65033721923828) (511,76.63923645019531) (424,76.4451904296875) (2346,76.3783187866211) (159,76.35408782958984) (154,76.26725769042969) (366,76.21670532226562) (163,76.20198822021484)
394: (705,72.14369201660156) (4828,72.08123779296875) (708,71.46246337890625) (932,71.24732971191406) (1651,71.22290802001953) (1241,71.22232818603516) (3741,70.87673950195312) (3127,70.65918731689453) (4823,70.51626586914062) (6120,70.5102767944336) (1654,70.5085220336914) (1667,70.49591827392578) (2080,70.43936157226562) (6123,70.35609436035156) (5772,70.30854034423828) (1771,70.2561264038086) (3386,70.23131561279297) (6795,70.22899627685547) (4834,70.1711196899414) (1653,70.16728210449219)
395: (707,75.27701568603516) (7639,74.62020111083984) (923,74.48475646972656) (489,74.459228515625) (1547,74.40967559814453)* (2835,74.2660140991211) (841,74.09613037109375)* (2380,73.93865966796875)* (808,73.88613891601562) (815,73.75418853759766)* (10046,73.69866180419922) (918,73.6113052368164)* (953,73.48426818847656) (1104,73.4414291381836)* (1351,73.36544799804688) (2143,73.2581558227539) (503,73.17489624023438)* (1348,73.15876770019531) (850,73.0326156616211) (1145,72.99976348876953)*
396: (1330,73.86153411865234) (14343,73.66085815429688) (63,73.34989929199219) (63,73.34989929199219) (1009,73.33232879638672) (69,72.9390869140625) (69,72.9390869140625) (175,72.89381408691406) (38,72.67888641357422) (157,72.58099365234375) (4912,72.53760528564453) (5238,72.47891235351562) (54,72.4519271850586) (54,72.4519271850586) (4987,72.373046875) (11084,72.35040283203125) (13637,72.3252944946289) (3674,72.16627502441406) (1900,72.11018371582031) (3462,72.0139389038086)
397: (72,74.94841766357422)* (72,74.94841766357422)* (1298,73.1423568725586) (51,73.0262222290039)* (1075,73.00947570800781) (3988,72.98440551757812) (2014,72.96504211425781) (518,72.96460723876953) (63,72.89325714111328) (63,72.89325714111328) (187,72.82695770263672) (70,72.69693756103516) (1713,72.68656921386719)* (1098,72.56254577636719) (173,72.54288482666016) (32,72.49376678466797) (1066,72.46710205078125) (64,72.45807647705078) (64,72.45807647705078) (1295,72.38084411621094)
398: (429,71.16726684570312) (159,70.91141510009766) (196,70.50032806396484) (1090,70.49920654296875) (207,70.4422607421875)* (59,70.3731689453125) (173,70.26265716552734) (425,70.26009368896484) (418,70.05850982666016) (190,70.0543441772461) (88,69.99951934814453)* (424,69.9182357788086) (533,69.87322235107422)* (228,69.80557250976562) (229,69.80394744873047) (2531,69.72810363769531) (436,69.659912109375) (969,69.6434326171875) (1390,69.63363647460938) (199,69.58256530761719)*
399: (466,79.09571838378906)* (295,79.00897216796875)* (679,78.330078125) (325,78.16818237304688) (306,78.12641906738281) (498,78.00563049316406) (55,77.66275024414062) (349,77.54932403564453) (67,77.5347671508789) (67,77.5347671508789) (544,77.47710418701172) (293,77.45387268066406) (458,77.43206787109375) (528,77.41738891601562) (523,77.39298248291016) (464,77.3477783203125) (680,77.30036163330078) (324,77.28927612304688) (328,77.2801284790039) (908,77.27615356445312)
400: (288,78.07882690429688)* (466,77.89305877685547)* (679,77.34980010986328) (257,77.01624298095703) (498,77.01123809814453) (325,76.93333435058594)* (349,76.93247985839844) (344,76.81981658935547) (458,76.74083709716797) (299,76.6731185913086)* (318,76.61912536621094)* (802,76.58646392822266) (329,76.46025085449219) (352,76.3583755493164) (680,76.3343734741211) (543,76.2625503540039) (328,76.17475891113281) (528,76.09832000732422)* (525,76.0537338256836) (704,76.02335357666016)*
