userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,74.55168914794922) (187,73.03765869140625) (51,72.87222290039062)* (1713,72.80648803710938) (3501,72.65637969970703) (1073,72.46194458007812) (157,72.06377410888672) (238,71.9781265258789) (1098,71.9620361328125) (1394,71.91475677490234) (1795,71.90744018554688) (3992,71.90199279785156) (511,71.79154205322266) (1014,71.66934204101562) (1379,71.54679870605469) (1892,71.3944091796875) (70,71.37683868408203)* (175,71.3460693359375) (61,71.24837493896484)* (59,71.24139404296875)*
364: (205,70.36791229248047) (2629,70.08576965332031) (429,69.95243072509766) (609,69.80528259277344) (227,69.72779846191406)* (197,69.70964050292969) (222,69.70012664794922) (4079,69.63273620605469) (2640,69.29890441894531) (2422,69.15494537353516) (599,69.03811645507812) (859,68.98660278320312) (1242,68.92282104492188) (858,68.8963623046875) (231,68.80368041992188) (206,68.79656982421875) (199,68.72819519042969) (6824,68.67892456054688) (629,68.65983581542969) (1957,68.59516906738281)
365: (5299,76.81544494628906) (1226,76.7928466796875) (625,76.52291870117188) (2146,76.32438659667969) (756,76.30146789550781) (748,76.2108154296875) (744,76.20355224609375) (2668,75.96009063720703) (610,75.75630187988281) (1123,75.74602508544922) (1835,75.69051361083984) (11652,75.66877746582031) (2673,75.64090728759766) (3417,75.60226440429688) (1222,75.56809997558594) (1423,75.55084228515625) (2026,75.48518371582031) (616,75.44255065917969) (6159,75.37122344970703)* (6582,75.34580993652344)
366: (6151,70.63316345214844) (621,70.32360076904297) (632,70.00184631347656) (8513,69.93202209472656) (216,69.87068939208984) (206,69.74991607666016) (602,69.73108673095703) (1423,69.66873168945312) (231,69.57215881347656) (218,69.50015258789062) (964,69.42744445800781) (6295,69.38520812988281) (196,69.35755157470703) (238,69.32086944580078) (237,69.29563903808594) (616,69.26106262207031)* (609,69.2310791015625)* (199,69.15754699707031) (858,68.98036193847656) (162,68.956787109375)
367: (1186,76.05941009521484) (403,74.72281646728516) (230,74.22187042236328) (460,74.16766357421875) (5310,74.00196075439453) (687,73.96422576904297) (1866,73.3189468383789) (1198,73.17047882080078) (537,73.0530776977539) (1046,72.98068237304688) (4375,72.97400665283203) (808,72.80598449707031) (1043,72.58531188964844) (1105,72.57318878173828) (1182,72.48556518554688) (1246,72.48360443115234)* (190,72.41375732421875) (8614,72.39772033691406) (2661,72.39157104492188) (6453,72.35382843017578)
368: (2289,68.34888458251953) (1167,68.06757354736328) (3208,68.06011962890625) (3884,68.02268981933594)* (8832,67.81629943847656) (6217,67.41183471679688)* (4058,67.23039245605469) (154,67.13052368164062) (3893,67.06488800048828) (627,67.00585174560547) (8672,66.9103775024414) (604,66.82157897949219) (8234,66.6848373413086) (59,66.61770629882812) (10110,66.58537292480469) (429,66.54045104980469) (3681,66.53368377685547) (8676,66.46084594726562) (7878,66.45259094238281) (81,66.4336929321289)
369: (217,70.18589782714844)* (430,69.44222259521484) (691,68.78926086425781) (1390,68.463134765625) (898,68.45030212402344) (228,68.23925018310547) (1389,68.05040740966797) (1239,67.97777557373047) (418,67.96992492675781) (1048,67.89826965332031)* (199,67.73654174804688)* (437,67.62427520751953) (7743,67.51034545898438) (1375,67.44522094726562)* (5027,67.435546875) (1400,67.3993911743164) (424,67.37357330322266)* (227,67.23050689697266) (622,67.19805908203125) (65,67.14232635498047)
370: (190,75.68775177001953) (166,74.45829772949219) (173,74.31327056884766)* (228,74.18951416015625) (227,73.97651672363281) (159,73.63309478759766) (72,73.44927215576172) (72,73.44927215576172) (229,73.24434661865234) (1400,73.1257095336914) (959,72.93367004394531) (498,72.7750015258789) (234,72.75469970703125) (851,72.70697021484375) (982,72.65302276611328) (680,72.60289001464844) (5079,72.54373931884766) (511,72.52558898925781)* (1090,72.51803588867188) (1740,72.51231384277344)
371: (2747,71.70591735839844) (3830,71.03614807128906) (3047,70.99109649658203) (30,70.38069152832031) (2735,70.29093933105469) (2033,70.1176986694336) (4297,70.05375671386719) (4906,70.02519989013672) (1330,70.01579284667969) (10435,70.00978088378906) (1072,69.89094543457031)* (2743,69.84590911865234) (1713,69.80024719238281)* (3056,69.71992492675781) (1786,69.6878662109375) (877,69.67550659179688) (407,69.53291320800781) (3046,69.38352966308594) (6439,69.19754791259766) (18380,69.14983367919922)
372: (377,72.34184265136719)* (726,72.10037231445312) (486,71.98085021972656) (518,71.0943374633789) (378,71.0050048828125) (2941,70.91075134277344) (189,70.73340606689453) (1859,70.65998077392578) (371,70.46514129638672) (497,70.40535736083984) (1905,70.37701416015625) (10069,70.11883544921875) (536,70.0244140625) (1091,69.96057891845703) (930,69.95943450927734) (190,69.85707092285156) (3859,69.80992126464844) (2352,69.78843688964844) (198,69.68241882324219) (472,69.55681610107422)
375: (292,71.76287078857422)* (300,71.5339126586914)* (55,71.33064270019531) (466,71.24215698242188) (333,71.2157974243164) (298,70.88165283203125) (525,70.83462524414062) (349,70.63610076904297) (318,70.56135559082031)* (257,70.44693756103516) (157,70.41659545898438) (701,70.39340209960938) (306,70.38850402832031)* (461,70.3722915649414) (299,70.34105682373047) (291,70.32093048095703)* (296,70.19538879394531) (523,70.1075439453125) (310,70.05691528320312) (906,70.0027847290039)
376: (176,75.43601989746094) (2838,75.30792999267578) (5689,75.19967651367188) (1372,75.0992431640625) (1535,75.08140563964844) (957,75.01492309570312) (7100,74.91254425048828) (936,74.90570068359375) (506,74.7939453125) (918,74.76830291748047) (2734,74.73109436035156) (928,74.68148803710938) (1366,74.52639770507812) (1124,74.4639892578125) (706,74.44156646728516) (1369,74.39289093017578)* (729,74.33563995361328) (16449,74.32752227783203) (2787,74.28687286376953) (1132,74.24266815185547)
377: (707,76.30313873291016) (198,75.57015991210938) (1044,74.78234100341797) (843,74.53073120117188) (3719,74.4858169555664) (841,74.3218994140625)* (846,74.11263275146484) (370,74.07264709472656) (1274,74.0634536743164) (978,74.04086303710938) (949,74.02603912353516) (1104,73.97856140136719) (475,73.94669342041016) (1281,73.91446685791016) (706,73.76214599609375) (220,73.6968765258789) (920,73.68241119384766)* (2379,73.62689971923828) (377,73.5537338256836) (7,73.47721099853516)
378: (2183,68.14716339111328) (1464,68.14506530761719) (975,68.02513122558594) (951,67.90991973876953)* (712,67.79862213134766) (1415,67.77243041992188)* (89,67.70598602294922) (192,67.66951751708984) (917,67.65798950195312) (913,67.65574645996094) (599,67.61970520019531) (511,67.34092712402344) (562,67.29408264160156)* (295,67.28617095947266) (2343,67.2389907836914) (733,66.99171447753906) (77,66.98350524902344)* (77,66.98350524902344)* (302,66.91584014892578) (2444,66.91366577148438)
380: (288,68.52424621582031)* (295,68.42018127441406)* (289,68.16383361816406)* (386,67.67809295654297) (55,67.45037841796875) (302,67.39424133300781) (310,67.0219955444336) (4566,66.79141998291016) (306,66.76898193359375) (157,66.64080047607422) (312,66.62669372558594) (279,66.58123779296875) (701,66.57960510253906) (908,66.57166290283203)* (1449,66.51667022705078) (644,66.48479461669922) (535,66.45567321777344) (300,66.41156005859375) (455,66.3057861328125) (461,66.22700500488281)
382: (278,75.13570404052734) (1946,74.95147705078125) (276,74.7286605834961)* (3357,73.71099853515625) (1614,73.59098052978516) (267,73.56429290771484) (271,73.4345932006836) (1963,73.33915710449219) (527,73.2964096069336) (2923,73.27024841308594)* (569,73.16659545898438) (6887,73.13309478759766) (2921,73.07292175292969) (1943,73.04939270019531) (1640,73.00822448730469) (10399,72.90071868896484) (1627,72.8648452758789) (1620,72.70674133300781) (6901,72.58895111083984) (9672,72.33308410644531)
383: (228,71.02134704589844) (689,70.68904876708984) (377,70.5573959350586) (691,70.50426483154297) (89,70.40496826171875) (546,70.37444305419922)* (430,70.36156463623047) (1400,70.30953216552734) (1375,70.29057312011719) (3057,70.13570404052734) (1934,69.99552917480469) (306,69.88961029052734) (300,69.86406707763672) (1246,69.82440948486328) (288,69.75869750976562) (298,69.72855377197266) (903,69.6464614868164) (289,69.5429458618164) (486,69.37567901611328) (1106,69.30680084228516)
385: (333,72.0688247680664)* (498,71.41874694824219)* (289,70.5022964477539)* (298,70.24781036376953) (295,69.98686218261719) (1047,69.4891357421875) (306,69.27456665039062)* (540,69.26966094970703) (377,69.15729522705078)* (691,69.02485656738281) (378,69.0027847290039) (209,68.92124938964844) (293,68.8994369506836) (681,68.8585433959961)* (470,68.7345962524414) (538,68.68167114257812) (701,68.57018280029297) (903,68.55354309082031) (229,68.43608856201172) (689,68.40882110595703)
386: (707,74.7136001586914)* (951,73.32892608642578) (917,73.19363403320312) (706,72.99406433105469) (230,72.76212310791016)* (1249,72.73541259765625) (198,72.20169067382812) (1415,72.09599304199219) (396,72.08436584472656) (1803,72.07646179199219) (234,71.7996826171875) (952,71.79730987548828) (930,71.68251037597656) (536,71.68014526367188) (1672,71.63909912109375) (1914,71.62947845458984) (3427,71.51689147949219) (1650,71.49757385253906) (945,71.41229248046875) (3217,71.37826538085938)
387: (331,63.7109260559082) (1936,63.682315826416016) (5150,63.206886291503906) (239,63.203712463378906) (247,63.095211029052734) (8178,63.08979797363281) (913,62.90113830566406) (89,62.89967727661133) (1486,62.868934631347656) (288,62.76481628417969)* (295,62.70870590209961) (310,62.57210159301758) (1935,62.56440734863281) (527,62.48589324951172) (4696,62.452884674072266) (306,62.386016845703125) (285,62.3400764465332) (1934,62.28144073486328) (289,62.278621673583984) (7340,62.26243591308594)
388: (945,74.89197540283203) (963,74.07489013671875) (2055,74.0689697265625) (1121,73.98565673828125) (518,73.96595001220703)* (2446,73.74488067626953)* (4437,73.70065307617188) (1130,73.68505859375) (707,73.62439727783203) (1123,73.6044921875) (370,73.58793640136719) (1124,73.58439636230469) (917,73.4083251953125) (1797,73.40298461914062) (754,73.33789825439453) (4927,73.33776092529297) (2952,73.29164123535156) (230,73.06214141845703) (5605,73.02604675292969) (63,72.99344635009766)
390: (295,66.36100769042969)* (349,66.02301788330078) (257,65.5644760131836)* (461,65.14613342285156)* (352,64.78736877441406) (310,64.67485809326172) (523,64.64210510253906)* (913,64.61693572998047) (157,64.58354949951172) (318,64.54006958007812) (525,64.53018951416016) (544,64.52249908447266) (320,64.40775299072266) (161,64.26776885986328) (291,64.19904327392578) (325,64.12317657470703) (328,63.915130615234375)* (475,63.891910552978516)* (908,63.848472595214844) (326,63.82246017456055)
391: (495,70.81608581542969) (10430,70.30876922607422) (498,70.29869079589844)* (5972,70.2532730102539) (488,70.07308197021484)* (1874,69.98641204833984) (687,69.93338012695312)* (2619,69.92953491210938) (5950,69.65884399414062) (2150,69.60820770263672) (3247,69.4940414428711) (537,69.39359283447266) (3094,69.3935775756836) (15448,69.15472412109375) (481,69.1389389038086) (408,69.06844329833984) (1905,69.04326629638672) (209,69.0330581665039) (501,69.00415802001953) (497,68.99547576904297)
392: (300,70.52815246582031) (298,70.41987609863281) (291,69.96295166015625)* (295,69.91154479980469) (344,69.87146759033203)* (289,69.82717895507812)* (288,69.77530670166016)* (67,69.61216735839844)* (67,69.61216735839844)* (701,69.3199691772461) (466,69.2710952758789) (683,69.1588134765625) (301,68.9285659790039) (306,68.8833999633789) (55,68.85946655273438) (498,68.82614135742188)* (97,68.8160400390625) (461,68.75074005126953) (2176,68.6637954711914) (1556,68.6413345336914)
393: (230,72.5055923461914) (424,72.19859313964844) (716,72.04762268066406) (228,71.98737335205078) (229,71.64835357666016) (217,71.4208755493164) (498,71.27310180664062) (533,71.05819702148438) (718,71.03778839111328) (903,71.01852416992188) (1515,70.87828063964844) (437,70.86653137207031) (982,70.65983581542969) (1246,70.57439422607422) (298,70.55296325683594) (199,70.53614807128906) (1400,70.53202819824219) (430,70.4820556640625) (212,70.43098449707031) (1048,70.40232849121094)
394: (439,66.72235107421875) (1241,66.46923065185547) (705,65.3355712890625) (2080,65.18399810791016) (5630,65.01155853271484) (719,64.96221160888672) (5772,64.79576110839844) (1755,64.62876892089844) (5441,64.61448669433594) (932,64.4712142944336) (5453,64.30307006835938) (261,64.0852279663086) (3383,63.97355270385742) (3376,63.6235237121582) (708,63.567909240722656) (8713,63.45952606201172) (1761,63.415802001953125) (3382,63.39918518066406) (1768,63.35577392578125) (714,63.35188293457031)
395: (707,74.85711669921875) (841,74.54734802246094)* (9961,74.36473083496094) (839,74.1281509399414) (5666,73.87330627441406) (1360,73.5928955078125)* (918,73.5844955444336)* (5100,73.41764831542969) (1547,73.17742156982422)* (475,73.08807373046875) (5105,73.03022003173828)* (2381,72.9204330444336) (2384,72.77296447753906) (953,72.68475341796875) (706,72.65377807617188) (383,72.63420104980469) (5600,72.61100769042969) (846,72.60289001464844)* (1369,72.57063293457031) (949,72.54753112792969)
396: (157,73.000732421875) (63,72.22506713867188) (63,72.22506713867188) (77,71.98526000976562) (77,71.98526000976562) (601,71.77105712890625) (475,71.67829132080078) (3674,71.6546401977539) (1009,71.61479187011719) (51,71.485595703125) (69,71.48104095458984) (69,71.48104095458984) (463,71.42485809326172) (5238,71.39046478271484) (1001,71.3251953125) (529,71.23612213134766) (4987,71.13544464111328) (1601,71.00032806396484) (161,70.98379516601562) (1713,70.95852661132812)
397: (72,81.36390686035156)* (72,81.36390686035156)* (51,78.81048583984375)* (1886,78.67118072509766) (67,78.49517822265625) (67,78.49517822265625) (1073,78.4454345703125) (3501,78.38301849365234) (238,78.21712493896484) (390,78.18290710449219) (89,77.99510192871094) (1707,77.98584747314453) (1075,77.94429016113281) (187,77.90884399414062) (173,77.90743255615234) (1705,77.86895751953125) (56,77.83946228027344) (56,77.83946228027344) (58,77.8180160522461) (58,77.8180160522461)
398: (418,73.70267486572266) (159,72.673095703125) (425,72.650390625) (207,72.39947509765625)* (228,72.3657455444336) (217,72.3282699584961) (429,72.1861572265625) (199,72.1666259765625)* (1390,72.14994049072266) (436,72.14617919921875) (424,72.07624053955078) (618,72.06524658203125) (196,72.04678344726562) (1090,72.01805877685547) (173,71.95086669921875) (1510,71.78816223144531) (190,71.68598175048828) (757,71.6832275390625) (1106,71.65725708007812) (229,71.64794921875)
399: (466,68.5237808227539)* (295,67.982421875)* (679,67.59620666503906) (325,67.45599365234375) (908,67.41620635986328) (523,67.17536926269531) (458,67.13711547851562) (681,66.99410247802734) (349,66.88843536376953) (306,66.88148498535156) (293,66.81217956542969) (704,66.63430786132812) (464,66.58084106445312) (680,66.57636260986328) (544,66.5413818359375) (298,66.52476501464844) (528,66.47406005859375) (55,66.4072494506836) (498,66.3166732788086) (543,66.19556427001953)
400: (288,68.22209167480469)* (466,67.86436462402344)* (352,66.9334487915039) (349,66.84857177734375) (299,66.822265625)* (318,66.7004165649414)* (679,66.65901947021484) (325,66.6523208618164)* (344,66.53650665283203) (543,66.40351104736328) (3397,66.32199096679688)* (704,66.17139434814453)* (2025,66.14595031738281) (257,66.11566925048828) (680,66.04147338867188) (298,65.98786926269531) (2020,65.98196411132812) (525,65.953125) (802,65.93602752685547) (528,65.92281341552734)*
401: (1041,69.33472442626953)* (5630,68.36146545410156) (1246,68.21186828613281) (932,68.11170959472656)* (2080,67.75059509277344) (808,67.73766326904297) (6121,67.69115447998047) (1672,67.6500244140625) (840,67.64838409423828) (439,67.55726623535156) (4834,67.53317260742188) (1045,67.480712890625) (424,67.22879791259766) (7832,67.15693664550781) (1185,67.07893371582031) (209,67.03788757324219) (3382,67.0146484375) (2352,66.9693603515625) (481,66.95257568359375) (708,66.93705749511719)
402: (198,77.11088562011719) (710,77.09004974365234) (1261,77.01594543457031) (724,76.8844985961914)* (614,76.85423278808594) (854,76.48112487792969) (952,76.27191925048828) (2342,76.26020050048828) (1372,76.10343933105469)* (1104,75.99067687988281) (1803,75.95405578613281) (176,75.89083099365234) (7,75.88299560546875)* (868,75.77957916259766)* (226,75.75639343261719) (2834,75.66232299804688) (2787,75.22521209716797) (957,75.07608795166016) (533,75.04656982421875) (3470,75.03026580810547)
403: (1034,82.76628875732422) (680,80.68464660644531)* (487,79.95501708984375)* (2543,79.69319915771484) (3200,79.58362579345703) (1807,79.54320526123047) (40,79.4734115600586) (3367,79.47217559814453) (1670,79.4410629272461) (790,79.31724548339844) (6448,79.27249145507812) (300,79.23908996582031)* (5462,79.08265686035156) (333,79.03997802734375) (5149,79.03207397460938) (12555,78.97880554199219) (4773,78.8095703125) (1066,78.74715423583984)* (539,78.70767211914062) (15900,78.67788696289062)
