userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,65.89234924316406)* (1001,65.65420532226562) (187,64.37413024902344) (1073,64.36953735351562) (59,64.2488784790039)* (1824,64.08040618896484) (1014,64.03302764892578) (627,63.97802734375) (1836,63.826751708984375) (157,63.7722053527832) (3768,63.72329330444336) (4308,63.64678955078125) (1394,63.629295349121094) (1892,63.520938873291016) (3992,63.51335525512695) (70,63.407649993896484)* (175,63.354522705078125) (601,63.354087829589844) (193,63.33505630493164) (511,63.30375671386719)
416: (751,65.85560607910156) (10008,65.59809875488281) (3809,65.57849884033203) (2165,65.35731506347656) (1288,65.0196304321289) (11625,64.97954559326172) (1222,64.96293640136719) (3826,64.92357635498047) (1229,64.78572082519531) (4970,64.75965881347656) (3805,64.3996353149414) (2749,64.31120300292969) (2817,64.23261260986328) (6286,64.18507385253906) (47,64.16372680664062) (1203,63.9154052734375) (2702,63.91216278076172) (1418,63.889930725097656) (11611,63.882972717285156) (6759,63.77406311035156)
417: (67,63.76118087768555)* (67,63.76118087768555)* (288,62.95820999145508)* (292,62.93059158325195)* (300,62.47589111328125)* (157,62.43182373046875)* (1934,62.395233154296875) (310,62.336143493652344) (257,62.26876449584961)* (689,61.94390106201172) (525,61.94349670410156) (97,61.938533782958984) (679,61.90657043457031) (316,61.90563201904297) (535,61.700828552246094) (466,61.68872833251953) (903,61.342140197753906) (58,61.23323440551758) (58,61.23323440551758) (265,61.13312911987305)
418: (3258,59.29149627685547)* (898,58.819576263427734)* (217,58.689186096191406)* (622,58.571319580078125)* (204,57.920555114746094) (604,57.75077819824219) (9485,57.71080017089844) (6229,57.59469223022461) (222,57.592620849609375) (199,57.56846237182617) (3341,57.555625915527344) (223,57.48716735839844) (2627,57.371673583984375) (227,57.357757568359375) (1632,57.25791931152344) (433,57.21811294555664) (3110,57.21169662475586) (3754,57.12033462524414) (8504,57.09160614013672) (1389,57.022560119628906)
419: (1449,71.41287994384766) (317,71.3029556274414)* (4024,71.07879638671875) (332,71.02095794677734)* (484,70.8148422241211) (7340,70.80836486816406) (5988,70.76546478271484) (543,70.60354614257812) (1444,70.56402587890625) (10987,70.5191421508789) (292,70.51416778564453) (1037,70.50670623779297) (1613,70.50064849853516) (328,70.41283416748047) (1457,70.41261291503906) (475,70.41118621826172) (67,70.33857727050781) (67,70.33857727050781) (330,70.33749389648438) (3985,70.33551025390625)
420: (3981,63.76313400268555) (7111,63.438411712646484) (6308,62.85722732543945) (5787,62.74821472167969) (1465,62.74814987182617) (575,62.71677780151367) (3966,62.61949920654297) (7452,62.4905891418457) (5775,62.36970138549805) (3281,62.24860382080078) (253,62.24657440185547) (157,62.1798210144043) (5447,62.170433044433594) (2394,62.1006965637207) (258,61.88432312011719) (2054,61.78077697753906) (292,61.73870849609375) (2902,61.713905334472656) (2031,61.663536071777344) (1471,61.656009674072266)
421: (288,67.58861541748047)* (257,67.182861328125)* (67,67.03009796142578)* (67,67.03009796142578)* (349,66.62396240234375)* (301,66.48014831542969)* (466,66.45233154296875)* (55,66.4406509399414)* (525,66.39897155761719)* (294,66.04002380371094) (352,65.70655059814453) (344,65.52118682861328) (523,65.41610717773438) (318,65.3242416381836) (679,65.30769348144531) (328,65.28433227539062) (285,64.91836547851562) (906,64.88818359375) (465,64.86852264404297) (331,64.86459350585938)
423: (993,59.350250244140625)* (3920,59.22299575805664) (99,59.13261795043945)* (998,59.11862564086914) (98,59.01077651977539) (1014,59.001914978027344) (1001,58.633487701416016)* (1892,58.53197479248047) (905,57.78462219238281) (91,57.77127456665039) (877,57.7446174621582) (1019,57.621585845947266) (2936,57.56050109863281) (511,57.55543899536133)* (2559,57.51350784301758) (1079,57.426761627197266) (996,57.39975357055664) (68,57.393096923828125)* (68,57.393096923828125)* (994,57.28424072265625)
424: (198,63.27981948852539)* (7,63.0791130065918) (726,62.99666213989258) (930,62.860633850097656)* (978,62.68576431274414) (953,62.502994537353516) (1099,62.48404312133789) (2835,62.45176315307617) (1131,62.44125747680664) (1044,62.35530090332031) (923,62.24483108520508) (1358,62.2119026184082)* (503,62.173702239990234) (181,62.14249801635742)* (3238,62.097808837890625) (918,62.06855392456055) (724,61.989444732666016) (377,61.96723556518555) (370,61.96683120727539) (959,61.96554946899414)
425: (289,64.92578125)* (349,64.17713928222656)* (291,63.74681854248047)* (523,63.63896179199219) (679,63.37725067138672) (293,63.230751037597656) (908,63.023319244384766) (67,62.96440124511719) (67,62.96440124511719) (294,62.96128845214844) (329,62.93247604370117) (681,62.917991638183594)* (352,62.874114990234375) (543,62.85850143432617) (320,62.811912536621094) (498,62.7247314453125)* (790,62.65922164916992) (328,62.654457092285156)* (525,62.62473678588867) (913,62.604087829589844)
426: (2605,71.70269775390625)* (57,71.11006164550781) (1747,70.72757720947266)* (1222,70.52264404296875) (1708,70.26427459716797) (4113,70.23545837402344) (2681,70.17723083496094) (2691,70.1239013671875) (744,70.08881378173828) (4865,69.97047424316406) (6582,69.81782531738281) (2030,69.77108764648438) (2716,69.5975570678711) (1745,69.59293365478516) (616,69.49847412109375) (1098,69.45894622802734) (2668,69.4127426147461) (9783,69.20538330078125) (3164,69.15772247314453) (5927,69.11337280273438)
427: (1378,68.03799438476562) (4262,67.96504211425781)* (2850,67.47362518310547) (209,67.26370239257812) (1100,67.24659729003906)* (537,67.18561553955078) (498,66.91700744628906) (217,66.84410858154297) (412,66.84111785888672)* (1186,66.57835388183594) (1541,66.54003143310547) (507,66.4751968383789) (1181,66.4010238647461) (4103,66.31647491455078) (1866,66.27915954589844) (1197,66.26980590820312) (6298,66.18370819091797) (2840,66.18070983886719) (808,66.17903137207031) (1091,66.1749267578125)
428: (1001,57.78693771362305)* (997,57.44189453125)* (994,57.129642486572266)* (95,56.93648147583008) (3201,56.90411376953125) (1013,56.71245193481445) (193,56.53267288208008) (993,56.479026794433594)* (874,56.428253173828125) (5833,56.40980529785156) (2936,56.37238693237305) (3768,56.273406982421875) (187,56.23741149902344)* (59,56.18740463256836)* (91,56.099151611328125) (61,56.067298889160156) (157,56.01606750488281)* (99,55.854576110839844) (68,55.843544006347656) (68,55.843544006347656)
430: (3281,58.47206115722656) (253,56.515899658203125) (1464,56.514312744140625) (874,56.50740432739258)* (1001,56.37857437133789) (997,56.30744171142578)* (95,56.30580520629883) (599,56.22981643676758)* (994,56.22377395629883) (67,56.21434783935547) (67,56.21434783935547) (10041,56.063480377197266) (998,55.94696807861328) (2031,55.87782287597656) (511,55.84868240356445)* (1883,55.81816482543945) (6714,55.802860260009766) (1899,55.744937896728516) (2936,55.65557098388672) (1076,55.62199783325195)
431: (706,65.19729614257812) (1249,65.18456268310547)* (234,65.06077575683594) (533,64.66744232177734)* (198,64.61045837402344) (190,64.52213287353516)* (1672,64.50125122070312) (498,64.4169692993164) (1513,64.29886627197266) (377,64.19940948486328)* (1406,64.189453125) (227,64.11199951171875)* (2346,64.003173828125)* (486,63.99801254272461) (1044,63.976158142089844) (517,63.67800521850586) (209,63.651641845703125) (724,63.47930145263672) (1246,63.42022705078125) (176,63.3502082824707)
432: (1672,65.6234130859375)* (1180,64.6262435913086) (830,64.21746063232422) (498,64.10688781738281)* (1185,64.03202819824219) (488,63.87742614746094) (1044,63.69709396362305) (412,63.67963790893555) (230,63.67253494262695) (198,63.654850006103516) (209,63.615478515625) (507,63.292022705078125) (472,63.25299072265625) (779,63.152801513671875) (493,63.10151290893555) (1854,63.00975799560547) (1406,62.929222106933594) (1868,62.89427947998047) (1046,62.85125732421875) (6120,62.84993362426758)
433: (3806,62.78266143798828) (8251,62.74674606323242) (953,62.59980392456055) (9511,62.5997428894043) (806,62.514015197753906) (370,62.491939544677734) (10956,62.4395866394043) (503,62.39728546142578)* (5063,61.858558654785156) (2172,61.808143615722656) (930,61.62535858154297) (3807,61.42176055908203) (957,61.37261962890625) (4271,61.28407287597656) (726,61.24457931518555) (14892,61.225982666015625) (1177,61.170928955078125) (506,61.15152359008789) (707,61.12037658691406) (1710,61.07267761230469)
434: (6046,67.48790740966797) (197,66.72040557861328) (3707,66.64310455322266) (881,66.53988647460938) (2471,66.10237884521484) (603,66.05740356445312) (2542,66.01689910888672) (1709,66.00003051757812) (4108,65.728271484375) (1219,65.62583923339844) (875,65.516357421875) (3347,65.50025939941406) (1878,65.45319366455078) (12495,65.40089416503906) (441,65.38105010986328) (1970,65.36933898925781)* (2473,65.35334014892578) (3430,65.33248138427734) (3884,65.30936431884766) (1404,65.2562484741211)
435: (816,59.39366912841797) (2850,58.272342681884766)* (1195,58.26099395751953)* (1180,58.2298698425293) (1197,57.972354888916016)* (1179,57.955589294433594) (2210,57.70283126831055) (537,57.62932205200195) (808,57.62858200073242) (507,57.57707977294922)* (2959,57.52543258666992) (1188,57.446983337402344)* (5067,57.40802001953125) (2430,57.327392578125) (1186,57.077415466308594) (1858,56.97482681274414) (1182,56.939239501953125) (1091,56.93347930908203) (1191,56.920597076416016) (209,56.87266540527344)
436: (227,61.27604293823242) (599,60.139869689941406) (868,59.72023391723633)* (159,59.61539840698242) (959,59.45646286010742) (221,59.251739501953125) (220,59.25172424316406) (203,59.22077560424805) (163,59.15419006347656) (65,59.02631759643555) (65,59.02631759643555) (1090,59.01639938354492) (229,58.91753005981445) (857,58.88422775268555) (1414,58.84608459472656) (982,58.80096435546875) (716,58.78697204589844) (234,58.77138900756836) (614,58.719181060791016) (1416,58.71681594848633)
437: (676,67.11100006103516) (2076,65.65250396728516) (663,65.5525131225586) (1857,65.51225280761719) (660,65.47688293457031) (3572,65.29049682617188) (2094,65.19111633300781) (344,65.09739685058594) (4558,65.06598663330078) (4980,65.04398345947266) (479,64.96540069580078) (89,64.84153747558594)* (338,64.83112335205078) (300,64.78975677490234) (161,64.71102905273438) (374,64.70594787597656) (3324,64.64986419677734) (357,64.53469848632812) (681,64.51895904541016) (325,64.4953384399414)*
438: (1293,64.79557800292969) (3832,64.19432830810547) (1299,64.00973510742188)* (1066,63.845218658447266) (2040,63.68919372558594) (1253,63.6556510925293) (2935,63.54226303100586) (1297,63.513771057128906) (1321,63.45015335083008) (4876,63.423526763916016)* (1328,63.35276412963867) (6241,63.27500534057617) (5260,63.25217056274414) (3289,63.238067626953125) (1295,63.10147476196289) (1296,63.02433776855469) (1330,62.99927520751953) (9,62.98072052001953)* (1292,62.95222091674805) (2,62.90309524536133)
439: (1611,75.61547088623047) (4723,75.1220703125) (1614,74.6042251586914) (3227,74.6030044555664) (2226,74.22425842285156) (2909,73.95611572265625) (2247,73.8138198852539) (1622,73.73120880126953) (2252,73.65824890136719)* (10656,73.6118392944336) (13303,73.59534454345703) (1963,73.34080505371094) (2924,73.17102813720703) (11753,73.01270294189453) (2908,72.9639663696289) (3357,72.93960571289062) (1620,72.8718490600586) (2916,72.87100982666016)* (3346,72.8117904663086) (2920,72.79337310791016)
440: (748,64.1003189086914)* (2542,63.82634735107422) (2281,63.53885269165039) (3707,63.46153259277344) (418,63.43832778930664) (629,63.430538177490234) (2402,63.410316467285156) (7665,63.33739471435547) (444,63.29847717285156) (10014,63.23224639892578) (107,63.16327667236328)* (1947,63.06684112548828) (3694,62.97125244140625) (5549,62.945823669433594) (3411,62.89046859741211) (2139,62.772186279296875) (154,62.760887145996094) (632,62.70751190185547) (1954,62.648841857910156) (416,62.59853744506836)
441: (70,61.19662094116211) (757,61.191368103027344) (56,60.9544677734375) (56,60.9544677734375) (154,60.83282470703125) (1099,60.747135162353516) (53,60.48279571533203) (53,60.48279571533203) (1983,60.36573791503906) (81,60.33572006225586) (88,60.21767807006836) (432,60.17568588256836) (441,60.12659454345703) (1090,59.980010986328125) (173,59.973655700683594) (3109,59.954559326171875) (238,59.913421630859375)* (969,59.881656646728516) (1075,59.861324310302734) (229,59.85841751098633)*
442: (5238,67.0042953491211) (4980,66.05673217773438) (13154,65.108154296875) (374,65.10791015625) (388,65.00115203857422) (375,64.9899673461914) (2086,64.92976379394531) (51,64.90951538085938) (2044,64.882080078125) (397,64.8235855102539) (4976,64.71356201171875) (3576,64.6410903930664) (8002,64.49910736083984) (5568,64.49462127685547) (478,64.28937530517578) (877,64.27339172363281)* (2101,64.1220932006836) (3324,64.0982666015625) (1001,63.866050720214844)* (3988,63.83787536621094)
443: (1124,69.01689147949219) (2339,68.42462158203125) (2312,67.7874984741211)* (4675,67.70378875732422) (227,67.58110046386719)* (1655,67.56522369384766) (1411,67.33816528320312) (607,67.31275939941406) (1425,67.02590942382812) (610,67.00321197509766) (959,66.86508178710938) (7623,66.82816314697266) (1150,66.82098388671875) (5175,66.76168823242188) (1123,66.75407409667969) (154,66.68789672851562) (1412,66.66036987304688) (235,66.62902069091797) (9056,66.57823944091797) (1109,66.56101989746094)
444: (4970,68.13512420654297) (4271,67.43907928466797) (1288,67.25447845458984) (1255,67.05989837646484) (7055,66.9328842163086) (10672,66.707763671875) (3417,66.58953094482422) (782,66.53697204589844) (1222,66.45710754394531) (747,66.45648956298828) (10370,66.3733139038086) (7029,66.34371948242188) (6588,66.32852172851562) (5299,66.20796203613281) (2026,66.14828491210938) (10008,65.86286926269531) (2033,65.72248840332031) (7037,65.49198150634766) (9458,65.44050598144531) (1256,65.39720916748047)
446: (72,59.5456657409668)* (72,59.5456657409668)* (193,57.58868408203125) (511,57.568031311035156)* (851,57.50965118408203) (441,57.01306915283203)* (70,56.929386138916016) (1073,56.866764068603516) (203,56.76392364501953) (238,56.74481964111328) (715,56.59305191040039) (172,56.518489837646484)* (1014,56.479061126708984)* (81,56.32014846801758) (1122,56.23800277709961) (65,56.19075012207031) (65,56.19075012207031) (429,56.17835235595703) (3768,56.09623718261719) (959,56.03660583496094)
447: (1731,64.2118148803711) (1226,64.10492706298828) (782,63.571128845214844)* (747,63.54943084716797)* (103,63.315040588378906) (2030,63.12950897216797) (5360,63.022796630859375) (13317,62.98452377319336) (10719,62.51551818847656) (6159,62.49054718017578) (1222,62.46524429321289) (10370,62.46415710449219) (11520,62.39083480834961) (5358,62.3444938659668) (238,62.213134765625)* (9783,62.06404495239258) (141,61.97570037841797) (6163,61.935523986816406) (1745,61.87678146362305) (1790,61.763973236083984)
449: (841,67.8896255493164) (1358,67.43855285644531) (4675,67.3633804321289) (1411,67.34984588623047) (1110,67.30762481689453)* (949,67.22801971435547) (188,67.16027069091797)* (2624,66.79499053955078) (607,66.69149780273438) (152,66.62474060058594) (1360,66.35685729980469) (1426,66.22288513183594) (918,66.21611022949219) (1533,66.14449310302734) (1261,66.04209899902344) (3780,65.87384033203125) (1119,65.80686950683594) (2013,65.71540069580078) (959,65.71271514892578) (1134,65.66313934326172)
450: (1119,70.1283187866211) (1110,69.75557708740234) (2624,69.63810729980469) (1131,69.3925552368164) (2493,69.31642150878906) (1358,69.26376342773438) (868,69.06179809570312) (707,69.03620147705078) (3481,68.80736541748047) (3443,68.75489807128906) (2473,68.5653076171875) (1425,68.54782104492188) (5299,68.35041809082031) (1413,68.29888916015625) (3417,68.251708984375) (631,68.16173553466797) (854,68.14862060546875)* (2026,68.08662414550781) (607,68.06182861328125) (1639,67.91256713867188)
451: (333,68.15377807617188)* (89,68.00570678710938)* (461,67.90669250488281)* (1042,66.75957489013672) (528,66.71221923828125)* (302,66.63749694824219) (1034,66.61865234375) (1037,66.57628631591797) (1455,66.5484848022461) (701,66.43711853027344)* (531,66.30109405517578) (293,66.27833557128906) (486,66.2779541015625) (291,66.25563049316406) (298,66.22809600830078) (1032,66.21353912353516) (318,66.13772583007812) (693,65.89801025390625) (1246,65.88382720947266) (1452,65.86477661132812)
452: (193,57.52073669433594) (993,56.715171813964844) (994,56.59319305419922) (99,56.49143600463867) (3920,56.37577819824219) (1013,56.29008483886719) (1892,56.177520751953125) (1076,56.1123046875) (187,56.0919189453125)* (905,56.08256530761719) (253,55.92209243774414) (3921,55.91872024536133) (77,55.917152404785156) (77,55.917152404785156) (98,55.85286331176758) (8995,55.76423263549805) (6784,55.75885772705078) (1079,55.716800689697266) (91,55.59663772583008) (2031,55.59284210205078)
