userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,60.729061126708984) (51,60.478668212890625)* (4308,60.35188293457031) (1073,60.26145935058594) (1014,60.11940383911133) (187,60.02652359008789) (59,59.92206573486328)* (1713,59.8930549621582) (1098,59.7582893371582) (1072,59.57716751098633) (1892,59.5313835144043) (1885,59.50275802612305) (3768,59.46878433227539) (1836,59.41993713378906) (11794,59.418235778808594) (3501,59.34492492675781) (1394,59.28071212768555) (157,59.23124694824219) (1062,59.20265197753906) (70,59.15004348754883)*
441: (1098,55.149261474609375) (154,55.11977005004883) (441,54.95721435546875) (81,54.939125061035156) (56,54.92643737792969) (56,54.92643737792969) (53,54.877098083496094) (53,54.877098083496094) (159,54.819332122802734) (1075,54.709434509277344) (173,54.516048431396484) (429,54.48830795288086) (238,54.4680061340332)* (70,54.27351379394531) (1062,54.175411224365234) (450,54.08565139770508) (420,54.085365295410156) (418,54.0723991394043) (190,53.93611145019531) (203,53.93445587158203)
442: (157,67.50180053710938) (175,67.42613983154297) (3501,67.24414825439453) (67,67.19161987304688) (67,67.19161987304688) (6232,67.05927276611328) (389,66.98853302001953) (1001,66.89105987548828)* (2059,66.75958251953125) (5568,66.73676300048828) (51,66.73331451416016) (10436,66.67906951904297) (63,66.64893341064453) (63,66.64893341064453) (95,66.56576538085938) (972,66.4035873413086) (69,66.30644226074219) (69,66.30644226074219) (384,66.2665023803711) (1464,66.24755859375)
443: (959,63.0091552734375) (1412,62.8588981628418) (250,62.63928985595703) (245,62.60732650756836) (227,62.56557846069336)* (975,62.56471633911133) (735,62.41919708251953) (723,62.299713134765625) (707,62.16278076171875) (1244,62.06552505493164) (3019,62.01955795288086) (2901,61.97515869140625) (917,61.95786666870117) (562,61.90713119506836) (1369,61.89881896972656) (234,61.78731155395508) (1249,61.72422409057617) (447,61.634273529052734) (2634,61.55078125) (220,61.517921447753906)
444: (9783,66.12527465820312) (11191,65.87593078613281) (1285,65.83958435058594) (1226,65.80526733398438) (4271,65.74622344970703) (5173,65.70475769042969) (6648,65.55785369873047) (2149,65.46480560302734) (6277,65.44583892822266) (2668,65.44136810302734) (5718,65.44059753417969) (5360,65.38603210449219) (2756,65.35157012939453) (1264,65.32023620605469) (2771,65.23514556884766) (3993,65.22239685058594) (864,65.18421173095703) (5358,65.15120697021484) (1222,65.07202911376953) (1288,65.01952362060547)
446: (72,55.92134475708008)* (72,55.92134475708008)* (1014,53.98371505737305)* (193,53.80464172363281) (1073,53.40894317626953) (511,53.40093231201172)* (1098,53.31835174560547) (85,53.29951858520508) (77,53.294681549072266) (77,53.294681549072266) (70,53.2531623840332) (172,53.24696731567383)* (157,53.12990188598633) (959,52.97224044799805) (997,52.94305419921875) (1394,52.936458587646484) (238,52.898983001708984) (993,52.86821365356445) (54,52.85763168334961) (54,52.85763168334961)
447: (2149,64.86875915527344) (11520,64.78579711914062) (137,64.3062744140625) (11206,64.30571746826172) (16367,64.2776870727539) (756,64.15779876708984) (2146,64.00601959228516) (11652,63.95981216430664) (6004,63.747047424316406) (1745,63.718841552734375) (2668,63.704017639160156) (1156,63.57524490356445) (625,63.54928970336914) (2670,63.53865432739258) (744,63.50813674926758) (5358,63.504302978515625) (1801,63.4852294921875) (1945,63.43054962158203) (748,63.32884979248047) (2673,63.32151412963867)
449: (188,61.487308502197266)* (841,61.434844970703125) (949,60.98280334472656) (1358,60.906639099121094) (843,60.80356216430664) (918,60.72181701660156) (1110,60.68647003173828)* (854,60.415035247802734) (152,60.38602828979492) (1343,60.19698715209961) (2013,60.15946960449219) (1119,60.149436950683594) (1131,60.11781692504883) (506,60.103721618652344)* (957,60.096900939941406) (959,60.09553909301758) (1360,60.05076599121094) (3940,60.039573669433594) (1132,60.026451110839844) (868,59.95233154296875)*
450: (1110,57.40451431274414) (868,57.28898239135742) (707,57.170654296875) (607,57.123043060302734) (1119,56.992919921875) (854,56.962345123291016)* (1425,56.903438568115234) (920,56.869964599609375)* (1639,56.78703308105469) (1131,56.54867935180664) (2013,56.53574752807617) (3444,56.51694869995117) (1413,56.38673400878906) (1703,56.325923919677734) (614,56.29952621459961) (735,56.2221565246582) (234,56.19413375854492) (3445,56.117027282714844) (2493,56.0821647644043) (2624,56.051170349121094)
451: (89,55.104698181152344)* (333,54.93118667602539)* (461,54.82978439331055)* (302,54.298274993896484) (701,54.263492584228516)* (293,54.24313735961914) (1037,54.20344924926758) (528,54.19324493408203)* (1456,54.15251159667969) (531,54.14480209350586) (1032,54.112003326416016) (318,54.04231643676758) (1455,53.78129196166992) (298,53.77241134643555) (299,53.75189971923828) (291,53.701995849609375) (55,53.69796371459961) (352,53.578880310058594) (523,53.489112854003906) (320,53.44206237792969)
452: (1000,60.907711029052734) (193,60.231990814208984) (180,60.08352279663086) (2861,59.959564208984375) (1892,59.87458801269531) (2031,59.844688415527344) (77,59.77769470214844) (77,59.77769470214844) (2183,59.686946868896484) (187,59.626068115234375)* (99,59.62320327758789) (157,59.55419158935547) (993,59.542213439941406) (6722,59.51445770263672) (1079,59.4985237121582) (3921,59.49845886230469) (2556,59.46541213989258) (8992,59.44908905029297) (1244,59.36988067626953) (1076,59.269229888916016)
453: (424,50.18330383300781) (228,50.00777816772461) (429,49.96381759643555)* (234,49.8416633605957) (203,49.81081771850586) (220,49.76846694946289) (207,49.75392150878906) (511,49.69266128540039)* (173,49.68317413330078)* (436,49.61808776855469)* (56,49.56632614135742) (56,49.56632614135742) (599,49.540836334228516) (709,49.3477668762207) (982,49.332191467285156) (226,49.33049392700195) (1098,49.238582611083984) (163,49.234397888183594) (868,49.23372268676758) (716,49.2219352722168)
454: (5358,66.21421813964844) (875,66.13888549804688) (1709,66.08891296386719) (11191,66.06414794921875) (864,65.85388946533203)* (6582,65.705322265625) (603,65.62134552001953) (1085,65.52669525146484) (5503,65.43753814697266) (9971,65.33372497558594) (9783,65.3050308227539) (3095,65.28648376464844) (6648,65.25440979003906) (1294,65.2364730834961) (72,65.1814956665039) (72,65.1814956665039) (59,65.16798400878906) (748,65.16064453125) (1222,65.13095092773438) (10164,65.08965301513672)
455: (72,62.33133316040039) (72,62.33133316040039) (56,61.760372161865234) (56,61.760372161865234) (1104,61.50336837768555) (36,61.365726470947266)* (233,61.35502624511719)* (875,61.35121536254883) (159,61.16970443725586) (9,61.00967025756836) (1075,60.961856842041016) (81,60.895362854003906)* (777,60.85161209106445) (1716,60.79179382324219) (1131,60.7728271484375) (30,60.623844146728516) (173,60.42033767700195) (6847,60.412723541259766) (1394,60.39017105102539) (1203,60.297306060791016)*
456: (3392,55.051971435546875)* (2986,55.00587844848633) (10460,54.96953201293945) (3376,54.78045654296875) (6480,54.599361419677734) (2983,54.576141357421875) (3074,54.52012634277344) (3388,54.46675109863281) (283,54.46042251586914) (3741,54.268978118896484) (708,54.25032043457031) (714,54.246971130371094) (3389,54.24309158325195)* (2545,54.24008560180664) (10459,54.022865295410156) (3332,53.96071243286133) (3379,53.953826904296875) (6483,53.95071792602539) (4708,53.86558151245117) (3204,53.85811996459961)
457: (3217,67.13750457763672) (4135,66.0531997680664) (2014,65.9378662109375) (928,65.90457916259766) (936,65.8099136352539) (917,65.58280181884766) (8555,65.52217864990234) (2055,65.49664306640625) (945,65.4841079711914) (2945,65.47565460205078) (4137,65.46307373046875) (396,65.2867202758789) (1468,65.20883178710938) (3429,65.18936157226562) (5456,65.18365478515625) (390,65.18013000488281) (4161,65.12642669677734) (707,65.11353302001953) (4336,65.0208740234375) (1127,64.99730682373047)
458: (190,53.443668365478516)* (89,52.80002975463867) (234,52.76301574707031) (475,52.72661590576172) (220,52.711666107177734) (377,52.598758697509766) (230,52.591434478759766) (173,52.561485290527344) (533,52.51165771484375) (903,52.309513092041016) (228,52.260379791259766) (56,52.15946960449219) (56,52.15946960449219) (159,52.10296630859375) (7,52.09963607788086) (538,52.040626525878906) (289,52.03337097167969) (959,51.96184158325195)* (982,51.92349624633789) (306,51.904823303222656)
459: (1338,64.14525604248047) (2975,63.930965423583984) (937,63.86858367919922) (1339,63.822547912597656) (930,63.727420806884766) (928,63.676666259765625) (936,63.6072883605957) (841,63.59074401855469) (946,63.43926239013672) (843,63.43207550048828) (920,63.32286834716797) (949,63.29668045043945) (2009,63.29206466674805) (957,63.20829772949219) (1249,63.1590690612793)* (1369,63.11799621582031)* (1914,63.10805892944336) (1349,63.060546875) (4342,62.98486328125) (4691,62.94330596923828)
460: (1109,59.21992492675781) (159,59.162532806396484) (227,58.89781188964844) (70,58.77214431762695) (190,58.759132385253906) (173,58.74247360229492)* (56,58.70829391479492) (56,58.70829391479492) (88,58.528438568115234) (429,58.49396896362305) (63,58.454689025878906) (63,58.454689025878906) (961,58.450050354003906) (65,58.41510772705078) (65,58.41510772705078) (1491,58.38494110107422) (1705,58.367549896240234) (5605,58.338287353515625) (1833,58.3289680480957) (1708,58.291839599609375)
461: (69,60.921592712402344) (69,60.921592712402344) (63,60.584564208984375) (63,60.584564208984375) (155,60.32704544067383) (245,60.05949020385742) (310,59.98501205444336) (475,59.96547317504883) (959,59.943660736083984) (86,59.905948638916016)* (4037,59.85602569580078) (1433,59.776615142822266) (1244,59.58687210083008) (3462,59.57918167114258) (6245,59.522247314453125) (1427,59.46772003173828) (1613,59.46141815185547) (601,59.45430374145508) (190,59.42690658569336) (71,59.39163589477539)
462: (197,57.17527770996094) (205,56.700260162353516) (212,56.658267974853516) (429,56.53724670410156)* (1242,56.510005950927734) (554,56.44794845581055) (602,56.37424850463867) (235,56.28606033325195) (609,56.22882080078125) (630,56.19054412841797) (2532,56.14788818359375) (2641,56.12723922729492) (7352,56.094207763671875) (196,56.0864143371582) (2265,56.07614517211914) (222,56.0599250793457) (199,56.05866622924805) (1881,55.88349533081055)* (2632,55.82020950317383) (858,55.797645568847656)
463: (4437,66.41816711425781) (4928,65.57783508300781) (2040,65.54301452636719) (727,65.47400665283203) (2059,65.31763458251953) (2952,65.3165512084961) (406,65.26302337646484) (1121,65.25697326660156) (1694,65.25511932373047) (2044,65.2086410522461) (11455,65.16040802001953) (963,65.07350158691406) (374,65.0102310180664) (8847,64.98074340820312) (3863,64.94088745117188) (1130,64.8878402709961) (1112,64.86544036865234) (1123,64.84518432617188) (8670,64.84489440917969) (592,64.8162841796875)
464: (430,56.27739715576172) (425,56.06513595581055) (1424,55.97995376586914) (1048,55.97761154174805) (1400,55.918094635009766) (428,55.90290451049805) (227,55.873714447021484) (1239,55.84729766845703) (199,55.81867218017578) (437,55.73382568359375) (716,55.58550262451172)* (4435,55.57059860229492) (429,55.56132507324219) (898,55.52595901489258) (154,55.51095199584961) (689,55.48533630371094) (962,55.4390869140625) (1632,55.335811614990234) (2277,55.3352165222168) (196,55.29765701293945)
465: (1400,48.42290115356445)* (154,48.342803955078125)* (1090,48.16110610961914)* (420,48.15634536743164) (229,47.94404602050781)* (225,47.70906066894531) (441,47.69008255004883) (432,47.68788528442383) (418,47.55120086669922) (173,47.524314880371094) (429,47.486446380615234) (703,47.44810485839844) (1106,47.44568634033203) (227,47.39023971557617) (1098,47.30556106567383) (159,47.241859436035156) (716,47.19996643066406)* (2821,47.171268463134766) (81,47.11061477661133) (210,47.08959197998047)
466: (55,58.698997497558594) (701,58.30055236816406) (257,58.08881378173828) (299,57.993961334228516) (291,57.96006774902344) (157,57.89006042480469) (318,57.720062255859375) (310,57.655128479003906) (352,57.58948516845703) (344,57.5041389465332) (2498,57.353973388671875) (2523,57.33506774902344) (161,57.3202018737793) (325,57.27619171142578) (528,57.267066955566406) (802,57.249542236328125) (523,57.24836730957031) (293,57.19591522216797) (294,57.17296600341797) (525,57.16737365722656)
467: (9054,49.25006866455078) (2244,48.95674514770508) (2305,48.925315856933594) (4520,48.9144287109375) (10254,48.65250015258789) (2314,48.52800369262695) (4535,48.48712921142578) (2316,48.39975357055664) (5382,48.279571533203125) (10253,48.26905059814453) (7565,48.167701721191406) (2312,48.16171646118164) (8427,48.15452194213867) (8450,48.15336990356445) (565,48.1224365234375) (8425,48.120121002197266) (7472,48.07561111450195) (4536,48.05449295043945) (9050,48.00986862182617) (2328,48.00714111328125)
468: (96,62.3082275390625) (1740,62.02742385864258) (192,61.96974563598633) (1244,61.96344757080078) (511,61.843421936035156) (227,61.61888122558594) (1469,61.58021545410156) (253,61.438629150390625) (2444,61.419044494628906) (4620,61.35731887817383) (905,61.35220718383789) (959,61.301719665527344) (1694,61.25063705444336) (389,61.19431686401367) (735,61.19282913208008) (5787,61.18586730957031) (3889,61.14619827270508) (1414,61.075931549072266) (5452,61.07569885253906) (3065,61.027408599853516)
469: (917,59.83046340942383)* (1104,59.77008056640625) (198,59.690181732177734) (234,59.582733154296875) (190,59.43000030517578) (7,59.4039306640625) (227,59.26897430419922) (920,59.24738311767578) (959,59.23811340332031) (163,59.16606903076172)* (930,59.08197784423828) (377,58.89562225341797) (517,58.88827133178711) (220,58.780521392822266) (936,58.7743034362793) (230,58.69689178466797) (1044,58.677757263183594) (380,58.56966018676758) (1131,58.53569030761719) (843,58.53023147583008)
470: (289,55.02008819580078)* (89,54.32833480834961)* (292,54.294830322265625)* (67,54.10893249511719)* (67,54.10893249511719)* (302,53.95293045043945)* (349,53.77978515625) (679,53.74551773071289) (257,53.612388610839844)* (299,53.39902114868164) (525,53.14602279663086)* (157,53.11697006225586)* (2523,52.99005889892578) (344,52.966548919677734)* (329,52.92146682739258)* (498,52.879493713378906) (161,52.8488655090332) (455,52.775108337402344) (542,52.66709518432617) (294,52.616512298583984)
471: (163,56.41241455078125)* (234,55.770263671875) (614,55.491722106933594) (1639,55.12803268432617) (154,55.120445251464844)* (220,55.100685119628906) (159,54.936981201171875) (857,54.906394958496094)* (706,54.82158660888672) (917,54.751094818115234) (436,54.716915130615234) (190,54.712989807128906) (533,54.654109954833984) (1513,54.6236457824707) (854,54.56820297241211) (152,54.55583190917969) (226,54.49669647216797) (511,54.42562484741211) (447,54.34104919433594) (982,54.326515197753906)
472: (289,50.26174545288086)* (300,50.117767333984375)* (292,50.07246398925781) (701,49.69422149658203) (302,49.57177734375) (67,49.43190383911133)* (67,49.43190383911133)* (544,49.42695236206055)* (329,49.361576080322266) (298,49.203067779541016) (1037,49.171958923339844) (349,49.16864776611328) (320,49.06026077270508) (525,48.99146270751953) (310,48.96734619140625) (531,48.88133239746094)* (679,48.87083435058594) (464,48.80199432373047) (903,48.750083923339844) (257,48.71360778808594)
473: (892,60.549652099609375) (265,60.372344970703125) (3081,60.21770477294922) (67,59.813575744628906) (67,59.813575744628906) (679,59.77372360229492) (899,59.732234954833984) (1934,59.705177307128906) (5789,59.642696380615234) (787,59.56340789794922) (12194,59.48794937133789) (4487,59.398895263671875) (4253,59.398162841796875) (1494,59.331703186035156) (7434,59.308284759521484) (261,59.306365966796875) (701,59.305908203125) (8409,59.28537368774414) (8592,59.27431869506836) (1772,59.252933502197266)
474: (38,57.12845230102539) (1304,56.7559814453125) (1066,56.4944953918457) (1379,56.449642181396484) (1029,56.208648681640625) (4036,56.112815856933594) (72,55.681671142578125)* (72,55.681671142578125)* (2500,55.57854461669922) (1713,55.5046501159668) (8790,55.47622299194336) (1071,55.40266036987305) (10997,55.37373733520508) (3191,55.33882522583008) (1012,55.331398010253906) (516,55.321964263916016) (8144,55.31239700317383) (1072,55.30823516845703) (4317,55.281986236572266) (1075,55.23324203491211)
475: (228,53.30030059814453)* (1239,52.73542022705078)* (65,52.670772552490234)* (65,52.670772552490234)* (220,52.525611877441406) (1048,52.508506774902344)* (190,52.407901763916016) (982,52.381492614746094) (230,52.284271240234375) (428,52.245628356933594) (217,52.22646713256836) (154,52.02778625488281) (199,52.025447845458984) (234,51.99783706665039) (412,51.782501220703125) (709,51.74947738647461) (683,51.72799301147461) (903,51.71719741821289) (1424,51.656734466552734) (498,51.61444091796875)
