userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (157,11.638233184814453) (1001,11.373764038085938) (1394,11.122992515563965) (1713,10.931801795959473) (159,10.276026725769043) (156,10.232832908630371) (603,10.231363296508789) (187,10.127117156982422) (172,9.9810791015625) (59,9.789396286010742)* (1790,9.75740909576416) (1061,9.614583015441895) (51,9.42298412322998)* (1062,9.356060981750488) (238,9.347040176391602) (1073,9.316446304321289) (190,9.229035377502441) (429,9.221417427062988) (4153,9.220003128051758) (70,9.199180603027344)*
360: (3862,12.19133472442627) (1770,11.077104568481445) (1124,10.91101360321045) (1123,10.318768501281738) (6159,10.25119400024414) (7034,10.01910400390625) (2099,9.874113082885742) (17764,9.85693073272705) (17761,9.819886207580566) (10233,9.66369915008545) (17715,9.61109447479248) (1491,9.550126075744629) (1120,9.512405395507812) (10228,9.483354568481445) (1922,9.468193054199219) (973,9.34179973602295) (12729,9.314510345458984) (15277,9.299555778503418) (1112,9.279184341430664) (2101,9.268447875976562)
361: (288,14.038137435913086)* (306,13.656997680664062) (455,11.995830535888672) (701,11.749835968017578)* (157,11.413208961486816) (310,11.076102256774902)* (301,10.767707824707031) (265,10.69883918762207) (329,10.663753509521484) (2523,10.66297721862793) (461,10.540474891662598)* (3063,10.414756774902344) (1456,10.411689758300781) (679,10.399065017700195) (544,10.369832992553711) (300,10.339290618896484) (325,10.202252388000488) (889,10.18807315826416) (251,10.117691993713379) (906,10.114554405212402)
362: (377,11.471715927124023) (424,11.415327072143555) (537,11.325521469116211) (209,11.06123161315918) (2352,10.816169738769531) (1515,10.598173141479492) (1045,10.473664283752441) (982,10.353503227233887) (403,10.260007858276367) (1186,10.232902526855469) (1046,10.189169883728027) (501,10.18057632446289) (498,10.135266304016113)* (1866,10.013275146484375) (533,9.923029899597168) (1041,9.833003997802734) (1091,9.781919479370117) (4832,9.747862815856934) (6196,9.742530822753906) (499,9.727498054504395)
363: (377,11.436394691467285) (198,11.165950775146484) (2352,11.027740478515625) (488,10.941947937011719)* (537,10.825554847717285) (1406,10.809377670288086) (412,10.441499710083008) (1044,10.299970626831055) (209,10.283733367919922) (1091,10.2583589553833) (1246,10.220169067382812) (1145,10.124320030212402) (1116,9.797255516052246) (978,9.670947074890137) (1041,9.598395347595215)* (499,9.490458488464355) (486,9.451904296875) (500,9.42267894744873) (1180,9.395381927490234) (501,9.386646270751953)
364: (227,11.345060348510742)* (863,10.391826629638672) (3112,10.092215538024902) (202,9.864340782165527) (197,9.715727806091309) (609,9.56344223022461) (1242,9.478588104248047) (1976,9.4542236328125) (429,9.445488929748535) (2277,9.359262466430664) (859,9.161711692810059) (203,9.115615844726562) (206,9.105690956115723) (1519,9.07751750946045) (868,9.035290718078613) (199,9.034330368041992) (205,8.9878568649292) (215,8.946189880371094) (222,8.935165405273438) (858,8.879859924316406)
365: (1732,14.231249809265137) (1423,13.714360237121582) (608,13.291204452514648) (603,13.168318748474121) (1790,12.882633209228516) (6004,12.29616928100586) (6669,12.13448715209961) (116,11.964492797851562) (6667,11.618009567260742) (3685,11.521759033203125) (604,11.302628517150879) (663,11.231263160705566) (1521,11.184104919433594) (3681,11.11110782623291) (5866,11.087703704833984) (5185,11.053666114807129) (13931,10.893569946289062) (2285,10.892266273498535) (661,10.88083553314209) (6671,10.80935287475586)
366: (1732,11.076165199279785) (1790,10.889843940734863) (444,10.615495681762695) (632,10.582791328430176) (196,9.711325645446777) (608,9.647984504699707) (1423,9.55372142791748) (6151,9.548449516296387) (604,9.400896072387695) (1747,9.39876651763916) (197,9.313865661621094) (858,9.14029598236084) (3685,9.02332592010498) (614,8.938718795776367) (2542,8.848198890686035) (195,8.808931350708008) (206,8.802862167358398) (602,8.785005569458008) (159,8.771965980529785) (609,8.694483757019043)*
367: (1186,11.917055130004883) (1246,11.484201431274414)* (230,10.697431564331055) (687,10.620232582092285) (1866,10.592700958251953) (1040,10.54470443725586) (1406,10.383545875549316) (537,10.148942947387695) (1515,10.097406387329102) (377,10.09266471862793) (1671,10.03938102722168) (403,9.996197700500488) (3428,9.979759216308594) (1046,9.947155952453613) (4255,9.927681922912598) (1091,9.88295841217041) (1183,9.834051132202148) (424,9.745265007019043) (4262,9.708091735839844) (808,9.69114875793457)
368: (3202,10.502878189086914) (2277,9.91690731048584) (3259,9.275155067443848) (1167,9.250308990478516) (14069,9.229683876037598) (18376,9.178561210632324) (15658,9.088675498962402) (1424,8.974721908569336) (898,8.96867561340332) (1718,8.822320938110352) (1400,8.809619903564453) (3117,8.763059616088867) (15646,8.750901222229004) (14068,8.749587059020996) (3110,8.731644630432129) (618,8.66689682006836) (622,8.654810905456543) (3106,8.59701156616211) (199,8.538572311401367) (626,8.524392127990723)
369: (1515,12.266096115112305) (2277,11.893574714660645) (430,11.314910888671875) (1400,11.147297859191895) (424,10.960104942321777)* (228,10.83144474029541) (199,10.813027381896973)* (1390,10.436236381530762) (217,10.403092384338379)* (898,10.203985214233398) (425,10.170065879821777) (227,10.026727676391602) (1048,9.968147277832031)* (1632,9.831202507019043) (420,9.776439666748047) (196,9.727259635925293) (432,9.689920425415039) (1633,9.657320976257324) (6217,9.654962539672852) (418,9.58533000946045)
370: (190,12.000286102294922) (228,11.629664421081543) (227,10.686631202697754) (229,10.510724067687988) (182,10.217697143554688) (316,10.08923053741455) (903,9.917223930358887) (88,9.688493728637695) (689,9.64798355102539) (3057,9.406705856323242) (511,9.388272285461426)* (703,9.383015632629395) (1515,9.375593185424805) (289,9.371800422668457) (173,9.338796615600586)* (424,9.312396049499512) (157,9.204030990600586) (166,9.10748291015625) (207,9.071734428405762) (538,9.01075553894043)*
371: (1713,13.898056983947754)* (1061,12.631035804748535) (187,11.769713401794434) (63,11.455063819885254) (63,11.455063819885254) (7,11.307050704956055) (1069,11.127046585083008) (1797,10.949090957641602) (7371,9.942171096801758) (1072,9.87840747833252)* (2747,9.688706398010254) (1013,9.573513984680176) (175,9.568961143493652) (3768,9.47758674621582) (1001,9.423367500305176) (36,9.416736602783203) (5058,9.281100273132324) (1786,9.253070831298828) (475,9.249798774719238) (30,9.05066204071045)
372: (377,11.943099975585938)* (497,11.174139022827148) (489,10.315469741821289) (499,10.025781631469727) (2352,9.751884460449219) (486,9.669509887695312) (371,9.60537052154541) (190,9.556703567504883) (1179,9.480758666992188) (491,9.199920654296875) (198,9.127971649169922) (518,9.059148788452148) (726,9.025552749633789) (536,8.961980819702148) (930,8.944599151611328) (1044,8.825151443481445) (475,8.807022094726562) (1859,8.791211128234863) (2941,8.772649765014648) (967,8.769983291625977)
375: (306,12.405329704284668)* (294,11.263274192810059) (701,10.917133331298828) (461,10.672552108764648) (455,10.418195724487305) (310,10.110427856445312) (349,10.099411964416504) (320,9.95347785949707) (525,9.899724006652832) (523,9.846250534057617) (257,9.768964767456055) (300,9.720529556274414)* (298,9.714926719665527) (301,9.714573860168457) (292,9.71364688873291)* (689,9.693881034851074) (55,9.671378135681152) (1032,9.62678050994873) (681,9.556255340576172) (291,9.543853759765625)*
376: (1369,14.414125442504883)* (1412,12.519965171813965) (868,12.269092559814453) (1372,11.405902862548828) (2787,11.085287094116211) (2342,10.793936729431152) (2347,10.678677558898926) (607,10.61203384399414) (710,10.581104278564453) (954,10.314482688903809) (2013,10.081692695617676) (843,9.994730949401855) (176,9.97707462310791) (2343,9.786468505859375) (1366,9.729412078857422) (2834,9.572547912597656) (2055,9.542695999145508) (724,9.470181465148926) (706,9.432249069213867) (1535,9.414070129394531)
377: (846,13.567246437072754) (198,11.821176528930664) (841,11.764358520507812)* (1110,11.732833862304688) (1104,11.727474212646484) (843,11.312682151794434) (949,11.217370986938477) (812,11.21601676940918)* (943,11.212947845458984)* (707,11.125125885009766) (920,11.041264533996582)* (1281,11.015368461608887) (928,10.81375789642334) (1369,10.418710708618164) (930,10.404333114624023) (370,10.355762481689453) (506,10.31922721862793) (186,10.053146362304688) (944,9.9529390335083) (1274,9.918844223022461)
378: (511,11.200318336486816) (868,10.769088745117188) (1464,10.621363639831543) (707,10.36259651184082) (1415,9.876903533935547)* (975,9.869617462158203) (712,9.798977851867676) (599,9.471622467041016) (166,9.132658004760742) (728,9.07830810546875) (192,9.076934814453125) (734,9.068848609924316) (1122,8.969818115234375)* (951,8.9418306350708)* (562,8.895624160766602)* (77,8.803983688354492)* (77,8.803983688354492)* (733,8.781179428100586) (2783,8.759782791137695) (1414,8.691630363464355)*
380: (306,11.220071792602539) (320,11.146966934204102)* (288,11.142916679382324)* (289,10.945544242858887)* (1456,10.241327285766602) (461,10.211645126342773) (455,9.765599250793457) (701,9.619481086730957) (310,9.464422225952148) (1032,9.29769229888916) (544,9.269972801208496) (301,9.214129447937012) (295,9.210983276367188)* (251,9.055484771728516) (906,9.027215957641602) (302,8.902216911315918) (545,8.816081047058105) (329,8.790602684020996) (468,8.781925201416016) (686,8.757598876953125)
382: (278,11.209134101867676) (1943,11.160380363464355) (1640,11.15587329864502) (527,11.137906074523926) (1620,10.833965301513672) (617,10.620657920837402) (1963,10.548046112060547) (13931,10.493355751037598) (276,10.46331787109375)* (2226,10.330790519714355) (1614,10.229744911193848) (1946,10.199592590332031) (3357,10.13176155090332) (1627,10.08103084564209) (3317,10.005311965942383) (1613,9.974489212036133) (3823,9.92780876159668) (619,9.839181900024414)* (2247,9.813054084777832) (6004,9.768913269042969)
383: (228,11.61163330078125) (689,10.480692863464355) (289,10.257128715515137) (903,10.206161499023438) (1515,10.024394035339355) (298,9.891780853271484) (424,9.624003410339355) (207,9.605669021606445) (227,9.507941246032715) (703,9.434051513671875) (1243,9.420694351196289) (425,9.225462913513184) (1375,9.212777137756348) (430,9.169431686401367) (3057,9.168712615966797) (1400,9.138697624206543) (316,9.078261375427246) (1934,9.07552433013916) (1246,9.030912399291992) (2277,9.010106086730957)
385: (289,12.0109281539917)* (306,10.864877700805664)* (523,10.047843933105469) (498,9.940073013305664)* (681,9.887118339538574)* (333,9.880590438842773)* (298,9.663590431213379) (377,9.506153106689453)* (294,9.490766525268555) (701,9.379809379577637) (524,9.305316925048828) (293,9.169214248657227) (538,9.157632827758789) (1032,9.096647262573242) (349,9.053718566894531) (481,9.035829544067383) (528,8.985817909240723) (691,8.971220016479492) (403,8.914593696594238) (475,8.888626098632812)
386: (1412,13.26357650756836) (868,13.150033950805664) (1369,12.670299530029297) (1372,10.820009231567383) (2347,10.727176666259766) (2787,10.519397735595703) (3470,10.519217491149902) (607,10.518678665161133) (707,10.510519981384277)* (712,10.399322509765625) (917,10.225746154785156) (706,10.147268295288086) (227,10.035421371459961) (2342,10.025233268737793) (1249,10.011540412902832) (2343,9.980427742004395) (212,9.975613594055176) (1415,9.942707061767578) (562,9.763151168823242) (1358,9.759886741638184)
387: (1613,10.17431926727295)* (330,9.97230052947998) (331,9.830787658691406) (1934,9.406869888305664) (703,9.396929740905762) (288,9.175066947937012)* (1777,9.031414031982422) (468,9.020025253295898) (3488,8.91903018951416) (306,8.871131896972656) (903,8.75901985168457) (239,8.68337345123291) (1448,8.581647872924805) (689,8.531808853149414) (310,8.461577415466309) (294,8.383949279785156) (320,8.379687309265137) (527,8.367388725280762) (289,8.353409767150879) (906,8.33986759185791)
388: (1114,10.401102066040039) (1118,10.05841064453125) (1121,10.038341522216797) (1119,9.957937240600586) (843,9.81106185913086) (1131,9.460348129272461) (2446,9.390508651733398)* (954,9.376411437988281) (1123,9.331290245056152) (1112,9.094403266906738) (166,8.639144897460938) (957,8.628872871398926) (1113,8.627222061157227) (917,8.544057846069336) (1125,8.500064849853516) (1124,8.493949890136719) (1143,8.397485733032227) (181,8.368725776672363) (963,8.341225624084473) (2478,8.308483123779297)
390: (461,11.34235954284668)* (349,10.058773040771484) (1456,9.978303909301758) (320,9.870780944824219) (544,9.866268157958984) (523,9.779413223266602)* (915,9.767904281616211) (686,9.757627487182617) (528,9.744132995605469) (352,9.73048210144043) (295,9.683708190917969)* (318,9.621566772460938) (475,9.581417083740234)* (1042,9.564367294311523) (257,9.539653778076172)* (525,9.531082153320312) (913,9.436766624450684) (328,9.429317474365234)* (2020,9.301848411560059) (4814,9.29563045501709)
391: (3428,10.207086563110352) (1040,9.932916641235352) (816,9.88839340209961)* (1185,9.752394676208496) (540,9.735272407531738) (1184,9.664811134338379) (537,9.652376174926758) (1183,9.627930641174316) (1179,9.611536026000977) (1195,9.592077255249023) (1181,9.543159484863281) (1246,9.53937816619873) (493,9.526641845703125)* (1188,9.450966835021973) (1866,9.442191123962402) (2850,9.406938552856445) (1190,9.402731895446777) (808,9.38616943359375) (2847,9.371695518493652) (1197,9.311107635498047)
392: (289,13.014293670654297)* (288,11.489206314086914)* (306,11.398065567016602) (455,10.364535331726074) (701,10.167128562927246) (538,10.163619995117188) (298,10.091085433959961) (1243,9.960939407348633) (67,9.903694152832031)* (67,9.903694152832031)* (349,9.820652961730957) (320,9.811614036560059) (190,9.596685409545898) (1556,9.58140754699707) (294,9.557138442993164) (55,9.50318431854248) (680,9.474794387817383) (3466,9.471810340881348) (228,9.458812713623047) (97,9.455622673034668)
393: (868,11.247900009155273) (1515,11.064431190490723) (228,9.99913215637207) (230,9.906021118164062) (533,9.790750503540039) (424,9.735065460205078) (1246,9.621512413024902) (1048,9.338692665100098) (163,9.193397521972656) (220,9.189962387084961) (982,9.094313621520996) (428,9.013968467712402) (709,8.992426872253418) (212,8.990828514099121) (3400,8.91430377960205) (412,8.718656539916992) (614,8.6746244430542) (1400,8.672627449035645) (683,8.65286922454834) (863,8.625399589538574)
394: (5441,10.500350952148438) (16842,10.176681518554688) (1761,10.063551902770996) (932,10.016117095947266) (16841,9.958216667175293) (3200,9.713930130004883) (439,9.627013206481934) (1766,9.614324569702148) (6472,9.505666732788086)* (714,9.500092506408691) (3747,9.3977689743042) (11460,9.33841609954834) (1246,9.275219917297363) (1755,9.259162902832031) (4818,9.217948913574219) (5457,9.06059455871582) (868,9.041152000427246) (6460,8.944191932678223) (705,8.930947303771973) (739,8.894475936889648)
395: (503,11.475162506103516)* (25,10.804801940917969) (953,10.649314880371094) (808,10.297497749328613) (3239,10.14892578125) (1179,10.142753601074219) (1261,10.055116653442383) (2967,10.050704956054688) (1145,10.045005798339844)* (835,10.020794868469238) (1339,9.900266647338867) (815,9.878368377685547)* (830,9.830432891845703) (488,9.811948776245117) (2961,9.80803394317627) (1535,9.801595687866211) (4171,9.798625946044922) (383,9.746578216552734) (6289,9.705465316772461) (12,9.703780174255371)
396: (1713,11.155200004577637) (157,10.765996932983398) (187,10.513982772827148) (1001,10.244232177734375) (63,10.146589279174805) (63,10.146589279174805) (172,9.99051570892334) (75,9.822823524475098) (75,9.822823524475098) (175,9.636638641357422) (1061,9.506683349609375) (511,9.421919822692871) (77,8.927557945251465) (77,8.927557945251465) (156,8.871402740478516) (3501,8.853891372680664) (51,8.722963333129883) (1072,8.699305534362793) (1892,8.523008346557617) (1122,8.489721298217773)
397: (72,11.785024642944336)* (72,11.785024642944336)* (1713,10.698623657226562)* (187,9.4348783493042) (159,9.256924629211426) (157,8.938497543334961) (1394,8.753978729248047) (51,8.748709678649902)* (1061,8.65774154663086) (11,8.561232566833496) (156,8.545884132385254) (36,8.360601425170898) (1075,8.32839298248291) (1073,8.279008865356445) (997,8.237101554870605) (5079,8.200307846069336) (166,8.171353340148926) (998,8.147689819335938) (1083,8.130620002746582) (190,8.113622665405273)*
