userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,54.48860549926758) (51,53.69181823730469)* (59,53.14431381225586)* (187,53.137508392333984) (1073,52.83039474487305) (1098,52.69015121459961) (1713,52.43505859375) (2638,52.38718795776367) (3992,52.326019287109375) (511,52.30113220214844) (157,52.18468475341797) (1824,52.175132751464844) (993,52.07918167114258) (4308,52.0689811706543) (1014,52.04991912841797) (715,52.04514694213867) (1072,51.98812484741211) (70,51.943885803222656)* (238,51.941497802734375) (997,51.92046356201172)
413: (89,49.426021575927734) (300,49.17306900024414) (302,48.997947692871094)* (289,48.9902458190918) (333,48.90885543823242) (701,48.69852066040039)* (298,48.569610595703125)* (329,48.25773620605469)* (257,48.24411392211914) (538,48.24333190917969) (316,48.19768142700195)* (498,47.98849105834961) (378,47.88267517089844) (349,47.82406997680664) (328,47.75229263305664) (1934,47.709781646728516) (97,47.688045501708984) (1052,47.636417388916016) (294,47.59555435180664) (1243,47.577335357666016)
414: (300,50.217159271240234)* (461,49.733978271484375)* (89,49.710750579833984) (288,49.5872802734375)* (292,49.48457336425781)* (295,49.46983337402344)* (701,49.224491119384766)* (344,49.03722381591797) (291,48.944358825683594) (458,48.8899040222168) (704,48.720008850097656) (55,48.7161750793457)* (1047,48.67373275756836) (318,48.60110092163086) (299,48.54058837890625) (680,48.40477752685547) (802,48.377079010009766) (528,48.3427619934082) (321,48.33547592163086) (523,48.31325149536133)
415: (89,48.132389068603516)* (288,47.864234924316406)* (679,47.62738037109375)* (461,47.56232833862305) (295,47.55751037597656) (544,47.463043212890625) (523,47.149288177490234)* (349,46.92922592163086) (344,46.88786315917969) (325,46.769840240478516) (299,46.768951416015625) (352,46.63813400268555)* (464,46.635379791259766) (293,46.534873962402344) (328,46.498512268066406) (310,46.4350700378418) (1032,46.34996795654297) (1934,46.29612350463867) (538,46.290748596191406) (1243,46.23869323730469)
416: (9540,50.684051513671875) (2771,49.51383972167969) (5807,49.27864074707031) (3806,49.16068649291992) (10008,48.86186981201172) (34,48.8537483215332) (11186,48.73905944824219) (3825,48.6054573059082) (5061,48.577423095703125) (1203,48.57683181762695) (1253,48.57547378540039) (370,48.46406555175781) (861,48.44029998779297) (15290,48.365379333496094) (11316,48.33766174316406) (1295,48.267791748046875) (1303,48.19862747192383) (2756,48.170955657958984) (45,48.13311004638672) (1066,48.11388397216797)
417: (903,48.15420150756836) (67,48.03633499145508)* (67,48.03633499145508)* (288,48.032135009765625)* (157,47.83485412597656)* (525,47.81473922729492) (300,47.523834228515625)* (292,47.369022369384766)* (689,47.281959533691406) (310,47.2449951171875) (679,47.134056091308594) (1934,47.06864547729492) (523,47.015777587890625) (532,46.804046630859375) (257,46.737342834472656)* (466,46.674896240234375) (97,46.63977813720703) (538,46.637351989746094) (329,46.61474609375) (2521,46.505088806152344)
418: (217,54.365596771240234)* (898,54.28746795654297)* (195,54.2371826171875) (199,54.2341194152832) (418,54.182716369628906) (227,53.96571350097656) (223,53.888790130615234) (622,53.879573822021484)* (222,53.68695831298828) (2277,53.598533630371094) (3258,53.49428176879883)* (445,53.40938186645508) (437,53.3834228515625) (1390,53.27699279785156) (416,53.246009826660156) (1389,53.20293045043945) (615,53.044776916503906) (228,52.97309112548828) (1239,52.91337966918945)* (65,52.909645080566406)
419: (317,57.07746887207031)* (1457,56.82107162475586) (312,56.68135452270508) (484,56.64217758178711) (328,56.61391067504883) (1449,56.495941162109375) (292,56.40502166748047) (5534,56.274139404296875) (332,56.23418426513672)* (5988,56.022605895996094) (1037,55.986305236816406) (300,55.927520751953125) (310,55.92413330078125) (466,55.913902282714844)* (161,55.91331481933594)* (2990,55.9082145690918) (545,55.894065856933594) (294,55.792015075683594) (330,55.7883415222168) (352,55.74574279785156)
420: (2934,50.9503173828125) (3981,50.86140441894531) (6308,50.754573822021484) (157,50.722530364990234) (5775,50.6925048828125) (3173,50.68583679199219) (3966,50.55199432373047) (3961,50.45273208618164) (295,50.43449401855469) (3982,50.389827728271484) (268,50.33065414428711) (289,50.31726837158203) (8718,50.31435012817383) (265,50.28065872192383) (13265,50.2575798034668) (340,50.22789764404297)* (4350,50.22665023803711) (3387,50.21110916137695) (1465,50.20558166503906) (3176,50.09705352783203)
421: (288,48.53042984008789)* (67,48.50798416137695)* (67,48.50798416137695)* (55,48.340293884277344)* (466,48.065589904785156)* (349,47.85475158691406)* (257,47.75494384765625)* (328,47.73186492919922) (525,47.57571792602539)* (378,47.53985595703125)* (544,47.405208587646484) (294,47.39990234375) (679,47.36003875732422) (301,47.22673034667969)* (498,47.217185974121094) (475,47.195701599121094)* (161,47.183563232421875) (972,47.13076400756836) (538,47.11207580566406) (318,47.05109405517578)
423: (1000,51.925601959228516) (99,51.88966369628906)* (1001,51.7061653137207)* (157,51.55549240112305) (6722,51.47052764892578) (993,51.3668327331543)* (905,51.28215026855469) (2029,51.23838424682617) (959,51.198089599609375)* (180,51.17710876464844) (77,51.149436950683594) (77,51.149436950683594) (511,51.08488464355469)* (2031,51.07072067260742) (1892,50.89482116699219) (994,50.83306884765625) (61,50.797176361083984) (2183,50.79098892211914) (1076,50.779327392578125) (258,50.74564743041992)
424: (923,51.162384033203125) (918,50.98735809326172) (198,50.957298278808594)* (503,50.80113220214844) (930,50.441322326660156)* (7,50.43361282348633) (1131,50.279144287109375) (1044,50.201107025146484) (504,50.156795501708984) (1358,50.14603042602539)* (953,50.11996841430664) (1369,50.03620910644531) (2009,50.02312469482422) (1412,49.95543670654297) (978,49.909912109375) (234,49.81283950805664) (188,49.756656646728516) (506,49.75238800048828) (377,49.74186325073242) (726,49.70511245727539)
425: (289,49.051544189453125)* (349,48.24043273925781)* (679,48.239192962646484) (498,48.19167709350586)* (291,48.129638671875)* (67,47.99602127075195) (67,47.99602127075195) (523,47.97712707519531) (458,47.70235061645508) (352,47.65345001220703) (543,47.620845794677734) (293,47.606231689453125) (328,47.55266571044922)* (329,47.531009674072266) (680,47.4617805480957)* (298,47.45729064941406) (1032,47.41545867919922) (525,47.41449737548828) (908,47.37029266357422) (681,47.313838958740234)*
426: (744,58.400367736816406) (2605,58.26644515991211)* (616,58.04086685180664) (57,57.75381851196289) (53,57.695960998535156)* (53,57.695960998535156)* (1222,57.66812515258789) (1745,57.6515998840332) (6582,57.427696228027344) (756,57.293914794921875)* (154,57.18735885620117) (2146,57.07725524902344) (2670,57.065338134765625) (1098,56.984500885009766) (1739,56.958412170410156) (1835,56.88973617553711) (1708,56.87461471557617) (2667,56.82086944580078) (2668,56.800804138183594) (2673,56.753684997558594)
427: (412,54.477081298828125)* (537,54.247039794921875) (4262,54.21058654785156)* (498,54.15998077392578) (2850,53.66829299926758) (217,53.62520980834961) (2608,53.61620330810547)* (1378,53.561038970947266) (3621,53.54763412475586) (230,53.47395706176758) (209,53.45401382446289) (190,53.44374465942383) (1866,53.30772399902344) (687,53.30186462402344) (1100,53.27723693847656)* (229,53.1971321105957) (898,53.16751480102539) (2840,53.15653610229492) (1186,53.05514907836914) (4118,52.975852966308594)
428: (1013,55.0728874206543) (997,54.836605072021484)* (61,54.622257232666016) (59,54.51731872558594)* (1001,54.443416595458984)* (874,54.38452911376953) (993,54.373531341552734)* (2938,54.17125701904297) (994,54.153202056884766)* (6784,54.12110900878906) (1890,54.079856872558594) (99,54.03199005126953) (98,53.943851470947266) (3201,53.92648696899414) (187,53.87735366821289)* (2029,53.71881103515625) (1015,53.68275833129883) (2487,53.572662353515625) (193,53.53968811035156) (7347,53.45903396606445)
430: (3281,53.975791931152344) (874,52.656341552734375)* (1013,52.53668975830078) (985,52.446800231933594) (997,52.321937561035156)* (10041,52.06169128417969) (1001,52.03794479370117) (2029,52.00352096557617) (67,52.003074645996094) (67,52.003074645996094) (61,51.97091293334961) (8583,51.92555618286133) (76,51.90003967285156) (76,51.90003967285156) (2487,51.89869689941406) (193,51.83070373535156)* (599,51.819732666015625)* (187,51.72725296020508) (6722,51.68296813964844) (13085,51.657928466796875)
431: (234,49.69829177856445) (706,49.585121154785156) (190,49.54239273071289)* (377,49.40668869018555)* (209,49.39377212524414) (498,49.329627990722656) (1249,49.25116729736328)* (533,49.202484130859375)* (486,49.11528015136719) (227,49.070030212402344)* (198,49.026737213134766) (1513,48.952938079833984) (1246,48.935791015625) (1672,48.92789077758789) (540,48.557308197021484) (1406,48.39812469482422) (1044,48.395355224609375) (472,48.257484436035156) (173,48.24707794189453) (226,48.24700164794922)
432: (1672,55.342288970947266)* (498,55.28941345214844)* (412,55.20049285888672) (209,55.0718879699707) (230,54.84713363647461) (488,54.84608459472656) (472,54.38283920288086) (6120,54.358238220214844) (1246,54.26471710205078) (1180,54.18574905395508) (1854,54.163970947265625) (966,54.011070251464844) (475,54.004146575927734) (1044,53.95304489135742) (481,53.923099517822266) (1043,53.846160888671875) (1182,53.80176544189453) (1046,53.786800384521484) (507,53.74889373779297) (1905,53.74169158935547)
433: (5115,54.26695251464844) (3551,54.258121490478516) (8258,53.65328598022461) (1263,53.55651092529297) (2835,53.5440673828125) (807,53.474266052246094) (3245,53.338462829589844) (1270,53.2193717956543) (1913,53.184471130371094) (7722,53.1588249206543) (500,53.15766906738281) (811,53.064674377441406) (10508,53.03722381591797) (2143,53.013404846191406) (3087,52.998687744140625) (11,52.96480941772461) (1066,52.94194412231445) (841,52.91971969604492) (2961,52.90385818481445) (503,52.8665885925293)*
434: (197,57.27143096923828) (418,56.749874114990234) (1504,56.72351837158203) (2542,56.70860290527344) (154,56.650630950927734) (1709,56.57611846923828) (1418,56.4741325378418) (615,56.29239273071289) (1957,56.212276458740234) (429,56.154273986816406) (859,56.052852630615234) (441,56.030391693115234) (9206,55.929298400878906) (206,55.92583465576172)* (867,55.8128662109375) (632,55.76201629638672) (6151,55.75241470336914) (5549,55.68137741088867) (858,55.6482048034668) (3299,55.64097213745117)
435: (1191,58.12321472167969) (2210,58.02889633178711) (816,57.88279724121094) (2196,57.80049133300781) (1188,57.77779769897461)* (2200,57.663352966308594) (4181,57.53774642944336) (2204,57.51599884033203) (5966,57.48023223876953) (6008,57.44842529296875) (377,57.44491195678711) (2429,57.380619049072266) (1195,57.36676788330078)* (2192,57.327171325683594) (1180,57.30922317504883) (486,57.2691764831543) (45,57.26874542236328) (808,57.241050720214844) (6027,57.19411087036133) (6014,57.169490814208984)
436: (227,47.373497009277344) (959,46.247440338134766) (163,46.096336364746094) (220,46.02064514160156) (65,45.989501953125) (65,45.989501953125) (599,45.87822341918945) (868,45.864540100097656)* (903,45.854637145996094) (190,45.75531768798828) (2786,45.755165100097656) (221,45.7454719543457) (159,45.65550231933594) (157,45.579376220703125) (229,45.48395538330078) (614,45.47321701049805) (234,45.41041946411133) (316,45.32695007324219) (182,45.259586334228516) (203,45.25563430786133)
437: (295,54.977195739746094) (161,54.904747009277344) (292,54.75277328491211) (299,54.59913635253906) (2498,54.58601760864258) (67,54.52006530761719) (67,54.52006530761719) (349,54.48841857910156) (465,54.41276168823242) (790,54.32162857055664) (660,54.30366134643555) (479,54.28604507446289) (300,54.23476028442383) (89,54.223663330078125)* (13265,54.159446716308594) (646,54.15489959716797) (1475,54.124061584472656) (652,54.10841751098633) (157,54.0876579284668) (265,54.06014633178711)
438: (1066,55.77597427368164) (11,55.26527786254883) (1296,55.05792236328125) (1297,55.04271697998047) (1299,54.791629791259766)* (4876,54.76974105834961)* (3426,54.7582893371582) (9,54.737430572509766)* (1336,54.697166442871094) (32,54.67366409301758)* (1295,54.666202545166016) (1304,54.59762191772461) (2935,54.45581817626953) (5581,54.316349029541016) (515,54.274635314941406) (72,54.212772369384766) (72,54.212772369384766) (30,54.14488983154297) (36,54.110233306884766) (1253,54.09654998779297)
439: (1544,53.334754943847656) (2226,52.79643630981445) (2252,52.63105773925781)* (2247,52.49018859863281) (3317,52.25342559814453) (5565,52.121944427490234) (249,52.034114837646484) (3227,52.011138916015625) (2242,51.99766159057617) (9799,51.757789611816406) (4701,51.749595642089844) (2916,51.68579864501953)* (1963,51.54454803466797) (1952,51.49567794799805) (10399,51.477081298828125) (9585,51.434242248535156) (2909,51.39550018310547) (376,51.30225372314453) (1614,51.19200897216797) (2244,51.136932373046875)
440: (2542,56.338294982910156) (418,55.90269088745117) (154,55.83633804321289) (199,55.53179931640625) (1504,55.501426696777344) (416,55.43552017211914) (632,55.36063766479492) (629,55.149044036865234) (444,55.119300842285156) (5549,55.11269760131836) (2281,55.107582092285156) (2139,55.104827880859375) (2279,55.08731460571289) (3694,54.96330261230469) (3707,54.95744705200195) (1163,54.8598747253418) (206,54.83500289916992) (429,54.766544342041016) (1418,54.66873550415039) (748,54.66252136230469)*
441: (154,54.41891098022461) (173,53.730838775634766) (1098,53.720706939697266) (229,53.55577087402344)* (190,53.39876937866211) (88,53.277366638183594) (81,53.2451057434082) (418,53.207889556884766) (56,53.17258071899414) (56,53.17258071899414) (159,53.12360763549805) (1075,53.10477828979492) (757,53.08884048461914) (441,53.036659240722656) (238,53.01613998413086)* (227,53.01525115966797) (1106,52.962406158447266) (199,52.92736053466797) (429,52.90177917480469) (432,52.894161224365234)
442: (7136,52.4660530090332) (1000,52.333656311035156) (12834,52.04281997680664) (1001,51.97747802734375)* (3992,51.6037483215332) (1795,51.5875129699707) (7130,51.46272659301758) (13154,51.22391891479492) (1064,51.178794860839844) (7138,51.130008697509766) (51,51.07942199707031) (10468,51.06283187866211) (7141,51.04111099243164) (67,51.040828704833984) (67,51.040828704833984) (157,51.008785247802734) (5254,50.889102935791016) (155,50.8880500793457) (7139,50.88788986206055) (2900,50.83335876464844)
443: (72,47.341514587402344) (72,47.341514587402344) (1126,47.232547760009766) (1412,47.14959716796875) (1109,47.06568908691406) (4675,46.95896911621094) (511,46.901248931884766) (1743,46.898841857910156) (2323,46.890602111816406)* (227,46.88783645629883)* (2312,46.87919616699219)* (4123,46.862770080566406) (7126,46.843597412109375) (614,46.750938415527344) (959,46.683712005615234) (11455,46.669986724853516) (5173,46.60957336425781) (7054,46.573062896728516) (1426,46.54023361206055) (1425,46.47501754760742)
444: (1205,51.62985610961914) (7472,51.61293411254883) (2756,51.37324905395508) (10008,51.30647277832031) (5718,51.27614974975586) (4271,51.22985076904297) (2026,50.84352111816406) (13819,50.7907829284668) (1238,50.74028778076172) (2771,50.63322830200195) (777,50.61884307861328) (1253,50.33283996582031) (3703,50.2690544128418) (9540,50.1895866394043) (11186,50.15438461303711) (15290,50.10221862792969) (3417,50.0872688293457) (9971,50.07788848876953) (1222,50.0683708190918) (631,50.06159591674805)
446: (72,52.42726135253906)* (72,52.42726135253906)* (511,50.85388946533203)* (959,50.36332702636719) (1098,50.267189025878906) (203,50.136940002441406) (533,50.07276153564453) (70,50.04647445678711) (193,50.04204559326172) (65,49.99246597290039) (65,49.99246597290039) (1122,49.88690948486328) (441,49.86589050292969)* (715,49.802120208740234) (1073,49.801971435546875) (234,49.75141906738281)* (229,49.71799087524414) (157,49.70261001586914) (429,49.68820571899414) (1014,49.68739318847656)*
447: (2668,55.7182502746582) (6004,54.59571075439453) (1835,54.176910400390625) (744,54.072044372558594) (1801,53.8093376159668) (603,53.72513198852539) (14739,53.672279357910156) (748,53.567710876464844) (1156,53.4852180480957) (2149,53.413002014160156) (2675,53.35307312011719) (5358,53.28972244262695) (2161,53.284637451171875) (57,53.2440071105957) (2670,53.19504928588867) (3992,53.14025115966797) (2691,53.13048553466797) (3158,53.12535095214844) (616,53.11494445800781) (6762,53.08637619018555)*
449: (1358,49.86869430541992) (841,49.83692932128906) (949,49.55366897583008) (1214,48.950035095214844) (918,48.71231460571289) (2654,48.63565444946289) (188,48.62981414794922)* (607,48.59750747680664) (843,48.58125686645508) (959,48.4697380065918) (1261,48.44197463989258) (370,48.4390754699707)* (2013,48.431427001953125) (1110,48.42902374267578)* (152,48.41160202026367) (506,48.39943313598633)* (6,48.39723587036133) (1360,48.34785842895508) (1343,48.30232238769531) (1274,48.290802001953125)
