userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,13.564674377441406)* (1001,13.463759422302246) (157,13.009085655212402) (3768,12.665403366088867) (998,12.491379737854004) (511,12.053409576416016) (1072,11.801580429077148) (1014,11.795880317687988) (1073,11.552505493164062) (187,11.229269981384277) (877,11.150175094604492) (59,10.92856502532959)* (1713,10.899521827697754) (238,10.850545883178711) (153,10.82229995727539) (1707,10.732564926147461) (3280,10.726459503173828) (1013,10.550677299499512) (1394,10.457609176635742) (70,10.338756561279297)*
357: (190,15.689547538757324) (173,14.978507995605469) (1062,13.076744079589844) (207,12.115474700927734) (757,11.87634563446045) (1075,11.752092361450195) (450,11.698841094970703) (425,11.534110069274902) (225,11.213882446289062) (233,10.906402587890625) (1090,10.56983470916748) (65,10.198373794555664) (65,10.198373794555664) (416,9.941648483276367) (228,9.890799522399902) (182,9.855072021484375) (526,9.806617736816406) (58,9.781574249267578) (58,9.781574249267578) (84,9.690667152404785)*
358: (107,10.794198989868164) (1627,10.064745903015137) (154,8.984917640686035) (7665,8.798368453979492) (238,8.70306396484375)* (3703,8.591002464294434) (444,8.348251342773438) (1969,8.291365623474121) (331,8.25169563293457) (1943,8.235771179199219) (2668,8.21234130859375) (56,8.060323715209961)* (56,8.060323715209961)* (2605,8.039325714111328)* (1098,7.972064971923828) (757,7.552261829376221) (1963,7.551785469055176) (1946,7.5393385887146) (748,7.505812644958496) (1745,7.504130840301514)
359: (59,15.46491813659668)* (67,15.049845695495605) (67,15.049845695495605) (1014,14.851940155029297) (1019,12.92458724975586) (91,12.72602653503418) (99,12.57493782043457) (3768,12.48490047454834) (2562,12.267099380493164) (627,12.077481269836426) (100,11.700339317321777) (511,11.665375709533691) (997,11.489818572998047) (994,11.350643157958984) (68,11.333941459655762)* (68,11.333941459655762)* (7347,11.133172988891602) (1072,11.124916076660156) (4308,11.095342636108398) (85,11.007040023803711)
360: (475,14.913736343383789) (227,13.816123008728027) (5348,12.555336952209473) (7015,11.867525100708008) (65,11.337029457092285) (65,11.337029457092285) (498,10.81039810180664) (12434,10.348251342773438) (2101,10.339643478393555) (198,10.038337707519531) (9550,9.922853469848633) (4653,9.760652542114258) (377,9.678945541381836) (6326,9.662174224853516) (12137,9.466835021972656) (12439,9.381497383117676) (11146,9.368030548095703) (12801,9.365132331848145) (1849,9.287317276000977) (10228,9.282194137573242)
361: (288,18.83443832397461)* (300,16.20655059814453) (701,15.97107982635498)* (227,15.71422004699707) (333,14.29029369354248)* (157,14.234272003173828) (679,11.932111740112305) (265,11.811681747436523) (466,11.721319198608398) (461,11.437131881713867)* (311,10.626935005187988) (306,10.550729751586914) (903,10.44827938079834) (1459,10.272978782653809)* (1464,10.131193161010742) (310,10.11211109161377)* (301,10.10161018371582) (498,10.051387786865234) (889,10.045318603515625) (65,9.905706405639648)
362: (498,22.177431106567383)* (377,15.647327423095703) (6120,12.482622146606445)* (1672,12.431628227233887) (708,12.326333045959473) (209,12.304230690002441) (706,12.247605323791504) (714,12.226821899414062)* (982,11.992949485778809) (707,11.951492309570312) (333,11.787680625915527) (220,11.780167579650879) (1045,11.749053001403809) (207,11.69554328918457) (542,11.394675254821777) (198,11.212074279785156)* (6132,11.097489356994629) (966,10.936206817626953) (6196,10.716158866882324) (6121,10.628232955932617)*
363: (198,14.688232421875) (227,14.611588478088379) (377,13.0269193649292) (412,13.00369644165039) (220,12.588485717773438) (517,12.518693923950195) (6120,12.240392684936523) (154,12.159433364868164) (4821,11.947367668151855) (1044,11.688884735107422) (840,11.660811424255371) (1974,11.627047538757324) (500,11.595952987670898) (706,11.481282234191895) (816,11.47542667388916) (2661,11.201330184936523) (1545,11.141992568969727) (1406,11.116016387939453) (932,11.066555976867676) (209,10.977385520935059)
364: (227,28.34650421142578)* (163,13.329357147216797)* (1412,12.020103454589844) (735,10.876969337463379) (599,10.799837112426758) (429,10.087952613830566) (217,10.01467227935791) (220,9.257740020751953) (222,9.013256072998047) (562,9.001789093017578) (199,8.946673393249512) (1242,8.902769088745117) (207,8.8084716796875) (225,8.705281257629395) (234,8.696809768676758) (622,8.670583724975586) (632,8.666834831237793) (868,8.600231170654297) (2637,8.574450492858887) (197,8.555606842041016)
365: (744,10.049856185913086) (107,9.470975875854492) (748,9.405129432678223) (2668,8.932334899902344) (603,8.862351417541504) (1969,8.48914909362793) (2605,8.064641952514648) (444,7.93453311920166) (6159,7.59727144241333)* (616,7.516305923461914) (1423,7.472851753234863) (1943,7.430270671844482) (1627,7.414283752441406) (751,7.327490329742432) (103,7.3072333335876465) (2667,7.023807525634766) (2161,6.954992294311523) (7665,6.897640228271484) (1731,6.87132453918457) (1222,6.799001693725586)
366: (227,19.31151580810547)* (632,13.146679878234863) (162,11.807310104370117) (206,11.241440773010254) (1732,10.741827011108398) (977,10.74172306060791) (2624,10.72989559173584) (197,10.68065357208252) (88,9.965225219726562) (1242,9.785820007324219) (199,9.766319274902344) (599,9.549703598022461) (233,9.505958557128906) (1098,9.481498718261719) (238,9.472460746765137) (863,9.45602798461914)* (3417,9.446581840515137) (735,9.41498851776123) (6759,9.351840019226074) (1423,9.308122634887695)
367: (377,12.417207717895508) (207,12.338420867919922)* (65,12.223459243774414) (65,12.223459243774414) (230,11.869733810424805) (190,11.817497253417969) (229,10.99717903137207) (1672,10.872247695922852) (486,10.789185523986816) (1046,10.769086837768555) (228,10.646743774414062) (198,10.477500915527344) (1186,10.154474258422852) (779,10.047657012939453) (808,9.971229553222656) (4821,9.971053123474121) (220,9.94470500946045) (2661,9.531999588012695) (234,9.519824028015137) (1090,9.478815078735352)
368: (154,24.386077880859375) (59,21.165889739990234) (72,19.400218963623047) (72,19.400218963623047) (441,18.347454071044922) (227,17.694005966186523) (599,17.300395965576172) (1062,16.45669174194336) (84,16.004104614257812) (618,15.93799877166748) (1964,15.827996253967285) (757,15.74637222290039) (1155,15.565776824951172) (225,15.46281909942627) (1167,15.28765869140625) (615,15.133249282836914) (3279,14.920049667358398) (604,14.895130157470703) (2542,14.83163070678711) (2535,14.695856094360352)
369: (190,16.856164932250977) (154,14.326408386230469) (217,14.29050350189209)* (228,12.389923095703125) (65,12.373687744140625) (65,12.373687744140625) (1375,12.103739738464355)* (3767,11.747722625732422) (227,11.741415023803711) (425,11.607918739318848) (757,11.517097473144531) (1378,11.364313125610352) (182,11.280682563781738) (1400,10.897860527038574) (170,10.654184341430664) (1239,10.536020278930664) (430,10.435587882995605) (3742,10.418586730957031) (199,10.361808776855469)* (423,10.327971458435059)
370: (1378,5.994533538818359) (5079,5.931053638458252) (1377,5.661341667175293) (190,5.568453788757324) (2014,5.4050211906433105) (453,5.3689470291137695) (3110,5.245888710021973) (488,5.2096734046936035) (173,5.048475742340088)* (316,4.955636978149414) (962,4.8665618896484375) (362,4.846852779388428) (689,4.768105506896973) (5437,4.740606307983398) (229,4.715904712677002) (537,4.579500198364258) (182,4.556057929992676) (3945,4.513422966003418) (166,4.507634162902832) (298,4.483414173126221)
371: (30,12.050891876220703) (173,11.60452651977539) (190,11.409446716308594) (515,10.629486083984375) (1295,10.317684173583984) (51,9.800878524780273) (9,9.619973182678223) (67,9.578471183776855) (67,9.578471183776855) (233,9.522259712219238) (3768,9.496650695800781) (1534,9.316452026367188) (1099,9.248086929321289) (880,9.211398124694824) (1014,9.151598930358887) (930,9.143745422363281) (1297,9.103373527526855) (238,9.101213455200195) (3280,9.039372444152832) (1713,9.02535343170166)*
372: (497,12.168254852294922) (518,12.009790420532227) (930,11.785579681396484) (5079,11.731697082519531) (486,11.622570991516113) (377,11.592933654785156)* (1300,11.288912773132324) (190,10.393575668334961) (72,10.224146842956543) (72,10.224146842956543) (537,10.024559020996094) (378,9.859749794006348) (173,9.73697280883789) (1378,9.706393241882324)* (1714,9.688068389892578) (2794,9.653676986694336)* (1704,9.514677047729492) (510,9.461055755615234) (2062,9.235353469848633) (504,9.226602554321289)
375: (292,15.612886428833008)* (300,14.5740385055542)* (701,13.82339096069336) (55,13.618827819824219) (333,12.269693374633789) (466,11.680949211120605) (291,11.463228225708008)* (157,11.138557434082031) (257,10.940465927124023) (349,10.702978134155273) (306,10.6159086227417)* (265,10.54655933380127) (298,10.452101707458496) (311,10.445855140686035) (523,10.32288932800293) (310,10.189470291137695) (461,10.080644607543945) (1243,9.907464027404785) (903,9.838750839233398) (299,9.684305191040039)
376: (15,13.227170944213867) (821,12.23571491241455) (949,12.208832740783691) (1254,11.662103652954102) (1214,11.568527221679688) (1259,11.456925392150879) (1276,11.357461929321289) (920,11.139852523803711) (918,11.118705749511719) (6,10.963546752929688) (936,10.825002670288086) (2838,10.807136535644531) (1992,10.692584991455078) (1535,10.67303466796875) (944,10.579622268676758) (954,10.566407203674316) (25,10.481559753417969) (947,10.470046997070312) (1281,10.40964412689209) (837,10.375802040100098)
377: (841,18.540388107299805)* (707,16.87120246887207) (1214,16.02010726928711) (1274,14.96916675567627) (1281,14.714388847351074) (2963,14.574468612670898) (2970,14.218050956726074) (370,13.9140043258667) (812,13.87274169921875)* (920,13.745206832885742)* (1104,13.450986862182617) (954,13.423286437988281) (2379,13.390621185302734) (949,13.38575553894043) (1259,13.263223648071289) (1358,13.262331008911133) (943,13.174436569213867)* (846,13.066373825073242) (1547,13.052560806274414) (1369,12.710004806518555)
378: (707,16.099191665649414) (511,14.714385986328125) (917,14.248218536376953) (868,13.405990600585938) (951,13.314579963684082)* (1369,12.898039817810059) (190,12.859474182128906) (1415,12.801822662353516)* (1464,12.573448181152344) (599,12.38465404510498) (712,12.329602241516113) (533,12.127335548400879)* (65,12.01248550415039) (65,12.01248550415039) (2343,11.796269416809082) (1803,11.765462875366211) (72,11.23287296295166) (72,11.23287296295166) (715,11.139410018920898) (1416,10.889784812927246)
380: (288,13.391729354858398)* (295,11.00948429107666)* (289,9.846488952636719)* (701,8.119653701782227) (302,7.452431678771973) (300,7.372949600219727) (55,7.094906806945801) (686,6.9316911697387695) (310,6.792771339416504) (301,6.65467643737793) (1037,6.478008270263672) (326,6.401017189025879)* (306,6.366632461547852) (291,6.292916297912598)* (907,6.224723815917969) (485,6.212428569793701) (328,6.150760173797607) (320,6.094785690307617)* (386,6.040547847747803) (311,5.8880839347839355)
382: (475,7.394038200378418) (5348,6.966951370239258) (4928,6.800024032592773) (9550,6.671977996826172) (1130,6.63692569732666) (7015,6.445749759674072) (1946,6.402920722961426) (1849,6.363048553466797) (7900,6.355958938598633) (610,6.352651596069336) (4723,6.330879211425781) (5200,6.269949913024902) (2179,6.256793975830078) (6004,6.153332710266113) (12137,6.087552070617676) (1627,6.064826011657715) (2101,5.981078147888184) (9585,5.908908843994141) (8212,5.907024383544922) (3861,5.857051849365234)
383: (227,17.837318420410156) (89,15.574821472167969) (1098,13.00401496887207) (289,12.971017837524414) (300,12.495813369750977) (418,11.877365112304688) (288,11.766374588012695) (217,11.760018348693848) (228,11.751842498779297) (298,11.671466827392578) (903,11.556840896606445) (3057,10.934356689453125) (344,10.781535148620605) (207,10.763582229614258) (67,10.692928314208984) (67,10.692928314208984) (689,10.626636505126953) (1390,10.608752250671387) (679,10.492594718933105) (1375,10.43276309967041)
385: (289,21.80809211730957)* (498,19.739484786987305)* (333,18.48031234741211)* (295,16.921382904052734) (67,16.275724411010742) (67,16.275724411010742) (701,14.931468963623047) (306,13.522398948669434)* (55,13.11455249786377) (298,12.968345642089844) (190,12.20450210571289)* (229,12.050651550292969) (377,11.887809753417969)* (378,11.47512149810791) (903,11.038836479187012) (349,10.998529434204102) (257,10.774325370788574) (689,10.403379440307617) (293,10.37526798248291) (538,10.237527847290039)
386: (227,23.659873962402344) (707,12.748941421508789)* (157,12.462800025939941) (230,11.58476448059082)* (1412,11.433055877685547) (498,11.163680076599121) (1249,11.131027221679688) (220,11.003375053405762) (917,10.927794456481934) (641,10.562646865844727) (706,10.179728507995605) (377,10.112762451171875) (6678,10.04209041595459) (511,9.99812126159668) (198,9.861194610595703) (533,9.784543991088867) (4251,9.775005340576172) (5249,9.606770515441895) (378,9.598726272583008) (475,9.544228553771973)
387: (1098,13.00101089477539) (154,12.870813369750977) (288,12.284103393554688)* (89,11.988937377929688) (295,11.079681396484375) (331,10.803455352783203) (65,9.97541618347168) (65,9.97541618347168) (157,9.952457427978516)* (1609,9.762903213500977) (1390,9.69198226928711) (903,9.626203536987305) (5150,9.599815368652344) (1443,9.44482707977295) (289,9.385334014892578) (229,9.38036823272705) (532,9.346202850341797) (485,9.299803733825684) (238,9.246976852416992) (701,9.211858749389648)
388: (157,11.094468116760254) (72,10.948100090026855) (72,10.948100090026855) (518,9.948925018310547)* (707,9.723733901977539) (63,9.132630348205566) (63,9.132630348205566) (917,8.484586715698242) (5072,8.426691055297852) (1339,8.3897123336792) (2044,8.193341255187988) (163,8.130041122436523) (245,8.1092529296875) (959,7.920238494873047) (389,7.7169342041015625) (67,7.651482105255127) (67,7.651482105255127) (56,7.634922981262207) (56,7.634922981262207) (966,7.5934038162231445)
390: (295,17.158092498779297)* (349,11.699831008911133) (461,10.946273803710938)* (291,10.645055770874023) (257,10.495466232299805)* (686,9.996149063110352) (325,9.392730712890625) (352,9.337597846984863) (318,9.23262882232666) (328,9.065292358398438)* (525,9.059690475463867) (301,9.018105506896973) (310,8.876376152038574) (1037,8.657944679260254)* (544,8.625057220458984) (298,8.591324806213379) (329,8.511129379272461) (157,8.501394271850586) (344,8.246389389038086) (320,8.229536056518555)
391: (498,15.6063814163208)* (1188,13.690997123718262) (1853,11.33409309387207) (7724,11.281100273132324) (2618,11.2616605758667) (3078,11.237408638000488) (367,11.117387771606445) (1678,10.935806274414062) (1035,10.815178871154785) (816,10.675728797912598)* (5963,10.408750534057617) (2621,10.273197174072266) (2204,10.255115509033203) (5961,10.15281867980957) (500,10.151276588439941) (4898,10.132845878601074) (2062,10.118693351745605) (371,9.999582290649414) (1868,9.923787117004395) (399,9.9132719039917)
392: (289,17.969600677490234)* (67,16.16248321533203)* (67,16.16248321533203)* (288,15.617966651916504)* (300,14.693022727966309) (701,14.285819053649902) (344,13.117223739624023)* (190,12.523792266845703) (55,12.271159172058105) (298,12.070436477661133) (295,12.035127639770508) (498,12.011051177978516)* (291,11.890240669250488)* (311,11.664628982543945) (523,11.16815185546875) (461,10.808156967163086) (466,10.781270027160645) (1243,10.571711540222168) (889,10.409065246582031) (265,10.36662483215332)
393: (65,9.176639556884766)* (65,9.176639556884766)* (1412,8.820091247558594) (228,8.802391052246094) (230,8.768576622009277) (220,8.299150466918945) (533,8.201738357543945) (229,7.643994331359863) (614,7.566440582275391) (163,7.457683563232422) (439,7.443245887756348) (982,7.419863700866699) (3057,7.344168663024902) (1375,7.161336421966553) (498,7.122459411621094) (212,7.054050445556641) (706,6.9261860847473145) (154,6.876981735229492) (716,6.845992088317871) (683,6.843721389770508)
394: (227,26.15733528137207) (4828,19.95096778869629) (4834,18.04200553894043) (714,15.41120719909668) (705,15.296335220336914) (5630,15.221625328063965) (1761,15.17200756072998) (3747,14.977169036865234) (4823,14.915822982788086) (8728,14.81444263458252) (6120,14.811935424804688) (3376,14.693476676940918) (708,14.390740394592285) (932,14.299341201782227) (1766,14.203572273254395) (1755,13.94739055633545) (2983,13.642549514770508) (2080,13.582996368408203) (1768,13.582558631896973) (4850,13.241286277770996)
