userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,66.58647155761719)* (175,65.37803649902344) (187,64.90553283691406) (1001,64.88278198242188) (7157,64.47735595703125) (877,64.34078979492188) (59,64.18665313720703)* (1713,64.17733764648438) (1014,64.14742279052734) (511,64.12152099609375) (2044,63.905189514160156) (3501,63.846500396728516) (1061,63.79167175292969) (880,63.76355743408203) (193,63.76264190673828) (1013,63.68028259277344) (1073,63.56485366821289) (389,63.55927276611328) (993,63.483253479003906) (4037,63.448429107666016)
412: (261,65.64911651611328) (289,64.78314208984375) (714,64.68902587890625) (246,64.68302917480469) (1556,64.67662811279297) (316,64.51820373535156) (2184,64.21758270263672)* (256,64.1896743774414) (889,64.08180236816406) (283,63.99354934692383) (1771,63.811058044433594) (5745,63.787681579589844)* (538,63.73496627807617) (1775,63.71048355102539) (683,63.695472717285156) (301,63.64642333984375) (55,63.5987663269043) (355,63.53573989868164) (1241,63.45163345336914) (3488,63.40565490722656)
413: (289,60.61569595336914) (89,60.41822814941406) (257,60.09701919555664) (302,60.03130340576172)* (300,59.55796432495117) (333,59.437095642089844) (701,59.14507293701172)* (299,58.98588180541992) (349,58.80884552001953) (344,58.65623092651367)* (320,58.63896560668945) (329,58.537269592285156)* (285,58.14861297607422) (294,58.13530349731445) (298,58.1027717590332)* (161,58.08369827270508) (475,58.07343673706055) (907,58.01097869873047) (360,57.895347595214844) (465,57.8787841796875)
414: (288,60.06782150268555)* (89,59.982730865478516) (292,59.77330780029297)* (300,59.67847442626953)* (701,59.32552719116211)* (295,59.314186096191406)* (461,59.081451416015625)* (523,58.49427795410156) (344,58.475372314453125) (55,58.07891082763672)* (291,57.89799118041992) (320,57.869972229003906) (458,57.76154708862305) (299,57.76055145263672) (318,57.759796142578125) (802,57.629417419433594) (528,57.62668228149414) (790,57.56127166748047) (525,57.50393295288086) (680,57.49424743652344)
415: (89,62.14956283569336)* (288,61.732887268066406)* (295,61.000946044921875) (523,60.52928924560547)* (349,60.291419982910156) (461,59.852325439453125) (544,59.83722686767578) (299,59.66327667236328) (352,59.516197204589844)* (679,59.399837493896484)* (524,59.29778289794922) (325,59.10948944091797) (344,58.93650817871094) (2025,58.85569763183594) (543,58.793212890625) (161,58.78791427612305) (790,58.76451873779297) (1032,58.71275329589844) (323,58.699607849121094) (293,58.67992401123047)
416: (1124,61.06482696533203) (2952,60.39472198486328) (3798,60.31783676147461) (1238,60.10592269897461) (10008,60.050758361816406) (4970,59.9493408203125) (4965,59.879905700683594) (14917,59.42021942138672) (14911,59.348880767822266) (9223,59.32058334350586) (14909,59.2999267578125) (3806,59.19425964355469) (5807,59.12574768066406) (14918,59.09259796142578) (3221,58.978187561035156) (14910,58.92574691772461) (14919,58.913551330566406) (10895,58.828250885009766) (14908,58.75943374633789) (1136,58.73350143432617)
417: (67,63.58753204345703)* (67,63.58753204345703)* (292,62.98650360107422)* (288,62.874176025390625)* (157,62.20424270629883)* (300,62.10654067993164)* (525,62.033416748046875) (903,61.65821838378906) (2521,61.550514221191406) (466,61.53376770019531) (679,61.532508850097656) (913,61.50611114501953)* (167,61.46754455566406) (1934,61.411720275878906) (257,61.37078857421875)* (535,61.35245895385742) (523,61.27446746826172) (58,61.15472412109375) (58,61.15472412109375) (689,61.10472869873047)
418: (429,64.27153015136719) (227,63.89849853515625) (1242,63.861534118652344) (2584,63.5722541809082) (554,63.07349395751953) (6297,63.06495666503906) (1687,63.053016662597656) (424,63.02312469482422) (3706,62.96815490722656) (2531,62.9298210144043) (217,62.92497634887695)* (13713,62.914615631103516) (199,62.90603256225586) (2627,62.89458465576172) (5790,62.89032745361328) (4384,62.83053970336914) (222,62.79007339477539) (9709,62.78544616699219) (3258,62.77535629272461)* (441,62.720359802246094)
419: (1449,56.78068923950195) (4024,56.51656723022461) (317,56.37102127075195)* (312,56.23281478881836) (475,56.229759216308594) (1009,56.168216705322266) (328,56.13435745239258) (330,56.09514617919922) (4713,56.06395721435547) (1613,56.061180114746094) (292,55.76720428466797) (701,55.69207763671875) (1942,55.6029052734375) (3498,55.550899505615234) (310,55.49921417236328) (55,55.46181869506836) (301,55.39145278930664) (3314,55.34086608886719) (6562,55.320072174072266) (485,55.30772399902344)
420: (258,62.10720443725586) (265,61.661949157714844) (253,61.571922302246094) (251,61.44097137451172) (157,61.41790008544922) (289,61.356468200683594) (340,61.24782180786133)* (2902,61.19176483154297) (792,60.95590591430664)* (575,60.94876480102539) (892,60.89718246459961) (2523,60.81230163574219) (1081,60.75898361206055) (2183,60.74604415893555) (2054,60.744346618652344) (3307,60.626121520996094) (7142,60.59184265136719) (360,60.573463439941406) (1465,60.56495666503906) (2031,60.55093765258789)
421: (288,57.90277862548828)* (349,57.58779525756836)* (257,57.56108093261719)* (55,57.42364501953125)* (466,57.285762786865234)* (525,56.9037971496582)* (67,56.84769821166992)* (67,56.84769821166992)* (475,56.633628845214844)* (352,56.57902145385742) (328,56.375701904296875) (294,56.235015869140625) (161,56.11852264404297) (523,56.09596252441406) (301,56.08525085449219)* (906,55.80900192260742) (544,55.801124572753906) (318,55.77410125732422) (332,55.743404388427734) (531,55.52760314941406)
423: (511,64.99723052978516)* (99,64.64063262939453)* (959,64.29595947265625)* (157,64.15382385253906) (877,63.847965240478516) (253,63.52659606933594) (993,63.517635345458984)* (389,63.428958892822266) (2044,63.25807571411133) (86,63.214908599853516) (1014,63.20986557006836) (4126,63.20663833618164) (1076,63.20208740234375) (599,63.15824508666992) (1000,63.147098541259766) (2031,63.12081527709961) (180,63.092708587646484) (1001,63.03874588012695)* (715,62.93836212158203) (192,62.92885208129883)
424: (923,63.02732849121094) (930,62.8739128112793)* (918,62.7166633605957) (1358,62.37494659423828)* (726,62.29785919189453) (1339,62.21482849121094) (198,62.01974105834961)* (503,62.0191535949707) (1338,62.002960205078125)* (706,61.896602630615234) (176,61.75822067260742) (1249,61.674739837646484) (959,61.632022857666016) (163,61.55805587768555) (504,61.55649185180664) (954,61.51680374145508) (188,61.297054290771484) (7,61.22064971923828) (1044,61.186622619628906) (181,61.121212005615234)*
425: (289,60.822303771972656)* (523,60.59498596191406) (458,60.023521423339844) (525,59.882835388183594) (1032,59.5356330871582) (349,59.478790283203125)* (1428,59.165748596191406) (681,59.0819091796875)* (524,59.0801887512207) (498,59.058563232421875)* (475,58.98246765136719) (352,58.58407211303711) (320,58.53559494018555) (790,58.52237319946289) (543,58.40865707397461) (680,58.34843826293945)* (1580,58.30857467651367) (793,58.28567123413086) (291,58.257049560546875)* (1034,58.0840950012207)*
426: (1222,61.33338928222656) (2605,61.1273307800293)* (744,60.65037155151367) (2673,60.40504455566406) (6582,60.14220428466797) (1098,60.09364318847656) (2672,59.93080139160156) (162,59.824501037597656)* (1745,59.65092086791992) (53,59.61997985839844)* (53,59.61997985839844)* (154,59.48433303833008) (390,59.47999954223633) (3411,59.28371810913086) (2667,59.27065658569336) (756,59.146602630615234)* (1781,59.11689758300781) (2146,59.107948303222656) (1700,59.08698654174805) (4316,59.05447769165039)
427: (412,67.86058807373047)* (2850,67.54779052734375) (4262,67.47913360595703)* (228,67.43282318115234) (154,67.35545349121094) (424,67.22496795654297) (190,67.17638397216797) (207,67.15552520751953) (217,67.0157470703125) (223,66.86076354980469) (227,66.76348114013672) (195,66.68919372558594) (498,66.66252899169922) (3200,66.65714263916016) (229,66.65110778808594) (687,66.59032440185547) (537,66.57682037353516) (6461,66.48407745361328) (989,66.48271942138672) (1187,66.47356414794922)
428: (1001,62.58161544799805)* (1464,62.29090881347656) (997,62.19057083129883)* (11727,61.93172073364258) (1013,61.834381103515625) (3201,61.51507568359375) (1081,61.24460983276367) (157,61.20472717285156)* (12129,61.20417022705078) (906,61.163063049316406) (6784,61.01448059082031) (187,60.845462799072266)* (601,60.84455108642578) (91,60.73310089111328) (3768,60.71668243408203) (1000,60.66353225708008) (994,60.52130126953125)* (1694,60.49100875854492) (993,60.39501190185547)* (61,60.33074188232422)
430: (1001,61.51291275024414) (72,61.3807258605957)* (72,61.3807258605957)* (511,61.36338806152344)* (997,60.81216049194336)* (599,60.74296188354492)* (187,60.72689437866211) (159,60.59809494018555) (906,60.551788330078125) (67,60.438907623291016) (67,60.438907623291016) (1464,60.38481903076172) (227,60.21760940551758) (76,60.21331787109375) (76,60.21331787109375) (715,60.13245391845703)* (3460,60.12588882446289) (429,60.007286071777344) (1883,60.00177764892578) (193,59.87598419189453)*
431: (227,61.7841682434082)* (498,61.607181549072266) (190,61.59321212768555)* (706,61.4202766418457) (533,61.21907424926758)* (198,61.155948638916016) (1406,60.9764518737793) (234,60.81917953491211) (1249,60.73194122314453)* (1513,60.68063735961914) (377,60.67701721191406)* (1545,60.53564453125) (1246,60.47172546386719) (486,60.38340759277344) (959,60.294105529785156)* (1672,60.26884841918945) (209,60.23837661743164) (2346,60.198890686035156)* (2352,60.04548263549805) (540,60.00834274291992)
432: (498,64.46907043457031)* (230,64.090087890625) (1672,63.708335876464844)* (966,63.465999603271484) (1406,63.30342102050781) (412,63.22753143310547) (481,63.09779357910156) (209,63.04002380371094) (1046,63.01007080078125) (1854,62.80122375488281) (488,62.5994873046875) (1246,62.49378967285156) (1179,62.4180908203125) (198,62.38799285888672) (2352,62.370933532714844) (687,62.306068420410156) (503,62.29559326171875) (510,62.259849548339844) (403,62.257102966308594) (475,62.1763801574707)
433: (12,63.42445373535156)* (2967,63.39909744262695) (954,63.05326843261719) (1276,62.945533752441406) (841,62.923667907714844) (1547,62.82262420654297) (1270,62.50582504272461) (475,62.37969970703125) (503,62.27067184448242)* (785,62.13955307006836)* (2961,62.103843688964844) (1254,62.098045349121094) (9223,62.04527282714844) (839,62.02256393432617) (1284,62.00893783569336) (3,61.794471740722656) (9226,61.770442962646484) (1274,61.65480041503906) (1521,61.58867645263672) (1260,61.28543472290039)
434: (7374,64.61588287353516) (197,64.21795654296875) (3299,64.20252227783203) (2475,64.18778228759766) (752,63.69989776611328) (882,63.53497314453125) (3531,63.067874908447266) (441,63.04142379760742) (4062,63.02309799194336) (859,62.958656311035156) (10672,62.89291000366211) (3443,62.88359832763672) (6587,62.78801727294922) (2493,62.69594192504883) (631,62.67723083496094) (2542,62.59889221191406) (6589,62.490203857421875) (10761,62.38883972167969) (3444,62.36334228515625) (879,62.185646057128906)
435: (1191,62.97610092163086) (1195,62.80844497680664)* (486,62.57975769042969) (190,62.53269577026367) (1188,62.28675079345703)* (1179,62.27778625488281) (377,62.27021789550781) (816,61.93959426879883) (814,61.8564338684082) (512,61.66533279418945) (815,61.63385009765625) (3817,61.54829025268555) (209,61.504817962646484) (162,61.471534729003906) (2210,61.452415466308594) (2850,61.4174690246582)* (1104,61.399627685546875) (1116,61.35735321044922) (17540,61.339290618896484) (2829,61.33926773071289)
436: (227,67.37889862060547) (190,66.8394775390625) (65,66.27660369873047) (65,66.27660369873047) (154,66.2658462524414) (229,65.73145294189453) (959,65.66878509521484) (182,65.62547302246094) (159,65.62458801269531) (207,65.37484741210938) (166,65.27284240722656) (163,65.26929473876953) (316,65.18054962158203) (220,65.15520477294922) (1384,64.97887420654297)* (1464,64.8191146850586) (689,64.76220703125) (1090,64.72362518310547) (985,64.71774291992188) (903,64.66320037841797)
437: (2094,63.841522216796875) (89,63.72759246826172)* (292,63.566131591796875) (325,63.468360900878906)* (295,63.328857421875) (2076,63.11235809326172) (344,63.08374786376953) (1684,63.047428131103516) (544,62.988101959228516)* (1459,62.977783203125) (479,62.9640998840332) (291,62.91035079956055) (1059,62.77679443359375) (349,62.765464782714844) (701,62.744789123535156) (3576,62.712928771972656) (681,62.699256896972656) (786,62.69062423706055) (306,62.65095520019531) (161,62.632408142089844)
438: (1295,61.0381965637207) (30,60.31925964355469) (4876,59.82367706298828)* (1293,59.65819549560547) (72,59.56935501098633) (72,59.56935501098633) (1707,59.147789001464844) (1297,58.992591857910156) (1298,58.96107864379883) (9,58.84968185424805)* (2038,58.75910186767578) (2,58.748287200927734) (1104,58.679473876953125) (1203,58.675750732421875) (4872,58.63667297363281) (880,58.60313415527344) (1069,58.57997512817383) (1534,58.537166595458984) (36,58.4708366394043) (32,58.45084762573242)*
439: (12254,61.122013092041016) (2236,61.02680587768555) (2916,60.95470428466797)* (1544,60.75117111206055) (2247,60.33293533325195) (2439,59.89229965209961) (2226,59.549774169921875) (6621,59.47500991821289) (13542,59.374916076660156) (248,59.316287994384766) (356,59.26132583618164) (9799,59.1918830871582) (1622,59.08736801147461) (9385,59.07308578491211) (2929,58.9998664855957) (2909,58.989952087402344) (468,58.957679748535156) (249,58.872127532958984) (3227,58.72184371948242) (3357,58.6955451965332)
440: (418,61.246337890625) (629,60.50611877441406) (154,60.41946792602539) (632,60.33074951171875) (2542,60.110652923583984) (1418,60.056888580322266) (416,60.01175308227539) (199,59.892738342285156) (622,59.768821716308594) (748,59.76171112060547)* (2281,59.66853713989258) (197,59.59431838989258) (5549,59.57129669189453) (6048,59.53662109375) (444,59.478614807128906) (206,59.31911087036133) (2139,59.30986785888672) (3707,59.28544998168945) (2398,59.165958404541016) (1163,59.11781311035156)
441: (154,66.72315216064453) (190,66.10481262207031) (1109,65.0069351196289) (229,65.00496673583984)* (81,64.73251342773438) (88,64.63389587402344) (173,64.61690521240234) (207,64.60768127441406) (969,64.57411193847656) (533,64.54015350341797)* (227,64.4930419921875) (182,64.44574737548828) (689,64.42478942871094) (1106,64.37005615234375) (238,64.35294342041016)* (1375,64.28401947021484) (424,64.27359008789062) (1090,64.21012115478516) (159,64.12554168701172) (70,63.91535949707031)
442: (175,63.59089279174805) (3966,63.185707092285156) (51,62.67345428466797) (2044,62.6309928894043) (4037,62.50726318359375) (2465,62.473453521728516) (3576,62.147010803222656) (1014,62.082847595214844)* (63,61.95793914794922) (63,61.95793914794922) (1012,61.9117431640625) (722,61.91128158569336) (6397,61.60431671142578) (877,61.58314895629883)* (289,61.44247055053711) (2035,61.35627365112305) (99,61.35163116455078) (1793,61.34759521484375) (1025,61.26716232299805) (6497,61.25675964355469)
443: (1412,63.24529266357422) (227,62.76433563232422)* (1411,62.594215393066406) (917,62.25230026245117) (607,62.10994338989258) (959,62.06903076171875) (4675,62.065147399902344) (2312,61.90061569213867)* (447,61.850345611572266) (562,61.729129791259766) (1109,61.65046310424805) (1110,61.60749053955078) (610,61.491817474365234) (7352,61.35786437988281) (1369,61.35161590576172) (614,61.335487365722656) (733,61.23821258544922) (5297,61.1945686340332) (11477,61.18450927734375) (707,61.15770721435547)
444: (5718,64.52936553955078) (1124,64.12319946289062) (19,63.90452194213867) (1293,63.14926528930664) (1295,63.01884841918945) (4970,62.91135025024414) (1205,62.79008102416992) (3289,62.76018142700195) (6658,62.7376708984375) (3809,62.64508819580078) (11107,62.59578323364258) (3532,62.37355422973633) (592,62.06960678100586) (11087,62.064334869384766) (876,62.05013656616211) (6277,61.960750579833984) (3417,61.82738494873047) (4875,61.80438995361328) (4271,61.801544189453125) (38,61.795143127441406)
446: (72,63.82442092895508)* (72,63.82442092895508)* (959,61.85386276245117) (511,61.78208923339844)* (193,61.20348358154297) (880,60.79710006713867) (715,60.70584487915039) (157,60.48236083984375) (429,60.480072021484375) (1464,60.43694305419922) (1014,60.28893280029297)* (1707,60.221099853515625)* (1534,60.20771408081055) (601,60.20069885253906) (1083,60.12981414794922) (1079,60.0829963684082) (172,59.86271667480469)* (998,59.83769607543945) (1013,59.81224822998047) (993,59.804561614990234)
447: (1136,63.05248260498047) (1124,62.45581817626953) (1112,61.0138053894043) (4649,60.644710540771484) (6764,60.21176528930664) (132,60.195655822753906) (5238,60.12336730957031) (2030,60.04441833496094) (1144,60.038246154785156) (1226,59.75208282470703) (1115,59.68076705932617) (1139,59.637149810791016) (1238,59.629207611083984) (7565,59.592750549316406) (3703,59.51789093017578) (5358,59.51127243041992) (2673,59.4171257019043) (57,59.19365692138672) (1138,59.13933181762695) (6004,59.05305099487305)
