userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,12.378839492797852) (187,12.286238670349121) (51,11.998109817504883)* (3992,11.952180862426758) (511,11.848634719848633) (238,11.838972091674805) (159,11.793747901916504) (1824,11.486345291137695) (1073,11.407682418823242) (1394,11.10818099975586) (1098,11.062036514282227) (70,11.033012390136719)* (1892,10.767091751098633) (1836,10.699735641479492) (183,10.617656707763672) (1713,10.327179908752441) (157,10.278861999511719) (1072,10.229265213012695) (57,10.15085220336914)* (59,10.120065689086914)*
398: (159,14.465943336486816) (429,13.789361000061035) (533,13.460152626037598)* (1090,12.767115592956543) (511,12.624289512634277) (190,12.554322242736816) (228,12.468191146850586) (88,12.117562294006348)* (65,12.113306045532227) (65,12.113306045532227) (229,12.095674514770508) (207,12.041330337524414)* (424,12.01106071472168) (715,11.99963665008545) (173,11.99004077911377) (436,11.952676773071289) (2531,11.841361999511719) (220,11.770315170288086) (199,11.684320449829102)* (234,11.599254608154297)
399: (295,10.075736999511719)* (466,9.807931900024414)* (325,9.805106163024902) (306,9.782048225402832) (349,9.688529014587402) (523,9.664617538452148) (320,9.660745620727539) (543,9.559627532958984) (679,9.4945068359375) (544,9.403074264526367) (908,9.392385482788086) (1032,9.208540916442871) (293,9.199667930603027) (528,9.089014053344727) (2020,8.898999214172363) (55,8.863886833190918) (802,8.758692741394043) (310,8.719019889831543)* (680,8.698212623596191) (456,8.527762413024902)*
400: (288,8.495820999145508)* (466,8.423675537109375)* (543,8.224529266357422) (679,8.222070693969727) (2020,8.176214218139648) (802,8.150787353515625) (790,8.052945137023926) (325,7.929784774780273)* (318,7.778700828552246)* (797,7.673677444458008) (299,7.6551713943481445)* (528,7.650144100189209)* (344,7.611334323883057) (320,7.5946736335754395) (1452,7.5407843589782715) (646,7.512381553649902) (349,7.4785661697387695) (525,7.4416022300720215) (2025,7.429254531860352) (328,7.3413519859313965)
401: (6132,11.758737564086914) (1045,11.63158893585205) (1672,11.535948753356934) (1246,11.140386581420898) (2661,11.0553617477417) (533,10.867988586425781) (439,10.857903480529785) (6121,10.850024223327637) (4850,10.840287208557129) (424,10.813821792602539) (982,10.796225547790527) (714,10.714570999145508) (7328,10.668763160705566) (5630,10.634626388549805) (4840,10.634008407592773) (540,10.633219718933105) (3382,10.633084297180176) (4821,10.584163665771484) (209,10.51338005065918) (1241,10.461223602294922)
402: (724,11.82626724243164)* (1372,11.4736909866333)* (868,11.421192169189453)* (220,11.349477767944336) (176,11.331804275512695) (198,11.208497047424316) (952,11.094277381896973) (614,10.305521011352539) (1803,10.219293594360352) (2342,10.12281608581543) (856,10.069391250610352) (854,10.038253784179688) (1351,9.91678524017334)* (533,9.864316940307617) (1415,9.838006973266602) (3470,9.800680160522461) (2834,9.791011810302734) (2595,9.688142776489258) (1974,9.604666709899902) (1426,9.529672622680664)
403: (333,9.982882499694824) (680,9.836669921875)* (1246,9.834807395935059) (300,9.432254791259766)* (679,9.390913009643555) (481,9.284631729125977) (1673,9.259028434753418) (487,9.178450584411621)* (681,9.14171028137207) (486,9.079761505126953) (1047,9.06065845489502) (378,8.899391174316406) (324,8.884824752807617) (230,8.814537048339844) (499,8.662632942199707) (321,8.624711990356445) (470,8.611756324768066) (972,8.595162391662598) (1043,8.54484748840332) (293,8.528315544128418)
404: (412,13.036446571350098)* (198,11.884284973144531) (540,11.691983222961426) (3398,11.512619972229004) (501,11.204644203186035) (5306,11.05396556854248) (1866,10.962075233459473) (537,10.956578254699707) (4189,10.797248840332031) (488,10.747062683105469) (1091,10.738743782043457) (234,10.734195709228516) (498,10.625184059143066) (816,10.581382751464844) (4262,10.566764831542969) (4434,10.41234016418457) (2840,10.290508270263672) (840,10.27552604675293) (497,10.203581809997559) (1246,10.170811653137207)
405: (913,11.351812362670898)* (320,11.057938575744629) (301,10.69244384765625) (484,10.403267860412598) (332,10.37225341796875) (1935,10.147018432617188) (4566,9.995062828063965)* (292,9.956733703613281)* (306,9.942821502685547) (328,9.938277244567871) (475,9.93309211730957) (2179,9.805449485778809) (322,9.800042152404785)* (907,9.742959022521973) (1613,9.590490341186523) (331,9.56003189086914)* (701,9.428332328796387) (308,9.420555114746094) (241,9.41165828704834) (294,9.393922805786133)
406: (188,15.052337646484375)* (2006,14.41313362121582)* (920,13.843879699707031)* (1134,13.757770538330078) (1113,13.659290313720703) (3417,13.654864311218262) (9716,13.576411247253418) (162,13.18015193939209) (13935,13.146255493164062) (592,13.06937026977539) (2964,13.018488883972168) (3727,12.960502624511719) (13850,12.880088806152344) (13849,12.869415283203125) (1726,12.856816291809082) (13848,12.856399536132812) (13847,12.850805282592773) (1705,12.830302238464355) (13851,12.826631546020508) (2681,12.780280113220215)
407: (154,11.901857376098633) (56,11.203149795532227) (56,11.203149795532227) (603,11.108190536499023) (1098,10.847040176391602) (757,10.79788589477539) (418,10.75694465637207) (159,10.455317497253418) (70,10.397832870483398) (2605,10.335163116455078) (88,10.246988296508789) (81,10.107989311218262) (206,10.084826469421387) (1824,10.045614242553711) (58,9.944229125976562) (58,9.944229125976562) (429,9.787885665893555) (703,9.71699333190918) (7324,9.699604034423828) (64,9.558539390563965)*
408: (533,11.599956512451172)* (159,11.432304382324219) (225,11.359122276306152) (1376,11.172133445739746) (424,10.991284370422363) (229,10.921426773071289) (1048,10.807476997375488) (429,10.664640426635742) (190,10.59776496887207) (203,10.498875617980957) (1515,10.387529373168945) (716,10.27060604095459) (154,10.165149688720703) (170,10.15292739868164) (65,9.996125221252441) (65,9.996125221252441) (208,9.887478828430176) (1400,9.868609428405762) (441,9.847488403320312) (443,9.836899757385254)
409: (331,12.620012283325195)* (475,12.395293235778809) (907,12.291735649108887) (538,12.268281936645508) (65,11.924139976501465) (65,11.924139976501465) (328,11.639463424682617) (306,11.605756759643555) (155,11.371875762939453) (329,11.363936424255371) (67,11.326135635375977)* (67,11.326135635375977)* (511,11.146896362304688) (333,11.079075813293457) (302,10.94101619720459)* (289,10.898118019104004) (300,10.879949569702148) (229,10.8736572265625) (288,10.847216606140137) (56,10.83414363861084)
410: (3373,11.767617225646973) (470,11.122950553894043) (2665,10.607877731323242) (691,10.266373634338379)* (2839,10.105527877807617) (1689,10.040189743041992) (4559,9.995711326599121) (1047,9.904879570007324) (324,9.760446548461914) (1189,9.712159156799316) (1182,9.708419799804688) (15219,9.638914108276367) (5253,9.539432525634766) (403,9.507229804992676)* (15220,9.480425834655762) (7777,9.442702293395996) (693,9.403594017028809) (1186,9.370659828186035) (1193,9.323404312133789) (540,9.30318832397461)
411: (278,10.696272850036621)* (2247,10.229543685913086)* (475,10.21112060546875)* (331,9.724231719970703)* (547,9.3848237991333) (5988,9.167614936828613) (1444,9.150300025939941)* (3317,9.113948822021484) (1576,8.989436149597168) (2905,8.914872169494629) (3227,8.79539680480957)* (2906,8.761970520019531) (4617,8.75052261352539) (1595,8.735445022583008) (317,8.706789016723633) (6631,8.647560119628906)* (2919,8.630097389221191)* (9384,8.61588191986084) (11760,8.575079917907715) (314,8.473021507263184)
412: (714,9.521883010864258) (3741,9.13261604309082) (2988,8.610366821289062) (1755,8.559690475463867) (533,8.392801284790039) (1775,8.333806037902832) (538,8.263075828552246) (705,8.218320846557617) (424,8.206192970275879) (3332,8.197290420532227) (6722,8.185890197753906) (261,8.16171646118164) (1241,8.154274940490723) (283,8.101969718933105) (220,8.084416389465332) (2080,8.066120147705078) (3378,8.03272819519043) (4818,8.008971214294434) (355,7.912348747253418) (708,7.894897937774658)
413: (701,10.505827903747559)* (349,9.955965042114258) (302,9.91445541381836)* (289,9.80758285522461) (320,9.787919044494629) (89,9.634814262390137) (329,9.617582321166992)* (257,9.529498100280762) (300,9.340516090393066) (333,9.297636032104492) (538,9.232562065124512) (299,9.085896492004395) (314,8.971589088439941) (328,8.936955451965332) (1032,8.669251441955566) (544,8.661645889282227) (285,8.633607864379883) (294,8.503178596496582) (298,8.448211669921875)* (161,8.345739364624023)
414: (300,9.097978591918945)* (461,9.017776489257812)* (701,8.958398818969727)* (802,8.852328300476074) (288,8.7281494140625)* (295,8.722536087036133)* (89,8.48363208770752) (1047,8.482718467712402) (344,8.439827919006348) (292,8.40858268737793)* (291,8.375545501708984) (538,8.295804023742676)* (680,8.213509559631348) (1246,8.201391220092773) (2080,7.98322868347168) (1452,7.982684135437012)* (320,7.902777671813965) (458,7.892543792724609) (523,7.857245445251465) (324,7.699799060821533)
415: (679,9.131499290466309)* (288,9.047442436218262)* (295,9.04499340057373) (89,8.837828636169434)* (461,8.765936851501465) (523,8.671728134155273)* (1032,8.614657402038574) (544,8.583072662353516) (802,8.31364631652832) (790,8.110097885131836) (325,8.08266830444336) (349,8.020966529846191) (344,8.017247200012207) (543,8.016281127929688) (1934,7.924243927001953) (299,7.852505683898926) (538,7.583302974700928) (908,7.50609827041626) (310,7.4985456466674805) (646,7.481082439422607)*
416: (1491,13.249073028564453) (3886,13.213963508605957) (1221,12.987319946289062) (3528,12.758377075195312) (755,12.590747833251953) (1708,12.472288131713867) (2026,12.20128059387207) (10672,12.16333293914795) (3809,12.010613441467285) (5299,11.968103408813477) (3411,11.957925796508789) (1229,11.91462516784668) (10831,11.902848243713379) (9783,11.87967300415039) (2624,11.875292778015137) (4405,11.86108684539795) (2475,11.855521202087402) (1709,11.785778045654297)* (3481,11.777505874633789) (3805,11.773653984069824)
417: (67,10.523995399475098)* (67,10.523995399475098)* (1934,10.183382034301758) (292,10.151298522949219)* (679,9.99284839630127) (288,9.984362602233887)* (316,9.945586204528809) (97,9.823346138000488) (310,9.7958402633667) (903,9.69786262512207) (300,9.686616897583008)* (257,9.609764099121094)* (71,9.527972221374512) (71,9.527972221374512) (525,9.363875389099121) (320,9.360595703125) (157,9.256807327270508)* (2521,9.135009765625) (523,9.02925968170166) (466,8.965799331665039)
418: (898,13.495210647583008)* (217,13.073634147644043)* (615,12.387504577636719) (199,12.336431503295898) (223,12.236400604248047) (622,12.137251853942871)* (3258,12.103334426879883)* (195,12.01667308807373) (433,11.881441116333008) (1632,11.829192161560059) (1242,11.769646644592285) (8676,11.43657398223877) (1239,11.207080841064453)* (440,11.190281867980957) (2277,11.178123474121094) (437,11.138856887817383) (6229,11.033482551574707) (416,10.772937774658203) (6224,10.749210357666016) (1383,10.73496150970459)
419: (332,10.912219047546387)* (484,10.826741218566895) (317,10.821762084960938)* (328,10.479593276977539) (161,10.376681327819824)* (301,10.263602256774902) (294,10.19083023071289) (915,10.13408088684082) (1449,10.125944137573242) (310,10.070377349853516) (292,10.012510299682617) (290,9.986411094665527) (1444,9.886570930480957) (330,9.813709259033203) (701,9.808316230773926) (7340,9.556388854980469) (475,9.547248840332031) (2179,9.517744064331055) (2990,9.508811950683594) (312,9.440154075622559)
420: (360,10.571264266967773) (1000,10.435172080993652) (265,10.363143920898438) (455,10.32200813293457) (3966,10.233269691467285) (3961,9.939488410949707) (2067,9.607511520385742) (803,9.573415756225586) (157,9.552087783813477) (1002,9.511279106140137) (340,9.47675609588623)* (792,9.47168254852295)* (4976,9.401071548461914) (351,9.242026329040527) (2054,9.229043960571289) (3576,9.19092845916748) (253,9.190448760986328) (677,9.16950798034668) (6308,9.063541412353516) (2523,9.03318977355957)
421: (349,10.122882843017578)* (288,10.114538192749023)* (257,9.845078468322754)* (301,9.777703285217285)* (1032,9.54477596282959) (525,9.47545337677002)* (328,9.344622611999512) (466,9.226107597351074)* (55,9.143915176391602)* (543,8.923253059387207)* (523,8.912956237792969) (318,8.870145797729492) (475,8.857695579528809)* (544,8.839617729187012) (67,8.83177375793457)* (67,8.83177375793457)* (317,8.705599784851074) (679,8.643627166748047) (531,8.491047859191895) (325,8.478951454162598)
423: (2936,11.591381072998047) (99,11.53114128112793)* (905,11.464731216430664) (1079,11.448163986206055) (1001,11.444575309753418)* (1892,11.421592712402344) (77,11.207184791564941) (77,11.207184791564941) (1076,11.156436920166016) (998,11.0914945602417) (1000,11.009223937988281) (2933,10.966668128967285) (994,10.965697288513184) (1810,10.929831504821777) (993,10.910897254943848)* (2556,10.82225513458252) (100,10.693134307861328) (61,10.655877113342285) (996,10.650045394897461) (985,10.308738708496094)
424: (198,14.010680198669434)* (812,13.733466148376465) (503,12.987618446350098) (1044,12.967512130737305) (923,12.831404685974121) (930,12.671170234680176)* (918,12.644387245178223) (188,12.485549926757812) (953,12.436787605285645) (726,12.265362739562988) (370,11.991532325744629) (181,11.912090301513672)* (821,11.887462615966797) (1131,11.862004280090332) (936,11.821785926818848) (710,11.749601364135742) (2379,11.507576942443848) (1339,11.46064567565918) (1249,11.4237699508667) (2975,11.246152877807617)
425: (1032,8.738066673278809) (289,8.382564544677734)* (679,8.144118309020996) (320,8.0989408493042) (523,8.074777603149414) (543,7.993868827819824) (1452,7.969252109527588) (291,7.929679870605469)* (908,7.900974273681641) (458,7.827763557434082) (349,7.767339706420898)* (1042,7.576450824737549) (314,7.524094581604004)* (538,7.441359519958496) (531,7.439194202423096) (329,7.39874792098999) (680,7.346498489379883)* (525,7.340888977050781) (790,7.330708026885986) (293,7.3031816482543945)
426: (632,16.742530822753906)* (162,16.63541603088379)* (1708,15.852302551269531) (2605,15.629289627075195)* (1743,14.691752433776855) (1700,14.558677673339844) (57,14.502582550048828) (755,14.030641555786133) (11479,13.988178253173828) (6582,13.913667678833008) (1737,13.794027328491211) (606,13.623333930969238) (1705,13.582255363464355) (3411,13.3953857421875) (11482,13.370593070983887) (1790,13.330411911010742) (1747,13.295580863952637)* (1736,12.992875099182129)* (1491,12.956073760986328) (1109,12.86789608001709)
427: (2608,12.322236061096191)* (1378,12.212506294250488) (412,12.00604248046875)* (537,11.141225814819336) (3670,11.020002365112305) (403,10.991047859191895) (217,10.958893775939941) (4118,10.921189308166504) (230,10.885453224182129) (4262,10.874629020690918)* (1866,10.835631370544434) (2580,10.685022354125977) (691,10.619866371154785) (2840,10.469939231872559) (190,10.456718444824219) (1046,10.327387809753418) (1186,10.261197090148926) (209,10.133874893188477) (3621,10.080270767211914) (6298,9.970452308654785)
428: (1001,11.295088768005371)* (187,11.289748191833496)* (1013,11.21628189086914) (61,11.161248207092285) (99,11.083680152893066) (193,11.029399871826172) (2936,11.01061725616455) (997,10.8170804977417)* (98,10.496665954589844) (993,10.474804878234863)* (1895,10.452608108520508) (905,10.416309356689453) (1015,10.397875785827637) (91,10.252220153808594) (1079,10.213998794555664) (3201,10.116594314575195) (2027,10.116349220275879) (994,10.094117164611816)* (1018,9.979791641235352) (59,9.923478126525879)*
430: (187,11.991995811462402) (193,11.44892406463623)* (1001,11.133365631103516) (985,10.910261154174805) (1892,10.835206985473633) (61,10.791580200195312) (85,10.619268417358398) (998,10.618718147277832) (1013,10.594718933105469) (2936,10.52576732635498) (1076,10.481941223144531) (1464,10.347614288330078) (1079,10.242859840393066) (1891,10.208264350891113) (77,10.202645301818848) (77,10.202645301818848) (996,10.176608085632324) (1686,10.174847602844238) (994,10.141088485717773) (1000,9.923131942749023)
431: (234,14.6436767578125) (533,14.416850090026855)* (198,14.205586433410645) (1249,13.93439769744873)* (1406,13.460431098937988) (706,13.361756324768066) (1672,13.177874565124512) (190,13.156867027282715)* (227,12.855636596679688)* (1513,12.25478744506836) (209,12.219318389892578) (2346,12.110548973083496)* (1044,12.080860137939453) (377,12.04931354522705)* (226,11.905851364135742) (517,11.595541000366211) (1246,11.48819351196289) (1974,11.446052551269531) (1239,11.380876541137695) (854,11.301835060119629)
