userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,10.038695335388184) (174,9.181574821472168) (1013,9.02889633178711) (511,8.85941219329834) (998,8.854972839355469) (59,8.849895477294922)* (180,8.843531608581543) (175,8.82432746887207) (722,8.8208646774292) (601,8.747257232666016) (997,8.693185806274414) (187,8.661480903625488) (697,8.50511646270752) (877,8.375199317932129) (1122,8.354081153869629) (4649,8.337584495544434) (1394,8.27284049987793) (715,8.221888542175293) (1713,8.186243057250977) (1073,8.039937019348145)
411: (5058,11.192842483520508) (2916,10.457966804504395)* (475,10.081103324890137)* (3227,9.523643493652344)* (468,9.483941078186035) (8159,9.473156929016113) (278,9.446846961975098)* (15923,9.167296409606934) (2247,9.147714614868164)* (6902,9.053927421569824) (3317,9.007549285888672) (4344,8.900304794311523) (2923,8.597193717956543) (1433,8.587047576904297) (1402,8.556468963623047) (7766,8.551517486572266) (3462,8.478586196899414) (4617,8.437490463256836) (547,8.431037902832031) (2919,8.423971176147461)*
412: (289,12.339181900024414) (261,10.454625129699707) (2277,10.389510154724121) (424,9.834388732910156) (2988,9.157405853271484) (246,9.140510559082031) (1681,9.08920669555664) (1766,8.99682331085205) (228,8.828360557556152) (1241,8.812576293945312) (1243,8.791879653930664) (2082,8.781637191772461) (288,8.673040390014648) (1775,8.635344505310059) (3741,8.515067100524902) (283,8.510348320007324) (5745,8.466758728027344)* (714,8.412120819091797) (4818,8.366100311279297) (739,8.352901458740234)
413: (289,15.049518585205078) (294,10.59532356262207) (701,9.760648727416992)* (1243,9.613112449645996) (1934,9.282029151916504) (475,9.112360954284668) (97,9.078721046447754) (349,9.025197982788086) (329,8.990406036376953)* (320,8.868734359741211) (1032,8.801471710205078) (1556,8.72608757019043) (228,8.62167739868164) (89,8.542375564575195) (161,8.541997909545898) (257,8.538661003112793) (523,8.520061492919922) (2020,8.494487762451172) (302,8.438702583312988)* (190,8.373376846313477)*
414: (288,11.878049850463867)* (461,11.28320026397705)* (701,10.60686206817627)* (294,10.223273277282715) (2020,9.325759887695312) (300,9.219398498535156)* (1243,9.16187858581543) (89,9.071054458618164) (1456,9.051186561584473) (538,9.013044357299805)* (161,9.012908935546875) (329,8.983935356140137) (458,8.905599594116211) (344,8.859619140625) (403,8.777275085449219) (291,8.773578643798828) (295,8.736030578613281)* (292,8.706358909606934)* (455,8.622322082519531) (1934,8.59781551361084)
415: (288,13.418636322021484)* (294,12.285905838012695) (461,11.181580543518066) (310,11.045279502868652) (161,10.915780067443848) (1934,10.905508041381836) (1032,10.8671236038208) (349,10.695246696472168) (458,9.919417381286621) (89,9.85386848449707)* (544,9.85228157043457) (1243,9.83641242980957) (523,9.78266716003418)* (1037,9.77584171295166) (679,9.707462310791016)* (295,9.654504776000977) (325,9.372594833374023) (293,9.36407470703125) (352,9.346572875976562)* (1052,9.334074974060059)
416: (1229,10.039324760437012) (1735,8.780173301696777) (1176,8.589735984802246) (1418,8.574871063232422) (512,8.348053932189941) (14164,8.327346801757812) (22,8.326577186584473) (751,8.259561538696289) (14167,8.240859985351562) (14168,8.230262756347656) (14163,8.221095085144043) (1203,8.215113639831543) (1717,8.20201301574707) (12317,8.150590896606445) (6963,8.07684326171875) (1724,8.06643009185791) (12204,8.000166893005371) (1172,7.969820976257324) (1204,7.9237895011901855) (12207,7.91176700592041)
417: (288,11.468281745910645)* (157,10.810262680053711)* (1934,10.165207862854004) (97,9.257672309875488) (228,9.245755195617676) (67,9.209031105041504)* (67,9.209031105041504)* (310,9.203348159790039) (1032,9.141172409057617) (689,9.105629920959473) (903,9.039813041687012) (2020,8.993324279785156) (190,8.936549186706543) (523,8.890028953552246) (320,8.76318359375) (161,8.733591079711914) (1556,8.723321914672852) (697,8.680097579956055) (329,8.674712181091309) (292,8.662887573242188)*
418: (196,10.266702651977539) (199,10.151302337646484) (697,9.310251235961914) (6224,9.23140811920166) (228,9.153106689453125) (205,8.98131275177002) (3258,8.682452201843262)* (223,8.612753868103027) (195,8.567788124084473) (3098,8.497726440429688) (3106,8.4696626663208) (533,8.393808364868164) (3754,8.3803071975708) (217,8.374704360961914)* (6229,8.318831443786621) (222,8.308456420898438) (2584,8.29663372039795) (437,8.230560302734375) (1424,8.226545333862305) (4532,8.212841987609863)
419: (294,10.56768798828125) (330,10.388059616088867) (545,9.667101860046387) (329,9.415496826171875) (325,9.258235931396484) (475,9.224970817565918) (310,9.135167121887207) (1613,9.111126899719238) (1032,9.11072826385498) (1457,9.089226722717285) (1451,9.085280418395996) (915,9.077767372131348) (1449,8.926462173461914) (1455,8.84315013885498) (525,8.794589042663574) (2990,8.736817359924316) (296,8.548763275146484) (157,8.462775230407715)* (523,8.437314987182617) (332,8.343412399291992)*
420: (4348,9.356780052185059) (913,9.160527229309082) (289,8.914946556091309) (2523,8.543047904968262) (1471,8.193184852600098) (4350,8.105307579040527) (3313,8.054107666015625) (288,8.006417274475098) (900,7.9432878494262695) (1825,7.937781810760498) (251,7.928342819213867) (261,7.866271495819092) (2054,7.810276031494141) (258,7.782417297363281) (1013,7.744101524353027) (4919,7.714086055755615) (253,7.684632778167725) (6723,7.480024337768555) (157,7.468045711517334) (3920,7.44478178024292)*
421: (288,12.32738208770752)* (294,12.057299613952637) (1032,10.272907257080078) (349,10.07295036315918)* (257,9.344327926635742)* (55,9.313135147094727)* (161,9.278494834899902) (523,9.217734336853027) (2020,9.153739929199219) (67,9.112933158874512)* (67,9.112933158874512)* (525,9.061445236206055)* (1934,9.047353744506836) (544,8.9489107131958) (1243,8.9317626953125) (301,8.894904136657715)* (325,8.847984313964844) (455,8.799175262451172) (290,8.680112838745117) (466,8.657177925109863)*
423: (601,10.090506553649902) (99,10.03292465209961)* (959,9.866495132446289)* (1001,9.770078659057617)* (157,9.460545539855957) (77,9.39027214050293) (77,9.39027214050293) (1889,9.226632118225098) (998,9.212700843811035) (1076,8.921717643737793) (2029,8.842141151428223) (1892,8.6729736328125) (999,8.446126937866211) (180,8.442159652709961) (98,8.39615535736084) (877,8.39603042602539) (159,8.389429092407227) (905,8.377129554748535) (1017,8.357426643371582) (1079,8.271036148071289)
424: (198,11.389481544494629)* (710,11.077215194702148) (1179,10.944568634033203) (726,10.528855323791504) (930,10.41457748413086)* (923,9.861732482910156) (188,9.780177116394043) (954,9.549428939819336) (918,9.508312225341797) (928,9.36540412902832) (1338,9.096494674682617)* (503,9.054165840148926) (181,8.944396018981934)* (370,8.735828399658203) (1412,8.711359024047852) (953,8.703319549560547) (1535,8.65427017211914) (1339,8.64833927154541) (1406,8.619102478027344) (812,8.55191707611084)
425: (289,18.60711097717285)* (1032,12.781549453735352) (294,12.03254222869873) (157,10.749794006347656) (458,9.817535400390625) (679,9.791397094726562) (310,9.683259963989258) (291,9.648313522338867)* (349,9.60806941986084)* (543,9.516443252563477) (531,9.51538372039795) (1428,9.510197639465332) (455,9.49295425415039) (329,9.433672904968262) (468,9.427310943603516) (293,9.408331871032715) (290,9.353909492492676) (1934,9.349271774291992) (523,9.334779739379883) (352,9.325153350830078)
426: (744,10.504900932312012) (774,9.482148170471191) (57,9.327547073364258) (2668,8.924192428588867) (88,8.806553840637207) (6762,8.7547607421875)* (6585,8.702415466308594) (617,8.56600284576416) (1719,8.508746147155762) (1727,8.498821258544922) (8510,8.491995811462402) (2605,8.443249702453613)* (4123,8.358014106750488) (4113,8.305023193359375) (616,8.296700477600098) (753,8.279363632202148) (2716,8.2686767578125) (2667,8.251643180847168) (3703,8.235554695129395) (1736,8.22872543334961)*
427: (537,11.159476280212402) (198,10.442398071289062) (687,9.85679817199707) (499,9.338014602661133) (403,8.923518180847168) (512,8.818656921386719) (498,8.761786460876465) (533,8.553956031799316) (230,8.447616577148438) (229,8.439355850219727) (228,8.275487899780273) (497,8.148506164550781) (190,8.139470100402832) (1406,8.057153701782227) (1186,8.036883354187012) (4262,7.960927963256836)* (481,7.936934471130371) (779,7.903123378753662) (1866,7.855863571166992) (412,7.819681167602539)*
428: (1013,12.077880859375) (997,10.708136558532715)* (1001,10.245400428771973)* (601,9.633307456970215) (187,9.366426467895508)* (99,9.042097091674805) (4348,8.993579864501953) (180,8.976802825927734) (3920,8.921982765197754) (994,8.900854110717773)* (1073,8.893840789794922) (1889,8.87300968170166) (1000,8.864274978637695) (3310,8.836729049682617) (3201,8.827152252197266) (1464,8.686746597290039) (1891,8.675849914550781) (2027,8.557194709777832) (18590,8.50869369506836) (193,8.470099449157715)
430: (1013,10.415343284606934) (601,10.271749496459961) (900,9.893890380859375) (997,9.608511924743652)* (1464,9.536500930786133) (187,9.438133239746094) (77,9.41033935546875) (77,9.41033935546875) (1001,9.355542182922363) (180,9.192702293395996) (998,9.09157943725586) (3310,9.023092269897461) (2054,8.959741592407227) (3920,8.716704368591309) (95,8.614521026611328) (1076,8.588361740112305) (253,8.576876640319824) (1000,8.434538841247559) (3304,8.432648658752441) (1892,8.368924140930176)
431: (198,12.842068672180176) (1406,12.264042854309082) (227,10.364615440368652)* (1412,9.162002563476562) (226,9.102745056152344) (726,9.081258773803711) (377,9.063549995422363)* (190,8.731739044189453)* (918,8.684492111206055) (2352,8.64796257019043) (957,8.293460845947266) (533,8.240102767944336)* (703,8.23691177368164) (489,8.148004531860352) (1873,8.142179489135742) (234,8.101109504699707) (1249,8.07536792755127)* (1246,8.061090469360352) (706,7.953453540802002) (499,7.95064640045166)
432: (198,14.985016822814941) (1406,13.287089347839355) (488,11.13269329071045) (2352,10.981619834899902) (499,10.85274600982666) (230,10.549518585205078) (707,10.210894584655762) (481,10.20785140991211) (1116,10.074917793273926)* (490,10.073527336120605) (498,9.928461074829102)* (510,9.627842903137207) (1246,9.544066429138184) (512,9.53510856628418) (1672,9.501138687133789)* (6480,9.176889419555664) (403,9.147995948791504) (6127,9.047483444213867) (519,9.04028606414795) (493,8.910537719726562)
433: (6289,10.823630332946777)* (3820,9.923577308654785) (930,9.894084930419922) (3637,9.715063095092773) (370,9.46420955657959) (3822,9.12083625793457) (710,8.941841125488281) (503,8.92532730102539)* (4270,8.868738174438477) (1276,8.807330131530762) (4694,8.75578784942627) (4692,8.663766860961914) (843,8.655381202697754) (1257,8.638638496398926) (8249,8.627273559570312) (1526,8.585208892822266) (2003,8.51073932647705) (1179,8.476988792419434) (2143,8.408573150634766) (3813,8.406557083129883)
434: (199,10.931647300720215) (227,10.275774955749512) (418,10.264979362487793) (429,9.970169067382812) (215,9.403177261352539) (703,9.367376327514648) (88,9.225285530090332) (863,9.125020980834961) (1957,9.041569709777832) (608,8.886104583740234) (620,8.860204696655273) (2277,8.77725601196289) (2281,8.77604866027832) (1504,8.676609992980957) (206,8.669637680053711)* (3112,8.61316967010498) (159,8.50705337524414) (858,8.433611869812012) (603,8.426104545593262) (609,8.397529602050781)
435: (537,10.966324806213379) (687,10.336435317993164) (1195,10.106477737426758)* (198,9.669914245605469) (512,9.500850677490234) (1188,9.266358375549316)* (499,8.994999885559082) (1184,8.907303810119629) (1190,8.757076263427734) (1183,8.752463340759277) (489,8.628044128417969) (1201,8.590071678161621) (497,8.569448471069336) (1199,8.505996704101562) (1200,8.342857360839844) (1192,8.248331069946289) (759,8.035706520080566) (816,8.03365707397461) (3807,8.019328117370605) (3035,7.988608360290527)
436: (227,13.169116973876953) (868,11.993870735168457)* (959,11.707225799560547) (614,11.080442428588867) (1415,10.77260684967041) (159,10.574294090270996) (163,10.436848640441895) (1639,10.312947273254395) (1416,10.07507610321045) (3112,9.714044570922852) (707,9.652804374694824) (857,9.652557373046875) (918,9.626152992248535) (3460,9.536652565002441) (1426,9.376428604125977) (1406,9.215821266174316) (157,8.990964889526367) (96,8.910248756408691) (975,8.874530792236328) (99,8.814959526062012)*
437: (1032,11.317366600036621) (7390,11.033246040344238) (1021,10.00025749206543) (3568,9.71818733215332) (7391,9.66723346710205) (306,9.652650833129883) (1059,9.627205848693848) (157,9.586400032043457) (9659,9.325723648071289) (2734,9.17907428741455) (14386,9.08919620513916) (3375,9.043581008911133) (6201,9.029704093933105) (912,9.00008773803711) (9660,8.85411548614502) (6292,8.844245910644531) (2981,8.730318069458008) (468,8.705571174621582) (2020,8.645232200622559) (14035,8.6079683303833)
438: (36,12.432552337646484) (1295,11.911690711975098) (72,11.522531509399414) (72,11.522531509399414) (1294,10.922852516174316) (32,10.640946388244629)* (30,10.259363174438477) (9141,10.133055686950684) (39,9.981029510498047) (880,9.841717720031738) (1253,9.796762466430664) (1707,9.793146133422852) (1713,9.694944381713867) (4317,9.596463203430176) (172,9.58043384552002) (9,9.484114646911621)* (3501,9.464797973632812) (31,9.411402702331543) (1296,9.3944730758667) (603,9.31839656829834)
439: (2916,11.701639175415039)* (330,11.162546157836914) (8159,10.630785942077637) (5058,10.477591514587402) (3227,10.365878105163574) (6633,10.208045959472656) (1959,10.137331008911133) (3346,10.127433776855469) (1640,10.06751537322998) (2247,10.059945106506348) (6629,9.824361801147461) (6627,9.78538990020752) (1614,9.645546913146973) (1606,9.626143455505371) (2919,9.591438293457031) (10399,9.590622901916504) (1402,9.513633728027344)* (4344,9.485949516296387) (16697,9.43785572052002) (7766,9.418088912963867)
440: (199,11.780345916748047) (418,10.751594543457031) (3673,9.682583808898926) (703,9.344237327575684) (88,9.32532024383545) (2139,9.2673921585083) (604,9.199538230895996) (629,9.177276611328125) (205,9.152671813964844) (196,9.141172409057617) (211,9.094887733459473) (3411,8.995062828063965) (620,8.932787895202637) (1633,8.898246765136719)* (195,8.892085075378418) (2277,8.828178405761719) (1424,8.814839363098145) (429,8.656206130981445) (608,8.617591857910156) (858,8.615580558776855)
441: (703,11.368241310119629) (88,11.365132331848145) (190,10.442188262939453) (227,10.147726058959961) (229,9.887561798095703)* (159,9.611197471618652) (429,9.568737030029297) (56,9.561200141906738) (56,9.561200141906738) (215,9.445234298706055) (418,8.996142387390137) (199,8.955214500427246) (196,8.808650016784668) (81,8.80491828918457) (1106,8.592742919921875) (620,8.552653312683105) (172,8.436678886413574) (533,8.318174362182617)* (858,8.224933624267578) (1376,8.209684371948242)
442: (64,10.61269760131836) (64,10.61269760131836) (1001,9.592185974121094)* (3501,9.319116592407227) (722,9.297256469726562) (529,8.82675838470459) (174,8.59299087524414) (511,8.300886154174805) (877,8.293334007263184)* (63,8.163702964782715) (63,8.163702964782715) (697,8.148067474365234) (3863,8.124361991882324) (961,7.956830024719238) (175,7.925640106201172) (75,7.913322448730469)* (75,7.913322448730469)* (3466,7.912015438079834) (180,7.803890228271484) (2075,7.7865424156188965)
443: (227,11.606063842773438)* (975,11.350284576416016) (3462,9.934154510498047) (5058,9.090801239013672) (1415,9.005555152893066) (707,8.802675247192383) (630,8.694955825805664) (3460,8.636146545410156) (959,8.601249694824219) (1416,8.472841262817383) (614,8.468870162963867) (2339,8.236618995666504) (3112,8.236059188842773) (957,8.133827209472656) (475,8.06625747680664) (1643,7.970541000366211) (1411,7.966384410858154) (88,7.9035749435424805) (3466,7.835092544555664) (1980,7.748805999755859)
444: (11101,10.429365158081055) (6664,10.304520606994629) (6662,10.233400344848633) (6665,10.157913208007812) (6663,10.087499618530273) (6674,9.94820499420166) (6669,9.636490821838379) (6660,9.601801872253418) (6671,9.532814025878906) (11114,9.198034286499023) (11118,9.185173034667969) (5087,9.141199111938477) (6652,9.053703308105469) (11113,9.044262886047363) (16364,8.962457656860352) (17453,8.921732902526855) (1294,8.877002716064453) (17440,8.874894142150879) (17459,8.873344421386719) (17448,8.86459732055664)
446: (72,10.893661499023438)* (72,10.893661499023438)* (959,9.990116119384766) (997,9.467954635620117) (1013,9.298523902893066) (157,9.212671279907227) (429,8.98970890045166) (998,8.958378791809082) (877,8.725255966186523) (511,8.723320960998535)* (601,8.642309188842773) (2029,8.540218353271484) (614,8.461980819702148) (98,8.428955078125) (193,8.418301582336426) (1079,8.418028831481934) (96,8.305954933166504) (905,8.241278648376465) (77,8.237579345703125) (77,8.237579345703125)
